# Notes : Entities from the selected region(s) of the Venn diagram:
#EL1 ^ EL2
#
#EL1 : FF_blank_100%
#    Source Experiment : AH_PoroshellC18_positive
#    Source Organism : Homo sapiens
#    Source Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.AH_PoroshellC18_positive_2017_Aug_08_14_42_33
#
#EL2 : FF80%_K_vs_PEX
#    Source Experiment : AH_PoroshellC18_positive
#    Source Organism : Homo sapiens
#    Source Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.AH_PoroshellC18_positive_2017_Aug_08_14_42_33
#
#
# Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.AH_PoroshellC18_positive_2017_Aug_08_14_42_33
# Owner : gxuser
# Created On : Fri Dec 08 11:36:34 CET 2017
Compound	Number Passed ( FF_blank_100% )	Number Passed ( FF80%_K_vs_PEX )	K_10(raw)	K_17(raw)	K_19(raw)	K_2(raw)	K_21(raw)	K_22(raw)	K_3(raw)	K_35(raw)	K_36(raw)	K_48(raw)	K_51(raw)	K_52(raw)	K_59(raw)	K_6(raw)	K_61(raw)	K_66(raw)	K_68(raw)	K_70(raw)	K_83(raw)	PEX_30(raw)	PEX_304(raw)	PEX_307(raw)	PEX_308(raw)	PEX_309(raw)	PEX_310(raw)	PEX_312(raw)	PEX_314(raw)	PEX_317(raw)	PEX_320(raw)	PEX_321(raw)	PEX_34(raw)	PEX_69(raw)	PEX_8(raw)	PEX_84(raw)	QC_1(raw)	QC_10(raw)	QC_2(raw)	QC_3(raw)	QC_4(raw)	QC_5(raw)	QC_6(raw)	QC_7(raw)	QC_8(raw)	QC_9(raw)
215.1349@5.97909	1	2	115057.0	141394.0	205017.0	98264.0	62840.0	112486.0	176294.0	235123.0	115315.0	97987.0	123186.0	259075.0	87430.0	250092.0	160268.0	175947.0	225491.0	145285.0	184977.0	161617.0	121353.0	115774.0	225320.0	208700.0	182842.0	82336.0	113467.0	99176.0	169653.0	180255.0	270595.0	415617.0	149695.0	220316.0	66708.0	110074.0	62697.0	60482.0	56810.0	56755.0	109431.0	114155.0	116159.0	111730.0
302.20346@5.9790754	1	2	4156679.0	5013902.0	7935363.0	3476091.0	2305487.0	3905952.0	6853618.0	9090383.0	4285161.0	3464912.0	4279301.0	1.0361025E7	3155488.0	9947432.0	5922710.0	6858453.0	8684258.0	5492965.0	6815133.0	6214147.0	4368947.0	4056154.0	9099832.0	7970781.0	6727391.0	2865141.0	4178712.0	3689875.0	6830786.0	7035860.0	1.0543515E7	1.6186378E7	5584591.0	8929605.0	2335568.0	4234817.0	2220662.0	2143033.0	2073573.0	2015944.0	4220112.0	4298321.0	4303519.0	4294107.0
232.16788@6.0081477	1	2	88006.0	1.0	173391.0	1.0	51442.0	75072.0	138798.0	118455.0	77744.0	65062.0	79200.0	416033.0	82292.0	119984.0	77220.0	88139.0	135585.0	143512.0	37945.0	201650.0	83894.0	66119.0	105200.0	111856.0	90709.0	64149.0	104796.0	1.0	215224.0	136912.0	151588.0	171494.0	83981.0	225019.0	31301.0	1.0	1.0	1.0	1.0	1.0	1.0	62811.0	62269.0	72876.0
381.23395@6.0915074	1	2	45884.0	38255.0	61494.0	33416.0	33711.0	38456.0	72358.0	87227.0	44239.0	36284.0	19992.0	67682.0	45183.0	109780.0	20866.0	103452.0	56359.0	61652.0	63440.0	68677.0	26556.0	42013.0	88040.0	114373.0	61211.0	31357.0	37771.0	24333.0	107109.0	74524.0	83852.0	251887.0	41896.0	104187.0	41736.0	89134.0	42418.0	41173.0	38705.0	36335.0	88378.0	79365.0	87409.0	80028.0
263.22543@6.1146517	1	2	73085.0	56759.0	96243.0	61765.0	1.0	68317.0	121158.0	84549.0	67932.0	53417.0	65805.0	234701.0	54241.0	66005.0	65869.0	115449.0	136489.0	94322.0	117581.0	86052.0	45823.0	47905.0	102922.0	124561.0	109188.0	54912.0	80585.0	43573.0	163863.0	94395.0	94218.0	236923.0	50576.0	455813.0	172104.0	291096.0	147955.0	155050.0	147978.0	128408.0	275548.0	255106.0	269827.0	317525.0
90.04683@6.121318	1	2	71220.0	56691.0	136024.0	51206.0	1.0	49370.0	110163.0	117406.0	56953.0	45726.0	1.0	166366.0	48337.0	180104.0	55751.0	112601.0	130456.0	103409.0	74240.0	109774.0	66312.0	56944.0	132675.0	150429.0	114932.0	48590.0	57731.0	43379.0	133352.0	122471.0	137536.0	166404.0	67968.0	148693.0	49463.0	98285.0	42679.0	39827.0	1.0	39825.0	105585.0	100132.0	102116.0	101507.0
174.14127@6.121851	1	2	115510.0	99863.0	154443.0	93531.0	64617.0	89638.0	141881.0	135804.0	93958.0	78633.0	85659.0	201228.0	86850.0	213508.0	96181.0	136336.0	152531.0	119981.0	126421.0	126068.0	102333.0	110140.0	170357.0	182282.0	146476.0	80075.0	97815.0	78077.0	159475.0	142318.0	166932.0	209004.0	125215.0	187829.0	72429.0	115417.0	69463.0	73898.0	66741.0	65749.0	122735.0	117601.0	118050.0	118005.0
104.06233@6.121483	1	2	46811.0	53839.0	73583.0	44211.0	1.0	49708.0	67925.0	66986.0	48455.0	36440.0	46827.0	110431.0	40718.0	103081.0	49631.0	85049.0	73650.0	69137.0	62223.0	73539.0	54417.0	49735.0	77087.0	91570.0	73098.0	40511.0	51970.0	36437.0	78282.0	66012.0	78216.0	103934.0	52299.0	90296.0	38383.0	54918.0	37334.0	34930.0	35521.0	32244.0	61403.0	68092.0	57226.0	71883.0
202.13661@6.121804	1	2	1541553.0	1346678.0	2186852.0	1190151.0	801090.0	1163650.0	1989479.0	1915878.0	1297013.0	1021952.0	1157243.0	2895618.0	1147836.0	3109102.0	1335046.0	1914580.0	2171289.0	1702163.0	1675579.0	1811035.0	1373847.0	1377334.0	2355926.0	2654729.0	2068963.0	1059116.0	1353095.0	1024317.0	2288826.0	2072583.0	2436145.0	3005794.0	1730559.0	2657428.0	1039561.0	1559254.0	931776.0	928602.0	880936.0	837149.0	1693580.0	1617204.0	1696200.0	1621589.0
114.04679@6.1214685	1	2	180657.0	154426.0	269848.0	142329.0	98952.0	143040.0	256292.0	242484.0	156876.0	122742.0	133137.0	358360.0	133909.0	357982.0	161524.0	240061.0	279756.0	219695.0	196491.0	222697.0	162281.0	155131.0	300698.0	327958.0	263303.0	134748.0	168603.0	123258.0	289735.0	263197.0	299637.0	339903.0	199065.0	320998.0	128387.0	211891.0	111788.0	114089.0	112494.0	105773.0	216077.0	204522.0	214855.0	190476.0
646.44995@6.122013	1	2	634112.0	557643.0	760051.0	397280.0	92678.0	355034.0	575623.0	604496.0	450568.0	321549.0	400619.0	1453204.0	364748.0	1488304.0	396745.0	527280.0	875825.0	410906.0	788188.0	640222.0	599578.0	429945.0	953221.0	1233755.0	367867.0	369594.0	449960.0	345863.0	940133.0	655422.0	833921.0	1457254.0	900950.0	1266440.0	286383.0	441020.0	268186.0	287539.0	227232.0	214999.0	455116.0	418501.0	472620.0	519819.0
87.06853@6.1220136	1	2	533968.0	460873.0	1117985.0	420627.0	315459.0	413983.0	996124.0	977677.0	479122.0	367578.0	410467.0	1503179.0	408567.0	1615550.0	480396.0	1003077.0	1085555.0	811301.0	583526.0	930828.0	485505.0	476176.0	1139744.0	1295030.0	969681.0	398586.0	486206.0	375929.0	1201240.0	1013710.0	1173217.0	1470258.0	594990.0	1393092.0	378020.0	813887.0	352727.0	340939.0	336073.0	316384.0	822244.0	798437.0	826148.0	846506.0
132.09389@6.1217875	1	2	59723.0	51426.0	89692.0	46770.0	33265.0	44757.0	82145.0	80624.0	53705.0	40998.0	69857.0	114713.0	46549.0	128345.0	55492.0	82200.0	91027.0	73931.0	101470.0	1.0	53598.0	56754.0	94811.0	107656.0	84255.0	65652.0	53418.0	42323.0	96185.0	85195.0	97279.0	125327.0	66076.0	103769.0	43712.0	61763.0	38572.0	40909.0	34809.0	35377.0	71289.0	71577.0	70088.0	73386.0
160.1254@6.121999	1	2	60941.0	52891.0	90141.0	47101.0	31472.0	43683.0	83145.0	79871.0	1.0	41805.0	46422.0	116446.0	47471.0	120683.0	51820.0	78734.0	87604.0	68929.0	67379.0	74343.0	56073.0	54806.0	84776.0	103475.0	81569.0	42777.0	54309.0	39137.0	90321.0	83118.0	99126.0	119142.0	67914.0	109640.0	1.0	59330.0	35258.0	37593.0	35579.0	33863.0	74722.0	66697.0	68355.0	69731.0
305.2361@6.1222367	1	2	2.1122946E7	1.8566462E7	2.8737322E7	1.6532672E7	1.2304479E7	1.659356E7	2.7595414E7	2.6249742E7	1.7745618E7	1.5674622E7	1.635327E7	3.7011072E7	1.641424E7	3.9884492E7	1.8734488E7	2.8388092E7	2.915049E7	2.4098062E7	2.2664568E7	2.531648E7	1.9431824E7	1.8641504E7	2.9988176E7	3.2964052E7	2.7379418E7	1.4973427E7	1.8570046E7	1.5017366E7	3.2516034E7	2.7650962E7	3.1159048E7	3.5998692E7	2.3124334E7	3.5744292E7	1.5530155E7	2.4564902E7	1.4002286E7	1.397635E7	1.3360571E7	1.2592901E7	2.3938076E7	2.2935064E7	2.3581158E7	2.5494376E7
218.16776@5.992776	1	2	3.5223932E7	3.2224156E7	518349.0	127980.0	2.23637E7	2.8798302E7	101137.0	4.0890824E7	3.1535358E7	102361.0	2.900305E7	5.1865024E7	79804.0	241243.0	212355.0	155053.0	241294.0	3.72859E7	270117.0	3.9687748E7	200187.0	82791.0	292447.0	275956.0	334126.0	29742.0	121310.0	2.619222E7	343957.0	250804.0	374233.0	5.403878E7	200877.0	562441.0	2.6520164E7	262931.0	2.5336638E7	2.4729176E7	104299.0	2.3188554E7	213256.0	216569.0	3.7390868E7	223123.0
160.08904@6.1217527	1	1	39263.0	27334.0	1.0	27049.0	1.0	34539.0	50684.0	46841.0	38621.0	28216.0	1.0	67589.0	37934.0	90694.0	38416.0	1.0	53024.0	39962.0	36482.0	43403.0	38753.0	40430.0	59554.0	65563.0	63378.0	31690.0	30813.0	28289.0	59439.0	66102.0	60898.0	69081.0	38481.0	57970.0	1.0	1.0	35234.0	1.0	1.0	25949.0	49032.0	40938.0	1.0	54993.0
113.08422@6.1853743	1	2	1289303.0	1169712.0	2375665.0	946225.0	800241.0	867915.0	1986530.0	2090888.0	1134506.0	899759.0	987687.0	2726679.0	1036654.0	3345767.0	1062513.0	1908563.0	2172353.0	1551965.0	1291070.0	1712608.0	1386949.0	1382024.0	2230210.0	2467038.0	1771150.0	899583.0	1164354.0	778571.0	2159555.0	2035707.0	2286159.0	3394222.0	1771942.0	2648519.0	751764.0	1322097.0	712920.0	688398.0	662026.0	646572.0	1229212.0	1389879.0	1439784.0	1357487.0
215.13525@6.1854043	1	2	900125.0	840123.0	1491553.0	657218.0	562611.0	634443.0	1240541.0	1344373.0	799733.0	645920.0	696765.0	1747109.0	715210.0	2136542.0	725951.0	1195472.0	1362170.0	990825.0	901695.0	1075641.0	958272.0	926975.0	1388627.0	1570383.0	1140713.0	618010.0	813328.0	574830.0	1327480.0	1289331.0	1432224.0	2158082.0	1232696.0	1660900.0	535348.0	840589.0	505808.0	503473.0	487970.0	471903.0	763671.0	867487.0	915336.0	858904.0
364.12476@6.185365	1	2	84047.0	91391.0	168514.0	54879.0	1.0	58435.0	125020.0	153303.0	80814.0	65206.0	75811.0	244281.0	65219.0	290398.0	63981.0	112706.0	180713.0	97941.0	109002.0	121442.0	109414.0	76376.0	164142.0	203251.0	75619.0	74073.0	90571.0	61835.0	156799.0	147424.0	144899.0	300808.0	159450.0	238100.0	41402.0	100455.0	39869.0	49262.0	45805.0	42602.0	95224.0	94254.0	99651.0	106183.0
302.20346@6.185434	1	2	4981428.0	4581011.0	8906091.0	3579852.0	3051684.0	3471996.0	7393238.0	7855796.0	4377348.0	3656187.0	3809659.0	1.0956787E7	3980385.0	1.3376505E7	4058601.0	7665305.0	8172651.0	5766592.0	5094267.0	6366106.0	5474229.0	5150287.0	8303695.0	9360300.0	6529254.0	3467490.0	4519038.0	3175405.0	8475499.0	7535421.0	8406630.0	1.2645799E7	6955135.0	1.0687053E7	2980543.0	5439596.0	2768323.0	2710674.0	2607471.0	2496867.0	4521431.0	5102921.0	5346168.0	5417280.0
243.18391@6.2066407	1	2	255308.0	324502.0	293627.0	227056.0	188315.0	288838.0	607873.0	757218.0	157999.0	190236.0	95363.0	282173.0	239553.0	390286.0	137740.0	386827.0	466830.0	521474.0	123363.0	478003.0	125182.0	238957.0	385819.0	218965.0	1448723.0	113860.0	272128.0	267156.0	707116.0	753041.0	458889.0	460239.0	184007.0	642893.0	226134.0	399959.0	215980.0	222249.0	210050.0	119726.0	399566.0	396380.0	407127.0	406288.0
197.1784@6.2061057	1	1	1.0	32519.0	50075.0	1.0	24600.0	28249.0	60408.0	73039.0	26335.0	31524.0	1.0	43257.0	22158.0	34392.0	1.0	32355.0	49950.0	35281.0	17734.0	45121.0	20871.0	22587.0	37877.0	34474.0	131537.0	1.0	25030.0	22857.0	63900.0	71973.0	74503.0	47400.0	18019.0	61193.0	1.0	36049.0	1.0	21378.0	1.0	1.0	36760.0	37785.0	28529.0	37822.0
293.16653@6.223626	1	2	47188.0	24623.0	34020.0	38887.0	28862.0	48222.0	64273.0	1.0	57237.0	40268.0	21213.0	64099.0	26425.0	90755.0	13810.0	109892.0	40593.0	1.0	83033.0	55161.0	18182.0	22613.0	80969.0	91171.0	73665.0	34429.0	26887.0	25157.0	104876.0	73724.0	77285.0	320009.0	31133.0	103801.0	46277.0	102209.0	50973.0	47438.0	48929.0	50483.0	103561.0	109705.0	104776.0	97938.0
182.98164@6.2652965	1	2	101920.0	41870.0	219339.0	57431.0	105034.0	168520.0	89247.0	211203.0	49262.0	99347.0	49111.0	308706.0	80181.0	318871.0	81365.0	298553.0	240485.0	184485.0	127517.0	342873.0	79729.0	1.0	185406.0	199662.0	82805.0	1.0	69105.0	145628.0	332959.0	112613.0	111791.0	284332.0	275763.0	357336.0	592887.0	890906.0	566469.0	646823.0	598240.0	421607.0	774544.0	995045.0	861646.0	845783.0
269.938@6.2726717	1	2	166959.0	163454.0	259766.0	169852.0	115843.0	162909.0	288429.0	305528.0	150231.0	165059.0	152345.0	306105.0	135045.0	298548.0	145156.0	240769.0	323940.0	311572.0	154652.0	297874.0	157188.0	157786.0	288845.0	282823.0	135949.0	127993.0	151064.0	159883.0	289845.0	290296.0	282739.0	311556.0	176888.0	314225.0	204934.0	319112.0	142074.0	201666.0	176311.0	170389.0	342520.0	353854.0	327829.0	335295.0
227.22588@6.336001	1	2	3812851.0	2722109.0	1200719.0	3401018.0	1539708.0	3048213.0	1977449.0	1760528.0	1254769.0	2004989.0	1341399.0	1097695.0	3725942.0	898344.0	1436191.0	896395.0	1565802.0	1755377.0	1720457.0	1256943.0	2956336.0	3554999.0	1417111.0	1357835.0	1833038.0	1136432.0	1455757.0	1671294.0	1021258.0	1854779.0	2310400.0	1630690.0	2203291.0	944492.0	3967217.0	859451.0	3098173.0	2483194.0	1724851.0	1457251.0	2097913.0	1756061.0	1396890.0	1109597.0
185.2149@6.3694906	1	2	55385.0	50830.0	93572.0	50661.0	45009.0	1.0	88885.0	90645.0	47586.0	52707.0	45183.0	94531.0	55001.0	84563.0	46803.0	85340.0	92481.0	95498.0	46519.0	84283.0	53760.0	54687.0	84945.0	84103.0	84652.0	42979.0	46502.0	50092.0	88094.0	86113.0	90883.0	90644.0	48440.0	1.0	51914.0	89415.0	53835.0	51310.0	46925.0	44672.0	92234.0	98030.0	82217.0	90795.0
263.18896@6.3826275	1	2	33526.0	27106.0	52058.0	24434.0	1.0	22569.0	42869.0	40982.0	31665.0	1.0	23644.0	70340.0	22124.0	77992.0	25912.0	47064.0	51350.0	42952.0	38279.0	40143.0	27786.0	27238.0	49208.0	65305.0	43717.0	1.0	30921.0	19028.0	58532.0	48956.0	55060.0	73361.0	39913.0	74781.0	26033.0	42717.0	1.0	20552.0	1.0	1.0	43066.0	40836.0	43671.0	43145.0
211.01321@6.3928823	1	2	349938.0	4506203.0	243118.0	170966.0	40743.0	5017218.0	762581.0	306792.0	1038093.0	495355.0	3153558.0	7517078.0	3761895.0	540620.0	1574219.0	865358.0	4877495.0	3849572.0	4185293.0	348036.0	66886.0	68068.0	360129.0	306896.0	6299198.0	110382.0	172554.0	480046.0	315232.0	267778.0	683603.0	9088362.0	436336.0	2.7872714E7	740489.0	1290037.0	726562.0	706885.0	664635.0	657846.0	1289370.0	1225763.0	1300045.0	1332573.0
199.23055@6.444537	1	2	63590.0	53878.0	90911.0	54551.0	48696.0	52965.0	97282.0	103643.0	51442.0	52418.0	48072.0	148223.0	63252.0	138825.0	45613.0	96947.0	104023.0	100993.0	48913.0	90726.0	54179.0	52909.0	75270.0	100468.0	92684.0	42273.0	49660.0	50684.0	94932.0	100070.0	99857.0	97661.0	56616.0	100734.0	61683.0	94811.0	59413.0	52752.0	48347.0	48860.0	88483.0	94854.0	97665.0	99076.0
212.13947@6.4705358	1	2	304025.0	263217.0	528962.0	349445.0	283932.0	366731.0	746051.0	668437.0	270248.0	251728.0	323481.0	1188587.0	348588.0	566232.0	369543.0	495841.0	608401.0	601981.0	297700.0	616316.0	402401.0	324408.0	603278.0	618331.0	421347.0	327628.0	373499.0	269578.0	944279.0	638617.0	608943.0	809042.0	372694.0	938483.0	218895.0	397552.0	215849.0	210311.0	201105.0	210424.0	398919.0	412145.0	426254.0	417202.0
212.10297@6.57234	1	2	50294.0	46048.0	85928.0	42811.0	1.0	48500.0	82054.0	84780.0	40133.0	49052.0	47303.0	83591.0	52557.0	72165.0	41533.0	70329.0	89501.0	85020.0	43648.0	82648.0	54611.0	46878.0	83611.0	81145.0	58009.0	1.0	44101.0	48245.0	79769.0	88827.0	80324.0	83243.0	47846.0	1.0	49928.0	83760.0	48170.0	48818.0	47483.0	42112.0	86819.0	83443.0	90447.0	88795.0
365.23874@6.6394196	1	2	54771.0	44836.0	83245.0	39760.0	23025.0	31294.0	71807.0	49813.0	40412.0	29769.0	31052.0	102426.0	36339.0	99610.0	34290.0	102858.0	81418.0	69730.0	51018.0	62762.0	34655.0	40969.0	63315.0	88126.0	81761.0	36255.0	42369.0	31323.0	93780.0	79261.0	90625.0	166536.0	43404.0	110242.0	34748.0	70496.0	34799.0	32215.0	32753.0	28925.0	74243.0	74640.0	69789.0	75502.0
290.2095@6.669946	1	2	115636.0	27932.0	131625.0	97090.0	1.0	23077.0	235584.0	95466.0	47769.0	43695.0	51074.0	299041.0	83818.0	79963.0	29523.0	87621.0	68224.0	175091.0	1.0	159905.0	17741.0	34779.0	119341.0	48356.0	44202.0	1.0	32654.0	1.0	155747.0	213939.0	116837.0	86802.0	1.0	279486.0	23774.0	53189.0	22139.0	1.0	20969.0	21382.0	54072.0	56335.0	54336.0	54428.0
186.11977@6.6849403	1	2	840419.0	765825.0	1252312.0	826039.0	755130.0	831207.0	1318473.0	1298051.0	696657.0	767428.0	684010.0	1298320.0	872900.0	1320671.0	721031.0	1245886.0	1396955.0	1337873.0	737211.0	1267025.0	812811.0	848032.0	1310701.0	1274513.0	1215163.0	596564.0	697516.0	762256.0	1311515.0	1397764.0	1411968.0	1272557.0	785922.0	1319121.0	906976.0	1271923.0	841906.0	781347.0	758919.0	701599.0	1270360.0	1311813.0	1301422.0	1275398.0
434.16043@6.685195	1	2	655323.0	565154.0	935451.0	609795.0	495534.0	609620.0	1031580.0	1022529.0	485731.0	560266.0	492120.0	945987.0	654663.0	944634.0	501518.0	838885.0	1030763.0	1003118.0	541346.0	924411.0	603068.0	626398.0	978391.0	964248.0	903162.0	422678.0	511805.0	533789.0	892483.0	1057421.0	1067716.0	1003845.0	562524.0	964485.0	658767.0	944267.0	608348.0	571707.0	545105.0	498313.0	1026904.0	1030075.0	932599.0	910874.0
289.06778@6.686135	1	2	633005.0	564339.0	1047306.0	620431.0	513709.0	594906.0	1135489.0	1090066.0	529400.0	585522.0	522188.0	1082564.0	656993.0	1050725.0	531654.0	996499.0	1126540.0	1124786.0	547967.0	1029282.0	620973.0	603548.0	1066752.0	1071461.0	948542.0	487966.0	550040.0	540268.0	1025841.0	1136987.0	1120444.0	1101962.0	587149.0	1107441.0	652956.0	1088671.0	625253.0	592826.0	565160.0	556989.0	1115687.0	1127023.0	970434.0	1079845.0
183.16309@6.8119564	1	2	632052.0	540630.0	875412.0	557279.0	392539.0	568205.0	1041555.0	714718.0	562952.0	492411.0	468677.0	1340322.0	548596.0	1463143.0	517143.0	1048262.0	951225.0	899817.0	798576.0	794881.0	500644.0	572282.0	1146723.0	1181960.0	1117949.0	386608.0	620818.0	388178.0	1011593.0	878705.0	1056127.0	3179425.0	738833.0	1444383.0	456673.0	772171.0	432976.0	412349.0	403479.0	393616.0	744108.0	775323.0	768826.0	779302.0
342.28845@6.8576417	1	2	49589.0	29091.0	68917.0	59127.0	56797.0	43203.0	72845.0	71025.0	32025.0	28624.0	34686.0	74415.0	42314.0	78232.0	42081.0	86830.0	73907.0	83428.0	34352.0	75439.0	33672.0	48105.0	75378.0	74690.0	125803.0	25149.0	40705.0	30922.0	84796.0	105395.0	80022.0	71732.0	75892.0	89430.0	39062.0	75675.0	40167.0	34091.0	33278.0	33739.0	80353.0	81900.0	78011.0	75595.0
209.1059@6.863226	1	2	2.0493642E7	3.3119518E7	4.4378944E7	2.1788076E7	2.4744122E7	6379920.0	5.8962564E7	2.6682492E7	3.0375214E7	1.1176944E7	3.6829908E7	4.2174112E7	1.5557267E7	6.3619804E7	4452224.0	5.5704332E7	3.0519026E7	5.5250856E7	2.2797236E7	3.3940984E7	8958028.0	180150.0	4191557.0	3.4598456E7	872396.0	7433248.0	6452905.0	4.846994E7	4626876.0	2.2502786E7	5.20163E7	3.8265976E7	3.0841816E7	295032.0	1.961306E7	3.3773648E7	1.9073838E7	1.8275276E7	1.8638748E7	1.828028E7	3.1669356E7	3.190523E7	3.2494332E7	3.3379046E7
227.18929@6.880303	1	2	1708738.0	1983024.0	3697471.0	1166483.0	1758029.0	1784745.0	4325759.0	5474710.0	1774474.0	2716703.0	1239027.0	3417633.0	1540448.0	1.0	1361426.0	2378229.0	3432789.0	3253644.0	1222575.0	3666482.0	1519665.0	368871.0	2532895.0	2707454.0	8449199.0	1159078.0	1233183.0	1350876.0	4863770.0	4643812.0	5429021.0	4903894.0	1168019.0	5303759.0	1079634.0	2572341.0	1078569.0	1121306.0	1002642.0	1118993.0	2360231.0	2305884.0	2305446.0	2533926.0
162.105@6.884329	1	2	454710.0	382125.0	774926.0	497874.0	399685.0	532757.0	1225154.0	584543.0	473316.0	463524.0	459748.0	1655237.0	317296.0	616813.0	425340.0	844123.0	960881.0	920910.0	498453.0	634174.0	503793.0	393083.0	911758.0	765086.0	841704.0	481522.0	681118.0	411371.0	2093387.0	855918.0	777723.0	919143.0	405522.0	1345549.0	277645.0	461204.0	258078.0	244068.0	254805.0	240326.0	453693.0	451820.0	445265.0	469440.0
278.08636@6.9400306	1	2	241127.0	236956.0	449767.0	229409.0	232120.0	244832.0	489684.0	460344.0	224140.0	231973.0	219975.0	477480.0	227423.0	476520.0	208257.0	459487.0	463586.0	467607.0	233536.0	460330.0	226361.0	223907.0	470831.0	305689.0	460280.0	196096.0	227282.0	228409.0	462334.0	465257.0	469326.0	467707.0	236341.0	454933.0	204002.0	452579.0	239742.0	226889.0	225408.0	223391.0	474910.0	472726.0	462695.0	459133.0
365.2392@7.0666347	1	2	36683.0	38888.0	69352.0	22775.0	20889.0	23215.0	43865.0	89955.0	36087.0	21876.0	22253.0	78973.0	38529.0	95002.0	26984.0	53936.0	54528.0	37054.0	34820.0	47053.0	34874.0	36183.0	57202.0	75615.0	52842.0	25077.0	28259.0	21667.0	65902.0	56335.0	65997.0	144510.0	39346.0	103060.0	21045.0	47600.0	20409.0	19168.0	17781.0	18671.0	47771.0	49441.0	45623.0	48905.0
199.2306@7.067107	1	2	64856.0	57398.0	81838.0	62510.0	1.0	57293.0	81207.0	84104.0	44747.0	44923.0	47985.0	81495.0	71584.0	85154.0	41387.0	77170.0	81748.0	87356.0	47022.0	84639.0	62500.0	95946.0	80984.0	79617.0	137655.0	1.0	22488.0	44505.0	84181.0	83230.0	86942.0	86032.0	52042.0	78147.0	84045.0	86576.0	67645.0	56900.0	48119.0	41859.0	85463.0	90625.0	83044.0	88128.0
287.28293@7.0780287	1	2	56952.0	65999.0	122868.0	66944.0	64330.0	72673.0	141330.0	86501.0	44651.0	54742.0	46360.0	114913.0	61673.0	104705.0	44159.0	118350.0	99321.0	117417.0	81580.0	84013.0	61859.0	73369.0	131589.0	140437.0	112199.0	49052.0	59756.0	79773.0	105153.0	108146.0	99912.0	83119.0	56706.0	137609.0	57499.0	80191.0	55070.0	56682.0	54012.0	45480.0	91967.0	87318.0	82380.0	89026.0
197.17868@7.0805373	1	2	1182813.0	1265246.0	2376335.0	1079901.0	715522.0	1048319.0	19015.0	1962357.0	1157341.0	906079.0	1284616.0	28241.0	1002361.0	3831984.0	1448904.0	2094294.0	2298884.0	1794223.0	1699501.0	1829604.0	1568806.0	1518572.0	2702342.0	2315404.0	2704463.0	786590.0	1479618.0	1022458.0	30182.0	2102989.0	2830554.0	20857.0	1896423.0	23324.0	724969.0	1266962.0	709094.0	671992.0	648352.0	632423.0	1299214.0	1251137.0	1263276.0	1267656.0
157.14719@7.0985527	1	2	8157311.0	9496671.0	1.5199111E7	7760779.0	5450896.0	8658074.0	1.628006E7	1.8941922E7	8049751.0	7315334.0	1.2025013E7	2.6368948E7	9098683.0	2.8112428E7	9849374.0	1.4174159E7	1.845765E7	1.4850082E7	1.1782017E7	1.4634803E7	1.3534184E7	1.0962924E7	1.8876996E7	1.6248708E7	1.7444298E7	6184117.0	9452161.0	8789572.0	1.7463208E7	1.4827198E7	1.9194314E7	2.5083504E7	1.365456E7	2.3868228E7	5171477.0	9391643.0	4843330.0	4758134.0	4563001.0	4408163.0	9392718.0	9177991.0	9083408.0	9346540.0
224.18967@7.132431	1	2	924595.0	991838.0	1849350.0	890672.0	893356.0	1044429.0	1896236.0	1891449.0	881462.0	923554.0	1010001.0	2309111.0	1089557.0	1934871.0	921637.0	1877635.0	2135883.0	2052631.0	949903.0	1896050.0	906660.0	928902.0	1921092.0	1899732.0	2052199.0	863045.0	870475.0	916314.0	1935488.0	1901376.0	1905188.0	2276707.0	908101.0	2658702.0	985565.0	2017865.0	960394.0	922679.0	924696.0	924729.0	1927440.0	1978766.0	1901590.0	1958794.0
255.25716@7.146073	1	2	6716409.0	4490017.0	2087233.0	5296656.0	2499806.0	5163690.0	3332508.0	3013059.0	1933774.0	3502347.0	2240793.0	1755829.0	6486923.0	1513904.0	2320379.0	1640328.0	2637596.0	3145951.0	2702718.0	2032578.0	4764461.0	6212964.0	2471017.0	2244420.0	3483817.0	1928161.0	2178997.0	2906703.0	1634674.0	3250697.0	4063671.0	2775156.0	3797771.0	1585475.0	6990555.0	1459985.0	5627288.0	4152254.0	3114814.0	2168311.0	3841475.0	2905731.0	2236802.0	1839376.0
248.1995@7.174895	1	2	1484816.0	1210822.0	2989532.0	1724512.0	1226699.0	1374954.0	3065675.0	2988101.0	1263146.0	1160906.0	1596310.0	5049837.0	1613017.0	2676521.0	1431512.0	3012590.0	2931298.0	2762566.0	1443175.0	3146964.0	1389579.0	1559671.0	2899703.0	2542573.0	2569482.0	1290275.0	1759075.0	1131418.0	5016016.0	2833681.0	2990511.0	3259068.0	1383522.0	4141776.0	1203932.0	2235556.0	1128520.0	1099438.0	1044545.0	1058474.0	2169357.0	2074144.0	2094747.0	2276851.0
