# Notes : Entities from the selected region(s) of the Venn diagram:
#EL1 ^ EL2
#
#EL1 : FF_blank_100%
#    Source Experiment : AH_PoroshellC18_positive
#    Source Organism : Homo sapiens
#    Source Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.AH_PoroshellC18_positive_2017_Aug_08_14_42_33
#
#EL2 : FF80%_K_vs_PEX
#    Source Experiment : AH_PoroshellC18_positive
#    Source Organism : Homo sapiens
#    Source Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.AH_PoroshellC18_positive_2017_Aug_08_14_42_33
#
#
# Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.AH_PoroshellC18_positive_2017_Aug_08_14_42_33
# Owner : gxuser
# Created On : Fri Dec 08 11:36:34 CET 2017
Compound	Number Passed ( FF_blank_100% )	Number Passed ( FF80%_K_vs_PEX )	K_10(raw)	K_17(raw)	K_19(raw)	K_2(raw)	K_21(raw)	K_22(raw)	K_3(raw)	K_35(raw)	K_36(raw)	K_48(raw)	K_51(raw)	K_52(raw)	K_59(raw)	K_6(raw)	K_61(raw)	K_66(raw)	K_68(raw)	K_70(raw)	K_83(raw)	PEX_30(raw)	PEX_304(raw)	PEX_307(raw)	PEX_308(raw)	PEX_309(raw)	PEX_310(raw)	PEX_312(raw)	PEX_314(raw)	PEX_317(raw)	PEX_320(raw)	PEX_321(raw)	PEX_34(raw)	PEX_69(raw)	PEX_8(raw)	PEX_84(raw)	QC_1(raw)	QC_10(raw)	QC_2(raw)	QC_3(raw)	QC_4(raw)	QC_5(raw)	QC_6(raw)	QC_7(raw)	QC_8(raw)	QC_9(raw)
348.27914@3.9857304	1	2	169715.0	84415.0	136636.0	130373.0	59887.0	73219.0	213032.0	78503.0	85150.0	75560.0	90630.0	218678.0	105722.0	428930.0	81229.0	288311.0	157252.0	159813.0	105625.0	99131.0	86246.0	99331.0	188092.0	225729.0	110291.0	98544.0	125877.0	41539.0	155943.0	150652.0	149956.0	404058.0	201267.0	182676.0	164452.0	263463.0	147093.0	151053.0	143275.0	144766.0	241487.0	266905.0	260796.0	273482.0
431.27322@4.0354185	1	2	170885.0	171357.0	468674.0	115269.0	235313.0	191035.0	336871.0	369537.0	165910.0	212912.0	126379.0	205780.0	157072.0	290849.0	100588.0	280516.0	355523.0	428979.0	97054.0	388338.0	50615.0	53291.0	88700.0	100885.0	144049.0	38533.0	276656.0	1586350.0	99947.0	123877.0	271573.0	284990.0	91127.0	135709.0	62477.0	124535.0	58545.0	62194.0	57564.0	53735.0	124772.0	133022.0	129972.0	128344.0
414.24628@4.035351	1	2	37680.0	38394.0	127672.0	25114.0	63882.0	48284.0	85517.0	97795.0	37591.0	55475.0	28378.0	51581.0	36345.0	74601.0	18041.0	73699.0	94908.0	112139.0	19111.0	97717.0	1.0	11043.0	17794.0	19896.0	37313.0	1.0	71102.0	427610.0	19220.0	24171.0	64580.0	79391.0	18445.0	31104.0	12718.0	28099.0	1.0	10889.0	10367.0	1.0	26638.0	30105.0	28945.0	25604.0
173.17851@4.0560746	1	2	1.3682868E7	1.2602845E7	2.0569764E7	1.1508997E7	7137631.0	1.1788528E7	2.1784666E7	1.6899232E7	1.1790253E7	1.0205578E7	1.235242E7	2.8596894E7	1.3784281E7	3.2340558E7	1.086827E7	2.0893662E7	2.0478924E7	1.9397184E7	1.535379E7	1.7474862E7	1.3206137E7	1.3560798E7	2.3730652E7	2.377833E7	1.9905088E7	8855410.0	1.3117737E7	8373632.0	2.2714554E7	1.9560908E7	2.2081396E7	4.0369836E7	1.7225326E7	2.5355998E7	9851269.0	1.6453884E7	9307294.0	9032084.0	8649027.0	8469928.0	1.5917258E7	1.6812414E7	1.6573176E7	1.6860302E7
458.27258@4.1384287	1	1	36248.0	38130.0	121658.0	18974.0	68540.0	50704.0	85601.0	99644.0	36019.0	59179.0	33094.0	42157.0	29782.0	68836.0	14888.0	73109.0	99121.0	124543.0	16268.0	110216.0	1.0	1.0	10692.0	1.0	1.0	1.0	20569.0	511218.0	12691.0	16068.0	67342.0	74415.0	15422.0	1.0	1.0	14154.0	1.0	1.0	1.0	1.0	1.0	1.0	15915.0	1.0
475.29947@4.138343	1	2	176029.0	192473.0	559933.0	128655.0	285061.0	247473.0	404613.0	456372.0	183640.0	283370.0	175277.0	212897.0	163136.0	347464.0	88263.0	337228.0	372004.0	572291.0	96405.0	521307.0	40913.0	42296.0	69975.0	76703.0	98026.0	29520.0	122187.0	2314156.0	84710.0	100141.0	303747.0	378330.0	100548.0	117555.0	49872.0	92434.0	45463.0	47684.0	43966.0	43247.0	85342.0	91796.0	91614.0	91293.0
284.1531@4.1735234	1	2	321665.0	2.6362744E7	1.71447216E8	7.1008192E7	1.66836432E8	6.512868E7	6.3697728E7	384822.0	1.11832752E8	8.5773096E7	1.6817728E7	1.76269328E8	7.5553544E7	6.1650448E7	1.23551744E8	9.1298216E7	1.9703776E7	7277852.0	1.2986248E8	1.2987198E7	9.4777352E7	1.48774064E8	1.7512984E8	1.68198384E8	1.97344416E8	1.5073904E8	1.3797496E8	4.5346764E7	6.4718172E7	1.42881744E8	1.6522558E7	4.463216E7	6.0280576E7	8.6210672E7	1.5110024E8	2.01014992E8	1.4568712E8	1.44714032E8	1.4212304E8	1.4072176E8	1.95848208E8	2.02141872E8	2.01078432E8	2.02190224E8
519.32605@4.231253	1	2	166890.0	215703.0	698374.0	142442.0	447327.0	323182.0	450373.0	547383.0	246414.0	396938.0	227090.0	228237.0	170152.0	383765.0	95270.0	368439.0	500570.0	671746.0	111249.0	609222.0	28968.0	30935.0	44509.0	47561.0	67765.0	21814.0	66194.0	3414077.0	52006.0	64228.0	303651.0	435658.0	113689.0	68123.0	40969.0	61185.0	35764.0	36477.0	30995.0	31345.0	60742.0	62981.0	60710.0	65258.0
452.3365@4.2060676	1	2	49145.0	23862.0	73113.0	17304.0	32861.0	30729.0	62934.0	32240.0	31679.0	20968.0	31552.0	1.0	25375.0	56483.0	20581.0	56971.0	85091.0	41051.0	26312.0	49885.0	24893.0	30332.0	37757.0	55245.0	68716.0	28827.0	23480.0	1.0	53342.0	62516.0	35414.0	38765.0	1.0	1.0	21544.0	26219.0	21809.0	23589.0	1.0	1.0	27033.0	25454.0	26786.0	26251.0
563.35187@4.3136563	1	2	162396.0	224414.0	784896.0	128659.0	513356.0	345529.0	452535.0	570252.0	267837.0	428015.0	232051.0	238519.0	168808.0	397690.0	83441.0	368322.0	537555.0	693554.0	103899.0	671456.0	22357.0	27331.0	31970.0	30496.0	51902.0	1.0	44020.0	3982190.0	34515.0	48025.0	292791.0	469749.0	110286.0	42921.0	31181.0	43680.0	24474.0	23495.0	22208.0	21362.0	42783.0	44210.0	40601.0	43003.0
696.51697@4.314747	1	2	987466.0	747531.0	1931585.0	958502.0	735931.0	1106454.0	2748571.0	1229151.0	904807.0	799342.0	915540.0	3953003.0	820654.0	1870676.0	849006.0	2217517.0	1930000.0	2137583.0	766163.0	1396148.0	872655.0	835546.0	1720541.0	1766653.0	2024035.0	829876.0	1353037.0	795179.0	3684710.0	1706691.0	1482537.0	2055754.0	958633.0	2773838.0	532206.0	976008.0	497778.0	534273.0	498119.0	479670.0	972460.0	1000673.0	957094.0	1007150.0
219.10287@4.3577194	1	2	99380.0	32132.0	163877.0	110060.0	67916.0	72394.0	274048.0	66418.0	1.0	96695.0	61814.0	454226.0	103050.0	78698.0	1.0	109788.0	92602.0	184030.0	57063.0	99860.0	33374.0	59655.0	175276.0	138177.0	192762.0	61351.0	55162.0	84949.0	237401.0	96957.0	102511.0	60953.0	26448.0	368828.0	1.0	72479.0	1.0	1.0	1.0	1.0	31931.0	34920.0	67852.0	54522.0
209.10326@4.3828335	1	2	46090.0	75461.0	98076.0	50202.0	61920.0	1.0	161243.0	1.0	50989.0	43780.0	1.0	114464.0	51562.0	100881.0	57856.0	112333.0	103421.0	98907.0	55613.0	101463.0	38792.0	1.0	95940.0	114756.0	106807.0	47934.0	39863.0	35273.0	134828.0	181557.0	106258.0	92513.0	44329.0	133715.0	1.0	129489.0	56411.0	57070.0	48343.0	51951.0	103049.0	99108.0	124208.0	99134.0
607.3788@4.387999	1	2	145117.0	202700.0	678997.0	106022.0	481412.0	322572.0	408331.0	551720.0	233793.0	384563.0	222404.0	211229.0	137189.0	376156.0	62567.0	325490.0	498554.0	653635.0	83922.0	657834.0	1.0	16461.0	21962.0	23022.0	40626.0	1.0	32704.0	4025279.0	22732.0	33688.0	250727.0	445105.0	101217.0	28506.0	16846.0	28081.0	15048.0	14777.0	14203.0	13899.0	27780.0	29784.0	27583.0	27905.0
452.33688@4.403388	1	2	24453.0	3796632.0	39438.0	4113488.0	3278529.0	5620079.0	1.2785509E7	5623120.0	14589.0	3369095.0	20194.0	1.9261344E7	3236821.0	7831938.0	3512546.0	9884793.0	8870849.0	1.0892992E7	4384157.0	6226254.0	4418929.0	28655.0	9558812.0	9502119.0	41139.0	4060722.0	6187684.0	3357981.0	1.9686632E7	8435237.0	7743863.0	1.0069086E7	4212832.0	1.6004593E7	1973049.0	45736.0	1882875.0	1854878.0	1752667.0	1735173.0	49959.0	48784.0	51490.0	51778.0
434.32635@4.4328537	1	2	24721.0	22694.0	49258.0	23799.0	19063.0	33393.0	74296.0	33319.0	23210.0	19339.0	22832.0	111876.0	19479.0	45916.0	23980.0	58398.0	53738.0	66841.0	26028.0	37932.0	29595.0	20156.0	54992.0	54703.0	50918.0	24505.0	37261.0	19886.0	112570.0	53341.0	45438.0	64717.0	24698.0	91057.0	1.0	22459.0	1.0	1.0	1.0	1.0	23117.0	22207.0	22464.0	21776.0
435.94638@4.484283	1	2	72198.0	65321.0	128370.0	71343.0	64309.0	69801.0	137057.0	128724.0	54219.0	67554.0	54868.0	126395.0	72847.0	135714.0	59979.0	131799.0	138904.0	138040.0	64455.0	126015.0	71226.0	73319.0	137461.0	131609.0	143980.0	61856.0	66327.0	58455.0	133526.0	135677.0	145577.0	137734.0	62546.0	129249.0	78238.0	129737.0	72811.0	69944.0	67873.0	59666.0	131370.0	139550.0	137371.0	120364.0
202.1146@4.5853887	1	2	124587.0	108979.0	207473.0	123859.0	107566.0	125815.0	221718.0	218437.0	98700.0	109838.0	94920.0	225198.0	121465.0	214711.0	103576.0	225770.0	226886.0	225277.0	108460.0	205297.0	116919.0	121440.0	221110.0	218470.0	223054.0	105674.0	110585.0	103194.0	219253.0	221757.0	227988.0	216263.0	106553.0	219036.0	120703.0	214116.0	123147.0	116458.0	102669.0	105412.0	218403.0	212812.0	213945.0	220190.0
237.11327@4.6389375	1	2	94738.0	35050.0	114720.0	80660.0	54924.0	69855.0	295959.0	52331.0	38448.0	72480.0	76723.0	520399.0	88606.0	86457.0	40135.0	81498.0	93226.0	204617.0	45280.0	66971.0	44814.0	65228.0	132527.0	149139.0	73065.0	74816.0	77013.0	69922.0	210105.0	116770.0	88650.0	94209.0	41921.0	266430.0	23996.0	43957.0	24076.0	1.0	20996.0	18686.0	49955.0	49987.0	47481.0	43776.0
286.2262@4.675745	1	2	67370.0	59497.0	128194.0	63407.0	33922.0	51917.0	111764.0	64048.0	58955.0	41453.0	43648.0	161043.0	80085.0	174025.0	49412.0	116441.0	113477.0	86135.0	78939.0	80303.0	49908.0	68184.0	119636.0	130313.0	112246.0	47688.0	65856.0	33654.0	99484.0	106662.0	113267.0	244322.0	63963.0	146100.0	61607.0	95579.0	50184.0	50714.0	49724.0	44845.0	99684.0	100893.0	96341.0	95136.0
764.5798@4.684509	1	2	46300.0	38451.0	100517.0	46269.0	1.0	82000.0	125601.0	102695.0	64012.0	40117.0	42985.0	312607.0	59654.0	96049.0	56776.0	161098.0	89620.0	165500.0	44152.0	121945.0	1.0	45484.0	91834.0	148768.0	109636.0	68385.0	94650.0	37796.0	219952.0	135539.0	93309.0	151079.0	63949.0	224213.0	24552.0	43488.0	33071.0	23193.0	21919.0	22602.0	71684.0	42461.0	43616.0	42835.0
197.12102@4.707777	1	2	43357.0	40649.0	85157.0	45123.0	42768.0	46426.0	84044.0	86055.0	39451.0	42437.0	37787.0	87656.0	49046.0	90968.0	41400.0	91315.0	83466.0	85390.0	44758.0	79014.0	43236.0	43005.0	89742.0	85580.0	81528.0	40609.0	38932.0	35014.0	88185.0	82058.0	86953.0	85146.0	45122.0	89568.0	45578.0	89579.0	40043.0	42396.0	40162.0	41477.0	79777.0	78501.0	78535.0	62313.0
250.17831@4.7142925	1	2	286396.0	142604.0	82706.0	324070.0	64847.0	165799.0	610188.0	484922.0	229413.0	262061.0	209220.0	756848.0	265147.0	379724.0	142447.0	461798.0	306010.0	594024.0	262228.0	497031.0	81736.0	200468.0	370928.0	159175.0	275451.0	118931.0	139617.0	122384.0	598199.0	557588.0	396559.0	414831.0	81277.0	739044.0	123740.0	281362.0	130030.0	118685.0	132017.0	101212.0	282334.0	273672.0	258138.0	228925.0
551.44293@4.762045	1	2	65588.0	59903.0	140611.0	68640.0	52469.0	83424.0	193278.0	99400.0	74432.0	58824.0	72328.0	257284.0	60125.0	126262.0	58866.0	156740.0	143753.0	167712.0	69849.0	113327.0	78146.0	63641.0	148048.0	146777.0	123115.0	71714.0	99214.0	65740.0	261878.0	137750.0	124623.0	157341.0	65684.0	221991.0	32887.0	63675.0	29747.0	31487.0	29804.0	32174.0	62483.0	62350.0	59956.0	58757.0
342.29956@4.76197	1	2	44462.0	40685.0	107609.0	46017.0	35914.0	57519.0	142921.0	70458.0	48787.0	40185.0	48799.0	194861.0	41327.0	93190.0	40009.0	114684.0	104541.0	122737.0	46392.0	79926.0	51561.0	44337.0	107320.0	103645.0	94019.0	49692.0	66918.0	42619.0	194974.0	97926.0	93445.0	112567.0	46083.0	159679.0	25209.0	47111.0	23504.0	23835.0	22175.0	20402.0	46676.0	45034.0	48494.0	48328.0
762.4568@4.7624693	1	2	21968.0	19122.0	57694.0	24418.0	19677.0	28518.0	80428.0	41022.0	23923.0	22163.0	21537.0	114898.0	20328.0	54907.0	20906.0	70564.0	59522.0	85743.0	23998.0	45960.0	25795.0	20444.0	60208.0	59722.0	48854.0	24732.0	34841.0	19058.0	113131.0	53096.0	59938.0	64905.0	20668.0	94699.0	13075.0	22200.0	1.0	9690.0	9613.0	10907.0	25735.0	23683.0	24348.0	25459.0
732.4246@4.762775	1	2	234622.0	198849.0	442389.0	250437.0	178419.0	282875.0	555031.0	341009.0	236007.0	204320.0	235216.0	694356.0	208084.0	408088.0	201387.0	478597.0	435905.0	480304.0	221118.0	362627.0	275051.0	233252.0	443855.0	443065.0	377360.0	224846.0	286274.0	205964.0	672932.0	433326.0	398136.0	493980.0	225108.0	588041.0	129519.0	217171.0	126135.0	121651.0	119928.0	109644.0	213614.0	223497.0	216283.0	212046.0
748.46844@4.7626867	1	2	96349.0	75666.0	134267.0	103894.0	61080.0	104293.0	180849.0	105713.0	70712.0	73523.0	56049.0	212788.0	90533.0	114411.0	59961.0	145019.0	145859.0	229127.0	72721.0	106977.0	85747.0	85812.0	132346.0	133727.0	120212.0	74390.0	94973.0	64561.0	202003.0	130091.0	181847.0	161437.0	74302.0	177343.0	52790.0	44140.0	47639.0	37452.0	38325.0	33341.0	68175.0	67623.0	61296.0	57320.0
678.50604@4.7623873	1	2	2.7428088E7	2.6392674E7	5.9506668E7	3.08421E7	2.398243E7	3.4364068E7	7.441432E7	4.6436152E7	2.9681854E7	2.60606E7	2.9301594E7	9.1384888E7	2.6834314E7	5.7168876E7	2.5166654E7	6.6413192E7	6.0571036E7	6.7689008E7	2.861916E7	5.0357252E7	3.2550272E7	2.8412222E7	6.207684E7	6.0662392E7	5.9284052E7	2.9657384E7	3.7141852E7	2.56517E7	9.3097984E7	5.8892956E7	5.6857504E7	6.5590532E7	2.768032E7	8.2171312E7	1.8868138E7	3.5406952E7	1.7954874E7	1.7632332E7	1.6791434E7	1.6746383E7	3.590872E7	3.5593948E7	3.54128E7	3.5728384E7
716.4525@4.762851	1	2	363914.0	309492.0	731892.0	344358.0	287848.0	377802.0	837250.0	549613.0	355340.0	358699.0	312862.0	974478.0	363006.0	689537.0	310884.0	760297.0	782147.0	978102.0	370880.0	592500.0	363846.0	334392.0	713567.0	703438.0	640354.0	343005.0	416429.0	285622.0	990189.0	698263.0	746413.0	759848.0	331435.0	929747.0	226057.0	334171.0	194621.0	183241.0	182224.0	186126.0	381430.0	386428.0	363890.0	377482.0
660.49475@4.761937	1	2	46724.0	43411.0	103562.0	53707.0	34813.0	57087.0	142907.0	73196.0	48104.0	40599.0	49330.0	191475.0	41665.0	92549.0	40556.0	116438.0	110461.0	125641.0	47160.0	83763.0	55728.0	45445.0	111242.0	108984.0	106062.0	50755.0	66735.0	41912.0	193985.0	98865.0	91884.0	116896.0	47610.0	157529.0	25855.0	50299.0	1.0	23306.0	1.0	22752.0	48293.0	53135.0	51355.0	48842.0
768.4015@4.762791	1	2	54760.0	52891.0	150491.0	68918.0	48734.0	82514.0	170735.0	98669.0	63586.0	61247.0	70578.0	204039.0	58015.0	120943.0	58664.0	164522.0	134592.0	156431.0	60637.0	126937.0	65307.0	63387.0	157052.0	130415.0	130995.0	67943.0	94063.0	54473.0	225805.0	147724.0	132225.0	171258.0	65726.0	210089.0	24718.0	71481.0	27923.0	29789.0	27819.0	26662.0	68796.0	66408.0	63929.0	66974.0
752.42883@4.76306	1	2	53743.0	53496.0	177972.0	59074.0	58176.0	74555.0	177646.0	118454.0	71621.0	69072.0	65053.0	250836.0	61428.0	156729.0	60248.0	174463.0	162533.0	201072.0	75001.0	149450.0	67524.0	55353.0	145984.0	182583.0	130887.0	74687.0	80176.0	56246.0	234367.0	152971.0	165662.0	160469.0	58493.0	198317.0	31668.0	72346.0	28782.0	28916.0	31513.0	31010.0	75959.0	81387.0	83254.0	80265.0
768.47266@4.7637453	1	1	1.0	1.0	28554.0	11637.0	7406.0	1.0	35425.0	22759.0	11596.0	10076.0	12335.0	41588.0	1.0	26491.0	1.0	30208.0	28104.0	29434.0	12062.0	24022.0	13405.0	1.0	29000.0	28063.0	23790.0	11404.0	15225.0	1.0	38129.0	26667.0	23311.0	31654.0	11053.0	37529.0	1.0	1.0	1.0	1.0	1.0	1.0	14132.0	1.0	15266.0	15427.0
684.51373@4.7644625	1	2	78182.0	78687.0	164555.0	79035.0	73331.0	93417.0	196910.0	154133.0	79050.0	75566.0	78633.0	203830.0	81357.0	165841.0	74526.0	184887.0	180446.0	198267.0	80785.0	154849.0	89762.0	83103.0	187512.0	171886.0	146406.0	79954.0	91707.0	71630.0	201946.0	177048.0	183870.0	184244.0	74990.0	199518.0	52573.0	101034.0	49574.0	54071.0	49177.0	47121.0	103892.0	104048.0	106201.0	102082.0
758.4462@4.763908	1	2	34906.0	36687.0	104988.0	40820.0	38391.0	42929.0	110322.0	87457.0	45393.0	43270.0	49236.0	117567.0	35122.0	92907.0	38454.0	105565.0	103094.0	89894.0	42603.0	94082.0	41394.0	35630.0	103469.0	106113.0	91263.0	46053.0	51329.0	1.0	1.0	108918.0	84699.0	117440.0	43226.0	116800.0	19881.0	62636.0	22678.0	24628.0	26994.0	27777.0	57715.0	61207.0	65009.0	65880.0
206.15247@4.8062	1	2	1.0	984441.0	403244.0	2758669.0	2373106.0	2163304.0	3044596.0	3333009.0	1896418.0	1932728.0	285543.0	8809227.0	1841184.0	1.0	2429414.0	2809387.0	3217802.0	3290585.0	1087458.0	4514952.0	2444479.0	2495048.0	1957766.0	5327465.0	5105020.0	1738458.0	2671844.0	186491.0	5537151.0	2647774.0	3975134.0	4767201.0	2700629.0	4497748.0	798291.0	1328429.0	726258.0	711881.0	705966.0	659904.0	1262807.0	1217971.0	1248049.0	1412873.0
294.19485@4.895657	1	2	4.8369668E7	5.7398588E7	6.7447576E7	4.653872E7	4.2841684E7	2.0305778E7	32719.0	5.4998268E7	5.1477796E7	3.0297294E7	5.9600736E7	7.1554216E7	4.0564332E7	34961.0	1.679989E7	24955.0	5.8556484E7	8.3463832E7	4.079374E7	5.4445424E7	2.5086808E7	457764.0	1.4770781E7	6.3271676E7	2710868.0	2.4702648E7	2.3170318E7	6.6977332E7	1.5264506E7	4.8660388E7	8.1156424E7	6.6873148E7	5.275534E7	731050.0	4.6684296E7	6.1941872E7	4.4508964E7	4.2810276E7	4.1963116E7	4.0704404E7	6.3583436E7	6.2694044E7	6.2379672E7	6.3096728E7
958.5928@4.942476	1	2	95964.0	81412.0	184634.0	108477.0	74801.0	113929.0	180278.0	148638.0	1.0	102127.0	93755.0	292382.0	91314.0	171451.0	86952.0	190616.0	174126.0	164831.0	98283.0	175203.0	109326.0	112716.0	201869.0	186050.0	203199.0	104618.0	132666.0	90792.0	314723.0	189893.0	1.0	179051.0	1.0	316623.0	57405.0	118487.0	56482.0	58785.0	58803.0	53419.0	112322.0	106032.0	102698.0	104507.0
904.675@4.945866	1	2	6523977.0	5051450.0	1.4160526E7	7139968.0	5056304.0	8956336.0	1.2017643E7	1.1339476E7	6470868.0	7120451.0	4639748.0	2.1824836E7	6244153.0	1.1350777E7	7012364.0	1.3480415E7	1.2288496E7	1.1713957E7	7090266.0	1.2459955E7	7787668.0	1.0852395E7	1.8181462E7	1.3453795E7	1.7259596E7	7533155.0	9711171.0	4004522.0	2.8504068E7	1.4050348E7	1.0971485E7	1.2710639E7	6016341.0	2.7936304E7	3702612.0	7690929.0	3894796.0	3817020.0	3738275.0	3590072.0	7398384.0	7220569.0	7380135.0	7534844.0
216.10017@5.0112953	1	2	384997.0	342320.0	429935.0	368413.0	232362.0	359914.0	473170.0	465654.0	243149.0	297128.0	279077.0	519357.0	1.0	401966.0	235873.0	427462.0	450260.0	469026.0	287911.0	437755.0	390878.0	350117.0	495142.0	434368.0	401800.0	248955.0	259944.0	1.0	563604.0	528682.0	478200.0	474796.0	355795.0	502622.0	440411.0	418352.0	370586.0	361252.0	289249.0	1.0	95033.0	482662.0	455339.0	432749.0
213.11592@5.047672	1	2	61599.0	64362.0	115200.0	78083.0	42682.0	69725.0	160215.0	123401.0	94433.0	68843.0	86001.0	252743.0	61880.0	121709.0	59198.0	176003.0	138276.0	150808.0	77706.0	123938.0	84451.0	69837.0	158885.0	161479.0	96818.0	88593.0	95934.0	72033.0	306440.0	119992.0	129768.0	163233.0	78509.0	190736.0	44192.0	71588.0	43606.0	39172.0	43612.0	38656.0	68545.0	63815.0	77416.0	71251.0
199.13663@5.076272	1	2	78395.0	75347.0	132083.0	81820.0	57913.0	75292.0	145400.0	143252.0	71425.0	74338.0	80543.0	141050.0	77468.0	133909.0	67633.0	132953.0	146623.0	147257.0	75866.0	145229.0	79840.0	73833.0	145357.0	144685.0	123392.0	73071.0	73920.0	74208.0	145673.0	144421.0	130487.0	149138.0	82368.0	160277.0	90058.0	153421.0	82395.0	86625.0	75642.0	73499.0	157078.0	154889.0	133331.0	142903.0
162.12633@5.129148	1	2	511267.0	1.0	1145987.0	613063.0	19103.0	866675.0	1935389.0	1.0	602360.0	597270.0	725614.0	2995575.0	753883.0	1033682.0	624914.0	902289.0	1704812.0	1705498.0	29201.0	42181.0	926246.0	1.0	1166133.0	1571225.0	660316.0	862611.0	849888.0	791869.0	3387444.0	1547508.0	820877.0	1626966.0	800131.0	2384073.0	602092.0	1082815.0	527201.0	573286.0	508336.0	511894.0	1027395.0	1.0	990362.0	1092491.0
308.2199@5.207108	1	2	1.0	39650.0	157583.0	65247.0	1.0	37728.0	248628.0	110541.0	38240.0	40295.0	33135.0	270847.0	47652.0	78687.0	31154.0	184555.0	66010.0	191481.0	67636.0	71976.0	1.0	25687.0	142857.0	68386.0	124609.0	1.0	49289.0	52090.0	175974.0	196642.0	97233.0	90027.0	1.0	176465.0	26375.0	46647.0	1.0	1.0	22058.0	1.0	51249.0	54313.0	1.0	47594.0
195.09016@5.2510324	1	2	1.8054878E7	2.1019768E7	3.6011108E7	2.6025884E7	2.1058374E7	4409016.0	3.4768384E7	1.5688331E7	1.3230026E7	1.4496284E7	1.9854728E7	2.7146146E7	1.0996205E7	3.8298832E7	5887750.0	3.3680904E7	2.578708E7	3.3538328E7	1.1759717E7	3.7846028E7	3.8982876E7	1.4501881E7	2.7612596E7	2.761016E7	4.30309E7	1.964606E7	7773998.0	2.2227584E7	4.3597156E7	2.7182548E7	2.7770796E7	2.8955664E7	1.1914472E7	2.4021754E7	1.7465962E7	2.7238222E7	1.6477458E7	1.6407824E7	1.5842466E7	1.5522539E7	2.6652746E7	2.6667258E7	2.6734952E7	2.7646186E7
206.15211@5.2962437	1	2	33164.0	26827.0	71219.0	35143.0	22251.0	32868.0	85876.0	58375.0	30967.0	26781.0	31200.0	141150.0	35287.0	65451.0	29655.0	68762.0	72233.0	80273.0	32286.0	74476.0	32137.0	27895.0	70794.0	67907.0	49226.0	33156.0	32962.0	31517.0	144941.0	70827.0	65014.0	75786.0	27066.0	112834.0	29328.0	60162.0	24982.0	27709.0	25291.0	23389.0	1.0	55131.0	55348.0	62926.0
199.19434@5.4135513	1	2	880259.0	678043.0	344718.0	761361.0	116849.0	608194.0	562493.0	463804.0	268904.0	539591.0	421550.0	481375.0	905128.0	267308.0	397393.0	141662.0	620196.0	356248.0	453182.0	461991.0	797352.0	508038.0	499162.0	479274.0	187008.0	384347.0	450508.0	487600.0	393076.0	642434.0	410501.0	568677.0	609360.0	468375.0	856553.0	386612.0	658701.0	557888.0	456794.0	358707.0	567643.0	490043.0	460543.0	418679.0
170.1426@5.4764495	1	2	931495.0	1179991.0	1530436.0	904934.0	403186.0	1109637.0	1925126.0	1641398.0	768930.0	1056653.0	1317135.0	2861277.0	1237284.0	1530279.0	1022712.0	950493.0	3064707.0	1541603.0	1013666.0	2056326.0	1097551.0	635073.0	1978772.0	1921583.0	826404.0	1112927.0	1065798.0	1006348.0	2134289.0	2288283.0	1263214.0	2813341.0	1054873.0	3423650.0	844442.0	1999847.0	837034.0	944813.0	905213.0	943623.0	1840632.0	1701455.0	1855100.0	2051602.0
286.22635@5.623401	1	2	3930300.0	4370218.0	7577930.0	3172092.0	2277203.0	2829374.0	6948149.0	5725039.0	3438632.0	3052625.0	3293893.0	9981772.0	3439717.0	9753286.0	3809742.0	5112998.0	8292997.0	4849214.0	4345504.0	5404840.0	4446873.0	4350164.0	6759787.0	6746845.0	5071827.0	2779800.0	4087809.0	2648441.0	6763821.0	6564119.0	6953501.0	1.5490331E7	5040999.0	8423648.0	2162343.0	3667872.0	2031899.0	2021284.0	1938051.0	1865969.0	3693536.0	3555968.0	3741646.0	3705619.0
199.15778@5.6234307	1	2	89327.0	99378.0	161612.0	75331.0	58277.0	74653.0	147345.0	122737.0	84276.0	72187.0	78932.0	204789.0	81822.0	193189.0	89660.0	106661.0	170731.0	113010.0	101846.0	116659.0	97647.0	103056.0	146767.0	150202.0	115788.0	69206.0	99109.0	61219.0	132237.0	138888.0	147033.0	328621.0	116872.0	165428.0	60352.0	89046.0	52504.0	57265.0	55059.0	48639.0	100293.0	97067.0	98438.0	91318.0
215.18889@5.8557725	1	2	21458.0	24219.0	38904.0	22610.0	13901.0	38647.0	61448.0	53856.0	23185.0	35535.0	14988.0	59939.0	23095.0	51109.0	28578.0	68844.0	38757.0	48946.0	16736.0	31464.0	18246.0	18620.0	57366.0	41396.0	65756.0	14846.0	24187.0	42231.0	66652.0	64205.0	50728.0	45418.0	23964.0	58501.0	20941.0	39866.0	18387.0	18436.0	23212.0	18542.0	46875.0	45458.0	37372.0	49115.0
