# Notes : Entity List : FF_QC80percent_noBlank
#Interpretation : Samples
#Experiment : AH_ZicHilic_positive
#Flag Value: [Present]
#Entities where at least 80.0 percent of samples in any 1 out of 4 conditions have flags in [Present]
# Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.AH_ZicHilic_positive_2017_Aug_02_10_28_46
# Owner : gxuser
# Created On : Wed Aug 02 11:22:13 CEST 2017
Compound	Number Passed	DM_302(raw)	DM_303(raw)	DM_305(raw)	DM_316(raw)	DM_4(raw)	DM_44(raw)	DM_46(raw)	DM_58(raw)	DM_72(raw)	DM_74(raw)	DM_76(raw)	DM_82(raw)	DM_86(raw)	DM_89(raw)	DM_94(raw)	DM_99(raw)	K_10(raw)	K_17(raw)	K_19(raw)	K_2(raw)	K_21(raw)	K_22(raw)	K_3(raw)	K_35(raw)	K_36(raw)	K_48(raw)	K_51(raw)	K_52(raw)	K_59(raw)	K_6(raw)	K_61(raw)	K_66(raw)	K_68(raw)	K_70(raw)	K_83(raw)	PEX_30(raw)	PEX_304(raw)	PEX_307(raw)	PEX_308(raw)	PEX_309(raw)	PEX_310(raw)	PEX_312(raw)	PEX_314(raw)	PEX_317(raw)	PEX_320(raw)	PEX_321(raw)	PEX_34(raw)	PEX_69(raw)	PEX_8(raw)	PEX_84(raw)	PEX_41(raw)	PEX_98(raw)	PEX_315(raw)	PEX_319(raw)	QC_1(raw)	QC_10(raw)	QC_2(raw)	QC_3(raw)	QC_4(raw)	QC_5(raw)	QC_6(raw)	QC_7(raw)	QC_8(raw)	QC_9(raw)
309.14334@2.8590677	4	356531.0	406307.0	323893.0	1.0	344530.0	435579.0	350111.0	439214.0	432142.0	394743.0	328516.0	347607.0	379637.0	425797.0	557612.0	427482.0	1.0	435760.0	372449.0	1.0	396276.0	393527.0	399289.0	404467.0	441387.0	415267.0	473716.0	467008.0	334740.0	526054.0	412763.0	398269.0	440757.0	339012.0	555028.0	392003.0	391534.0	370697.0	326029.0	509121.0	309218.0	298552.0	415646.0	461818.0	1.0	383112.0	450997.0	1.0	425159.0	377983.0	370421.0	509665.0	392480.0	360669.0	293776.0	301084.0	316912.0	295175.0	276771.0	292736.0	1.0	281971.0	274339.0	278586.0
202.13615@2.8647616	4	444017.0	624050.0	518437.0	467059.0	487458.0	458629.0	457307.0	474533.0	532226.0	480814.0	415987.0	700763.0	416419.0	444364.0	1.0	456514.0	427195.0	406763.0	367547.0	517456.0	406827.0	439705.0	554160.0	389852.0	419669.0	423765.0	548259.0	646489.0	411842.0	1.0	410322.0	417487.0	508070.0	509055.0	490485.0	383470.0	479561.0	403245.0	507535.0	419882.0	401942.0	763292.0	561671.0	460339.0	531237.0	452029.0	422535.0	439994.0	445327.0	569964.0	448949.0	497361.0	414840.0	466147.0	345257.0	412305.0	429904.0	354244.0	372216.0	389002.0	387083.0	422225.0	392508.0	422676.0
318.278@2.8658748	4	658855.0	1304472.0	671483.0	570668.0	855151.0	740162.0	665739.0	880316.0	745879.0	623949.0	830890.0	1132794.0	776406.0	773304.0	928254.0	917238.0	877230.0	787595.0	687267.0	796114.0	391588.0	712983.0	769711.0	667014.0	864154.0	742807.0	772177.0	1188314.0	762666.0	812135.0	993542.0	855763.0	780983.0	576719.0	1134722.0	640014.0	594319.0	589012.0	688917.0	899882.0	839499.0	616565.0	986823.0	631732.0	905230.0	657112.0	906308.0	509830.0	895103.0	1051730.0	687709.0	894008.0	733656.0	689307.0	565124.0	557712.0	572211.0	637665.0	624396.0	595692.0	578883.0	616485.0	602490.0	642544.0
190.13612@2.8797872	4	711925.0	873458.0	896195.0	833243.0	822116.0	743589.0	788264.0	866047.0	1008357.0	794822.0	652818.0	1181831.0	1.0	813293.0	861711.0	960817.0	732485.0	733369.0	661972.0	884606.0	737190.0	995768.0	987243.0	745824.0	1.0	771357.0	904808.0	1082987.0	701106.0	694066.0	534921.0	709340.0	867420.0	973044.0	877108.0	753958.0	666286.0	632332.0	835720.0	1.0	786885.0	1098786.0	984001.0	759743.0	1082251.0	800630.0	730957.0	758949.0	584931.0	1.0	741631.0	752371.0	719994.0	811386.0	505744.0	610511.0	606955.0	624922.0	593025.0	574967.0	563862.0	585106.0	605096.0	616007.0
202.17252@2.8859696	4	356443.0	499217.0	431037.0	341502.0	505560.0	416618.0	359829.0	428037.0	554477.0	326560.0	404814.0	499669.0	368091.0	380213.0	418400.0	474192.0	432392.0	412074.0	361122.0	357516.0	378508.0	386438.0	447146.0	406321.0	454351.0	428378.0	389350.0	514813.0	388591.0	591699.0	362443.0	423497.0	410600.0	348951.0	523878.0	343475.0	445821.0	452955.0	436040.0	453439.0	380028.0	356297.0	489130.0	353163.0	417977.0	372483.0	483847.0	507350.0	655788.0	514297.0	374931.0	472893.0	383758.0	362141.0	314086.0	316205.0	311790.0	404057.0	313270.0	316858.0	332668.0	321064.0	315754.0	330111.0
87.01411@2.8722856	1	1.0	214814.0	1.0	1.0	1.0	93325.0	173702.0	133547.0	1.0	1.0	64954.0	121670.0	358427.0	326488.0	115986.0	81177.0	93019.0	191100.0	114822.0	90137.0	1.0	237113.0	1.0	71791.0	90160.0	89263.0	152714.0	135180.0	180376.0	1.0	112812.0	103315.0	146451.0	126034.0	137294.0	77045.0	80038.0	86638.0	1.0	86505.0	120646.0	1.0	83855.0	1.0	1.0	1.0	1.0	156461.0	80497.0	441916.0	1.0	70886.0	72987.0	1.0	1531201.0	1167801.0	1343498.0	1332267.0	1328163.0	1362667.0	1368885.0	1291971.0	1290455.0	1191510.0
233.14578@2.8852363	4	1717053.0	1.0	2126375.0	1749386.0	1.0	2344694.0	2234082.0	1.0	1959028.0	2086366.0	1946691.0	2567784.0	2167928.0	2023073.0	2556279.0	2450217.0	2043297.0	2371834.0	2041448.0	1.0	1502952.0	1.0	2294689.0	2107288.0	2221632.0	2045280.0	2311564.0	1.0	1638415.0	2115464.0	2535079.0	2061598.0	2428169.0	1805669.0	2921044.0	1728354.0	1897226.0	1.0	2086920.0	2104811.0	2172842.0	1537769.0	2605419.0	1844914.0	1550815.0	1681018.0	2542775.0	5353926.0	2174446.0	1.0	2044374.0	2428350.0	2059933.0	1766302.0	1517291.0	1401995.0	1418633.0	1495032.0	1479711.0	1.0	1486635.0	1450063.0	1510777.0	1544684.0
223.12164@2.8929996	1	3346162.0	1.0	968296.0	1837646.0	1.0	3705746.0	1.0	1969391.0	2806219.0	924467.0	618019.0	1.0	1173800.0	959255.0	2619214.0	1.0	940864.0	2681517.0	3645662.0	1303975.0	2509821.0	1.0	4828659.0	1552806.0	3335267.0	775689.0	4179302.0	2544682.0	815000.0	6184235.0	1.0	5006372.0	1808205.0	4640449.0	1609303.0	2411192.0	608309.0	1.0	1.0	2443363.0	1.0	870379.0	545129.0	7676860.0	1.0	1186970.0	3366723.0	1636842.0	2320639.0	1.0	805418.0	1.0	1835508.0	1132777.0	745816.0	2434684.0	930720.0	1116481.0	1286744.0	1512856.0	1764870.0	1895632.0	2112622.0	2313179.0
406.32935@2.8960602	4	675450.0	1221029.0	587553.0	658153.0	978079.0	688864.0	511221.0	1080689.0	831494.0	574496.0	748285.0	810719.0	870264.0	625363.0	795949.0	742012.0	899057.0	778486.0	528027.0	987862.0	487004.0	857625.0	803705.0	557707.0	969882.0	904384.0	673650.0	934561.0	889708.0	794256.0	1292669.0	841213.0	681152.0	629813.0	1230391.0	622759.0	430826.0	635145.0	693502.0	1092825.0	676572.0	777300.0	740373.0	697932.0	998223.0	780002.0	855885.0	457244.0	960963.0	1108350.0	760657.0	900667.0	634423.0	682745.0	835037.0	817280.0	730566.0	750958.0	683034.0	805122.0	810354.0	800224.0	829553.0	753261.0
134.07317@2.905266	4	752844.0	866949.0	714138.0	878893.0	840113.0	1.0	685271.0	709681.0	1003095.0	784811.0	602271.0	1327879.0	559977.0	593408.0	636980.0	935677.0	605081.0	606750.0	544089.0	892585.0	735214.0	699735.0	847417.0	751973.0	851538.0	700399.0	700761.0	1061641.0	546904.0	1.0	719233.0	1.0	848378.0	1.0	771794.0	662029.0	679983.0	582052.0	754788.0	694271.0	680913.0	1227642.0	844099.0	863393.0	1825614.0	1114867.0	622113.0	834559.0	756028.0	781741.0	781407.0	931811.0	736532.0	922434.0	718516.0	1047525.0	780580.0	658383.0	792311.0	1047102.0	748179.0	756885.0	804864.0	799417.0
192.15189@2.9006612	4	595410.0	530346.0	647001.0	1.0	530397.0	635303.0	962173.0	446226.0	1.0	1376216.0	665646.0	1502980.0	453909.0	491098.0	976650.0	657276.0	501598.0	558636.0	575432.0	650496.0	524493.0	1140966.0	561729.0	805243.0	685771.0	693173.0	487149.0	757390.0	563970.0	530295.0	582997.0	358003.0	661280.0	474804.0	524467.0	500828.0	1.0	625066.0	521583.0	531961.0	1910052.0	512025.0	438853.0	568926.0	1434290.0	1190712.0	1606150.0	894062.0	612226.0	925631.0	481022.0	500616.0	1773770.0	750295.0	307698.0	392373.0	429686.0	334956.0	391644.0	406935.0	306588.0	1.0	314566.0	399745.0
209.10596@2.9266064	4	2.674856E7	1.0	6500347.0	1.2397096E7	1.0	2.8363508E7	2301904.0	1.3417796E7	1.844246E7	6217708.0	3617662.0	4108863.0	7720176.0	6182117.0	1.8325072E7	3496132.0	6606123.0	1.8520096E7	2.6624564E7	9426116.0	1.8426222E7	2627726.0	3.59046E7	1.077694E7	2.4524872E7	5609496.0	3.0292004E7	1.8288414E7	5643431.0	4.5448536E7	2342883.0	3.617886E7	1.2344289E7	3.4232752E7	1.1954246E7	1.7866364E7	3593830.0	1.0	1400447.0	1.7679224E7	267530.0	5025229.0	3537165.0	5.381422E7	1349137.0	7874213.0	2.4999476E7	1.1877954E7	1.6355173E7	229791.0	5215790.0	237050.0	1.3133583E7	6826324.0	5532850.0	1.7862732E7	6611734.0	8029806.0	9684003.0	1.0786645E7	1.2169365E7	1.3407095E7	1.465991E7	1.696734E7
167.05882@2.9192235	3	6713206.0	1.0	1767456.0	3174697.0	1.0	7565897.0	671383.0	3496930.0	4455508.0	1730334.0	960727.0	1146004.0	2066984.0	1689104.0	4876761.0	935792.0	1729668.0	4930237.0	6809918.0	2411116.0	4703895.0	721167.0	9069162.0	2853158.0	6182240.0	1422856.0	7652755.0	4754900.0	1496020.0	1.1404375E7	666775.0	9995519.0	3172266.0	8704910.0	3114730.0	4611136.0	942143.0	1.0	384031.0	4622197.0	1.0	1396876.0	920033.0	1.3427773E7	374334.0	2149009.0	6360729.0	3118801.0	4056695.0	1.0	1421530.0	1.0	3473437.0	1794332.0	1490924.0	4448167.0	1667289.0	2079699.0	2495758.0	2761778.0	3128954.0	3395002.0	3812989.0	4202085.0
76.031@2.9355085	3	335126.0	324957.0	341111.0	354259.0	272820.0	330876.0	279663.0	350443.0	1.0	313567.0	364849.0	308068.0	336939.0	265826.0	361101.0	1.0	345966.0	397796.0	332784.0	339473.0	291782.0	307586.0	1.0	1.0	381554.0	292505.0	326190.0	450247.0	321054.0	391035.0	257233.0	325070.0	296744.0	247271.0	362726.0	280105.0	366400.0	409252.0	291311.0	264906.0	318215.0	314421.0	302395.0	385018.0	452106.0	378886.0	356842.0	282053.0	288380.0	331835.0	342995.0	1.0	340147.0	310398.0	232886.0	352383.0	322094.0	307170.0	303342.0	309880.0	307712.0	307280.0	312038.0	1.0
