# Notes : Entity List : FF_QC80percent_noBlank
#Interpretation : Samples
#Experiment : AH_ZicHilic_positive
#Flag Value: [Present]
#Entities where at least 80.0 percent of samples in any 1 out of 4 conditions have flags in [Present]
# Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.AH_ZicHilic_positive_2017_Aug_02_10_28_46
# Owner : gxuser
# Created On : Wed Aug 02 11:22:13 CEST 2017
Compound	Number Passed	DM_302(raw)	DM_303(raw)	DM_305(raw)	DM_316(raw)	DM_4(raw)	DM_44(raw)	DM_46(raw)	DM_58(raw)	DM_72(raw)	DM_74(raw)	DM_76(raw)	DM_82(raw)	DM_86(raw)	DM_89(raw)	DM_94(raw)	DM_99(raw)	K_10(raw)	K_17(raw)	K_19(raw)	K_2(raw)	K_21(raw)	K_22(raw)	K_3(raw)	K_35(raw)	K_36(raw)	K_48(raw)	K_51(raw)	K_52(raw)	K_59(raw)	K_6(raw)	K_61(raw)	K_66(raw)	K_68(raw)	K_70(raw)	K_83(raw)	PEX_30(raw)	PEX_304(raw)	PEX_307(raw)	PEX_308(raw)	PEX_309(raw)	PEX_310(raw)	PEX_312(raw)	PEX_314(raw)	PEX_317(raw)	PEX_320(raw)	PEX_321(raw)	PEX_34(raw)	PEX_69(raw)	PEX_8(raw)	PEX_84(raw)	PEX_41(raw)	PEX_98(raw)	PEX_315(raw)	PEX_319(raw)	QC_1(raw)	QC_10(raw)	QC_2(raw)	QC_3(raw)	QC_4(raw)	QC_5(raw)	QC_6(raw)	QC_7(raw)	QC_8(raw)	QC_9(raw)
135.0324@4.422203	4	4446781.0	1148056.0	3276465.0	1888481.0	1776077.0	7450010.0	1.3484444E7	8793173.0	708491.0	4783332.0	2731710.0	3095613.0	4509865.0	4155736.0	2943591.0	5965545.0	5133540.0	2448068.0	3411269.0	1744516.0	3146105.0	2621667.0	3648121.0	1979606.0	1668105.0	2697509.0	1042435.0	2110557.0	6889932.0	5449999.0	4011299.0	1933484.0	4799673.0	8333433.0	3021442.0	3593812.0	2717986.0	5576118.0	2629414.0	1991109.0	7566253.0	2525375.0	4468511.0	1789329.0	1814832.0	3996602.0	4565925.0	4207853.0	3192890.0	3265886.0	3102746.0	3082590.0	6898435.0	1853018.0	5842997.0	5785612.0	5963324.0	5802491.0	5896077.0	5885753.0	5624901.0	5778169.0	5929564.0	5852043.0
129.04274@4.484373	3	2180576.0	1872857.0	3412142.0	1885482.0	2483370.0	1648336.0	1504458.0	2048244.0	2370517.0	2055372.0	1995901.0	1476528.0	2635969.0	2590369.0	1355656.0	2753937.0	2679543.0	3846488.0	4063999.0	1.0	3392644.0	3285480.0	1778029.0	1.0	2770203.0	2108413.0	1539745.0	1.0	2034544.0	1562149.0	2313892.0	1972817.0	2089673.0	1710326.0	2071067.0	2952924.0	597867.0	4940565.0	2285601.0	1063245.0	4108419.0	2517935.0	1904126.0	1948300.0	2263062.0	3028493.0	2968684.0	2016319.0	3034606.0	3897848.0	1.0	3284725.0	1.0	2425725.0	2126937.0	2041115.0	2113895.0	2148867.0	2013174.0	2287097.0	2249303.0	2172748.0	2121801.0	2075269.0
83.03694@4.4868484	3	805902.0	687880.0	1302019.0	764640.0	810304.0	705862.0	613959.0	729695.0	902300.0	779396.0	778441.0	594922.0	993691.0	896516.0	464180.0	1047874.0	846568.0	1342108.0	1454705.0	1.0	1328230.0	1200654.0	703500.0	1.0	995262.0	740333.0	554351.0	1.0	684537.0	645662.0	835253.0	716032.0	705673.0	579297.0	763185.0	1080638.0	190094.0	1636189.0	929923.0	395157.0	1382282.0	813591.0	677262.0	671495.0	863982.0	1007023.0	1143852.0	636016.0	986584.0	1374279.0	1.0	1224735.0	1.0	844311.0	819655.0	940382.0	794062.0	795097.0	845259.0	915272.0	869640.0	920985.0	838577.0	849097.0
160.12553@4.5062146	3	177604.0	252380.0	166756.0	133964.0	213144.0	200769.0	180949.0	196901.0	239449.0	142430.0	200466.0	257305.0	189964.0	203561.0	244164.0	202091.0	224150.0	227718.0	194263.0	160684.0	176419.0	179027.0	192184.0	122179.0	227763.0	172030.0	210768.0	244168.0	171760.0	304109.0	223857.0	162615.0	190325.0	160540.0	246226.0	174713.0	203093.0	201830.0	168907.0	257502.0	207846.0	170515.0	234392.0	183888.0	207066.0	164680.0	194696.0	259029.0	285861.0	219492.0	156467.0	198544.0	1.0	179103.0	193154.0	181691.0	189036.0	160129.0	184288.0	149619.0	169987.0	196869.0	148918.0	170846.0
333.26706@4.5018044	1	73436.0	1.0	147413.0	201067.0	330646.0	382803.0	1328259.0	1.0	547078.0	1.0	635049.0	323821.0	54751.0	1.0	74087.0	77496.0	801445.0	285077.0	2397755.0	463250.0	1700710.0	146820.0	980001.0	800510.0	766908.0	260355.0	2483443.0	1.0	433297.0	86113.0	1.0	346656.0	919557.0	1.0	198149.0	1104462.0	85278.0	361368.0	1.0	184186.0	108737.0	146982.0	1.0	343971.0	438961.0	1.0	552423.0	1540382.0	1.0	245315.0	78846.0	1.0	133657.0	1.0	309838.0	296898.0	305759.0	295298.0	292986.0	290994.0	285683.0	284571.0	296143.0	310123.0
144.09386@4.502329	3	117476.0	201057.0	128048.0	122407.0	147881.0	154798.0	120086.0	157435.0	182822.0	113128.0	152431.0	185670.0	142708.0	161322.0	170280.0	165276.0	157482.0	156729.0	123807.0	131667.0	118097.0	131707.0	137471.0	125458.0	168871.0	128728.0	140950.0	172813.0	140591.0	214248.0	1.0	118504.0	139483.0	119053.0	195413.0	120962.0	147668.0	164268.0	127292.0	169905.0	163923.0	122361.0	168890.0	116386.0	140784.0	131434.0	163201.0	186227.0	203426.0	158212.0	1.0	161647.0	1.0	138726.0	131643.0	143730.0	138374.0	133394.0	135951.0	135099.0	136095.0	133108.0	130157.0	141370.0
774.4616@4.5056205	3	70268.0	321545.0	99605.0	100501.0	113983.0	142253.0	84683.0	108056.0	156021.0	84283.0	169160.0	304988.0	104911.0	132280.0	183191.0	132490.0	94207.0	153584.0	103180.0	1.0	85500.0	117524.0	111262.0	1.0	209532.0	88031.0	123775.0	323642.0	66719.0	185086.0	105086.0	86676.0	105470.0	74147.0	229574.0	96027.0	59117.0	179042.0	141252.0	245703.0	149473.0	129914.0	214846.0	112171.0	180068.0	91511.0	167345.0	164020.0	155263.0	223460.0	1.0	178508.0	1.0	126249.0	48238.0	50626.0	45791.0	1.0	1.0	44128.0	47849.0	48685.0	46394.0	48536.0
646.44855@4.503923	4	666892.0	1946731.0	690805.0	679007.0	1094385.0	1046447.0	624475.0	1310017.0	1473639.0	597945.0	1217523.0	1706724.0	913837.0	1106049.0	1328422.0	1196308.0	1339404.0	1156082.0	746076.0	376799.0	611526.0	827419.0	932373.0	322475.0	1411383.0	747354.0	889490.0	1569182.0	792255.0	1709007.0	1079358.0	721768.0	863427.0	574485.0	1652312.0	631051.0	585422.0	1203766.0	813258.0	1251122.0	981773.0	650517.0	1398991.0	859215.0	864336.0	703732.0	1159993.0	1489358.0	1716941.0	1259747.0	352139.0	1148798.0	305128.0	901592.0	655152.0	570032.0	627359.0	606420.0	620697.0	581335.0	608274.0	576299.0	550818.0	573852.0
673.4675@4.505869	4	262840.0	783472.0	251653.0	274717.0	457797.0	392312.0	276501.0	485345.0	617918.0	239064.0	462210.0	694416.0	1.0	395506.0	514636.0	461659.0	469467.0	425643.0	259701.0	139270.0	223573.0	320905.0	385242.0	110682.0	537647.0	303336.0	362294.0	648516.0	314714.0	720579.0	427287.0	1.0	373583.0	266457.0	662045.0	246406.0	204465.0	402090.0	329588.0	513183.0	348599.0	1.0	580341.0	350159.0	282876.0	271482.0	437009.0	602611.0	680637.0	471828.0	131737.0	420617.0	138683.0	369802.0	249750.0	213026.0	220704.0	226172.0	225591.0	220730.0	216369.0	222844.0	218962.0	222803.0
983.7415@4.5267963	4	95394.0	733025.0	183337.0	234662.0	290391.0	172460.0	155681.0	222625.0	419161.0	125628.0	212474.0	647200.0	205929.0	122518.0	193576.0	156789.0	165240.0	212995.0	140976.0	241540.0	129297.0	239404.0	314690.0	91251.0	315840.0	154294.0	239557.0	795291.0	114798.0	192343.0	166256.0	224204.0	223598.0	238137.0	218919.0	108990.0	242058.0	196257.0	247546.0	286459.0	204496.0	516727.0	387917.0	184208.0	567401.0	171300.0	181446.0	189270.0	198316.0	537320.0	135237.0	216513.0	150557.0	177487.0	49117.0	40353.0	43990.0	44347.0	43450.0	45860.0	45562.0	46060.0	46741.0	48305.0
378.20105@4.5731053	3	85187.0	113287.0	63175.0	1.0	65499.0	108835.0	71479.0	91756.0	53490.0	73265.0	86154.0	93806.0	1.0	99088.0	120693.0	98546.0	85652.0	111224.0	82056.0	73237.0	1.0	67047.0	62362.0	56169.0	91289.0	96799.0	80755.0	89206.0	65201.0	74102.0	85084.0	90067.0	94945.0	52424.0	130263.0	73194.0	58666.0	67626.0	63148.0	81238.0	77611.0	49474.0	97654.0	1.0	60837.0	70158.0	105861.0	223603.0	82596.0	88683.0	1.0	100862.0	1.0	1.0	83191.0	81111.0	80884.0	76092.0	77550.0	74067.0	74805.0	80639.0	80332.0	81455.0
209.14243@4.590656	3	353278.0	541172.0	435264.0	608495.0	525607.0	451593.0	492532.0	524374.0	650689.0	381319.0	429915.0	675981.0	528865.0	368078.0	416857.0	343672.0	373694.0	606737.0	400471.0	196403.0	709103.0	532110.0	622225.0	1.0	524697.0	460771.0	553834.0	823925.0	387089.0	380469.0	426691.0	587003.0	478295.0	643505.0	428982.0	362957.0	1.0	316766.0	541742.0	432640.0	412867.0	936309.0	631781.0	506515.0	755585.0	535077.0	437289.0	350289.0	388852.0	682798.0	1.0	414240.0	1.0	419328.0	302694.0	278806.0	360386.0	437864.0	316110.0	282996.0	436479.0	274521.0	467187.0	481683.0
271.2151@4.6380153	3	1.0	130001.0	80829.0	88257.0	155611.0	117898.0	89429.0	114918.0	106677.0	87709.0	102539.0	148051.0	99015.0	102932.0	129346.0	126634.0	101987.0	116676.0	102059.0	57042.0	74519.0	95941.0	94939.0	72890.0	94951.0	101336.0	118944.0	121151.0	102237.0	122182.0	161204.0	72131.0	97374.0	75415.0	123167.0	92948.0	88129.0	109991.0	81783.0	104027.0	93313.0	60060.0	111461.0	93964.0	73164.0	85852.0	125282.0	148964.0	162859.0	97802.0	60805.0	126271.0	1.0	90652.0	62366.0	58661.0	59650.0	61006.0	59225.0	54776.0	55358.0	54379.0	61117.0	57698.0
676.4888@4.6487827	4	184915.0	559318.0	242690.0	292942.0	293831.0	207979.0	253862.0	245225.0	571146.0	203435.0	194290.0	383511.0	241147.0	155783.0	226560.0	196717.0	221833.0	212811.0	161342.0	246185.0	194698.0	1.0	336828.0	53904.0	274505.0	90747.0	1.0	471338.0	1.0	217229.0	199000.0	257300.0	245133.0	340946.0	189250.0	168549.0	196232.0	169727.0	1.0	281342.0	92936.0	508710.0	190146.0	1.0	247310.0	122690.0	171827.0	220617.0	177979.0	375994.0	144000.0	201442.0	98106.0	85592.0	107995.0	124356.0	105312.0	110565.0	116265.0	127494.0	135930.0	135530.0	1.0	135762.0
273.26743@4.6753902	4	453524.0	2437689.0	829231.0	8229426.0	575039.0	1791833.0	690616.0	3365592.0	853080.0	503934.0	4401719.0	1085297.0	1131270.0	794187.0	3787754.0	487938.0	1822207.0	845122.0	351682.0	423724.0	474401.0	3297861.0	430467.0	612575.0	969575.0	902614.0	3823246.0	1005623.0	860407.0	428345.0	787257.0	1756848.0	1628860.0	835491.0	3204551.0	420818.0	595073.0	483407.0	1487014.0	2947901.0	1212819.0	2199721.0	580433.0	8337130.0	3.127828E7	1.7060608E7	706226.0	670428.0	1105956.0	894688.0	1412820.0	373009.0	6283162.0	1.5898963E7	1.3453864E7	1.2653589E7	1.2977414E7	1.3030609E7	1.3335134E7	1.2873216E7	1.2898304E7	1.2709568E7	1.2805159E7	1.2949786E7
219.12627@4.684964	2	206367.0	317515.0	222137.0	190954.0	235982.0	208847.0	1.0	315790.0	320849.0	1.0	217180.0	156908.0	211857.0	247744.0	1.0	266097.0	283237.0	230626.0	1.0	208594.0	276892.0	260502.0	188587.0	192560.0	329727.0	279855.0	185721.0	1.0	345165.0	437226.0	1.0	233972.0	1.0	163141.0	348090.0	195834.0	250811.0	322461.0	215352.0	331592.0	170056.0	193581.0	218028.0	177636.0	237796.0	193487.0	222513.0	858300.0	450109.0	270010.0	191459.0	212453.0	1.0	170489.0	283627.0	263366.0	285819.0	261642.0	282369.0	277146.0	252425.0	253299.0	277886.0	279811.0
315.2412@4.68671	4	229096.0	1.0	126321.0	146921.0	57690.0	351241.0	168345.0	356542.0	153668.0	59976.0	184716.0	171737.0	173543.0	116267.0	106617.0	1.0	242612.0	145840.0	557510.0	204169.0	401659.0	181979.0	293259.0	176658.0	192709.0	80238.0	358353.0	292236.0	290831.0	539994.0	168579.0	129063.0	263445.0	368244.0	104502.0	217785.0	86635.0	551981.0	266588.0	232949.0	1018393.0	149681.0	371631.0	289522.0	194148.0	170708.0	215602.0	352107.0	246555.0	159167.0	450715.0	56543.0	155898.0	285834.0	169927.0	173542.0	172703.0	171996.0	177893.0	170241.0	175000.0	167065.0	174498.0	172251.0
346.22928@4.6947045	4	111706.0	207520.0	101041.0	116403.0	125382.0	138408.0	109485.0	133227.0	159782.0	108621.0	103820.0	163852.0	128860.0	112255.0	147893.0	116536.0	121839.0	151824.0	106176.0	113036.0	86089.0	120568.0	139575.0	107385.0	147462.0	123052.0	131525.0	189799.0	110591.0	166087.0	123285.0	129930.0	140049.0	113318.0	208430.0	95661.0	114987.0	117656.0	139345.0	139535.0	118984.0	1.0	147068.0	105142.0	1.0	102863.0	153669.0	285533.0	158303.0	1.0	91498.0	141511.0	99013.0	99645.0	73664.0	89824.0	72514.0	79032.0	78656.0	85233.0	83641.0	80042.0	90524.0	88901.0
317.29333@4.694375	4	91862.0	726460.0	212405.0	4334584.0	94447.0	598436.0	224340.0	1706312.0	263555.0	94619.0	1019567.0	445433.0	337167.0	263088.0	1267416.0	110491.0	547041.0	192496.0	89122.0	69118.0	86781.0	768898.0	110541.0	187434.0	230291.0	276107.0	1061064.0	264288.0	173190.0	81566.0	261969.0	657226.0	576453.0	216657.0	919193.0	140175.0	93950.0	127141.0	359886.0	1005506.0	443910.0	684316.0	145062.0	4047272.0	1.8443928E7	9185528.0	129778.0	285827.0	374317.0	335075.0	436368.0	83676.0	3456785.0	7508830.0	4586550.0	4445171.0	4572456.0	4598446.0	4582782.0	4439528.0	4454962.0	4359714.0	4449554.0	4407096.0
294.16644@4.715311	2	219864.0	381314.0	244458.0	1551320.0	309290.0	202178.0	143874.0	250596.0	1.0	149591.0	203624.0	160178.0	223980.0	259416.0	229818.0	290897.0	270885.0	291787.0	144191.0	192305.0	181971.0	278332.0	1.0	256446.0	325328.0	287307.0	157587.0	205536.0	311195.0	271982.0	109847.0	1.0	170679.0	158644.0	376989.0	198371.0	1.0	276376.0	248467.0	1.0	195460.0	1.0	262438.0	369773.0	290587.0	185840.0	229751.0	630226.0	1.0	344172.0	200091.0	269683.0	1.0	203834.0	240220.0	274674.0	242853.0	236320.0	263666.0	231588.0	262658.0	266060.0	274253.0	272549.0
495.3329@4.7219434	2	621537.0	1.0	75883.0	44142.0	39047.0	131648.0	77074.0	566943.0	100767.0	1.0	135051.0	66424.0	225327.0	1.0	60867.0	52990.0	140850.0	92651.0	289477.0	1.0	2096198.0	171320.0	182087.0	200571.0	291024.0	79868.0	137132.0	134610.0	198963.0	834947.0	54654.0	513651.0	116717.0	1338377.0	127564.0	115664.0	1.0	191288.0	188808.0	78296.0	333488.0	1.0	1.0	64958.0	1.0	1.0	725559.0	138367.0	190571.0	1.0	275156.0	54684.0	1.0	216791.0	354492.0	408660.0	273910.0	310106.0	435581.0	400170.0	411108.0	324799.0	357331.0	387320.0
313.22552@4.7334995	4	187297.0	1.0	116922.0	175080.0	1.0	334772.0	178347.0	279573.0	133261.0	82358.0	227294.0	217444.0	188817.0	122236.0	132710.0	94909.0	174148.0	141517.0	543091.0	245295.0	538642.0	176022.0	174389.0	217087.0	212366.0	80531.0	262899.0	361646.0	338965.0	547103.0	136433.0	193475.0	274124.0	448684.0	100222.0	212669.0	179243.0	491709.0	257833.0	196101.0	700957.0	202476.0	309428.0	241061.0	221216.0	179812.0	201059.0	335753.0	223419.0	153033.0	442865.0	59205.0	168947.0	239513.0	141332.0	139469.0	144998.0	148777.0	142858.0	136913.0	142449.0	144118.0	146203.0	136353.0
150.05447@4.748968	4	728491.0	485724.0	730212.0	660685.0	495260.0	1125601.0	914737.0	1529065.0	517971.0	762802.0	596191.0	1147008.0	1236764.0	520202.0	390508.0	854238.0	685484.0	586181.0	949246.0	452217.0	1440743.0	589816.0	712712.0	326484.0	677770.0	485818.0	859325.0	813121.0	715679.0	1013224.0	528054.0	711139.0	715058.0	1227676.0	528005.0	906228.0	648365.0	1448368.0	638945.0	748441.0	1394812.0	816430.0	735389.0	525645.0	726656.0	508329.0	751782.0	884986.0	832741.0	873354.0	1160617.0	548646.0	995001.0	534047.0	993491.0	720967.0	783830.0	782642.0	761448.0	724198.0	765889.0	719001.0	793748.0	748466.0
533.1742@4.757596	2	158377.0	202626.0	226817.0	334201.0	169901.0	1.0	1.0	90170.0	350691.0	1.0	514711.0	1.0	391195.0	89947.0	152393.0	1.0	168625.0	427829.0	320400.0	1.0	77640.0	120389.0	1.0	84177.0	345378.0	374138.0	240399.0	203648.0	241158.0	207885.0	1.0	174377.0	217855.0	146316.0	157743.0	1.0	178618.0	505724.0	233751.0	1.0	167387.0	174141.0	99930.0	173604.0	248654.0	1.0	334512.0	234857.0	279764.0	121982.0	203807.0	389951.0	1.0	154416.0	115220.0	128437.0	124430.0	140980.0	152985.0	119376.0	114898.0	87030.0	131048.0	92527.0
327.13174@4.758397	4	436707.0	774958.0	1082417.0	961029.0	470882.0	1814726.0	952334.0	1256367.0	70808.0	1497332.0	587380.0	1262571.0	1376423.0	1423652.0	640046.0	744313.0	138446.0	2419985.0	1061153.0	140198.0	450814.0	404117.0	1.0	595530.0	846863.0	584644.0	96188.0	347520.0	187188.0	59599.0	420197.0	127517.0	245901.0	420445.0	952366.0	820352.0	420754.0	462651.0	949017.0	794491.0	588338.0	592788.0	320357.0	398765.0	226910.0	401495.0	1126538.0	244973.0	155860.0	703918.0	1087349.0	718152.0	399128.0	438261.0	144693.0	286487.0	181288.0	189611.0	197913.0	239082.0	230488.0	237692.0	260056.0	266557.0
179.08122@4.758148	3	504565.0	363485.0	494566.0	505569.0	464205.0	738282.0	526487.0	809322.0	401001.0	1.0	443288.0	621760.0	797082.0	435005.0	297051.0	553362.0	522259.0	505188.0	658030.0	313005.0	929205.0	582059.0	492557.0	289795.0	516540.0	381055.0	546857.0	449376.0	606519.0	686001.0	410733.0	392639.0	563490.0	813005.0	399739.0	531870.0	318680.0	802676.0	476259.0	443937.0	793135.0	470505.0	497003.0	1.0	501718.0	387981.0	612853.0	597978.0	594419.0	610671.0	494638.0	1.0	293312.0	417780.0	480364.0	620898.0	553257.0	578659.0	556205.0	487258.0	545861.0	598895.0	507277.0	515427.0
199.15771@4.806727	4	218334.0	497013.0	238534.0	198617.0	314853.0	241207.0	254513.0	264300.0	391693.0	242594.0	249625.0	384390.0	245918.0	227895.0	1.0	327845.0	253683.0	318816.0	275204.0	240760.0	230857.0	235298.0	286039.0	239649.0	296085.0	248595.0	280112.0	414043.0	240412.0	418142.0	292088.0	262669.0	304311.0	208046.0	326704.0	203291.0	314366.0	338277.0	267901.0	292508.0	282930.0	221630.0	344787.0	201445.0	268432.0	232245.0	294290.0	596625.0	376031.0	373648.0	258062.0	378911.0	234005.0	234890.0	175317.0	170714.0	175204.0	1.0	172091.0	166605.0	171614.0	172816.0	180164.0	176210.0
245.236@4.825813	4	98907.0	587189.0	243810.0	2342585.0	131348.0	558290.0	425942.0	402899.0	249957.0	128383.0	1361747.0	496669.0	383128.0	318823.0	445867.0	139470.0	219260.0	132422.0	76347.0	85097.0	106675.0	403108.0	94759.0	140039.0	154283.0	687121.0	809546.0	352158.0	164125.0	89178.0	315062.0	236409.0	441253.0	737174.0	428562.0	88970.0	152725.0	136710.0	217245.0	652758.0	392952.0	289716.0	208348.0	1973750.0	1.6371642E7	6686035.0	141165.0	465855.0	153350.0	494005.0	307269.0	95768.0	2000016.0	2685822.0	2803294.0	2741214.0	2850392.0	2830999.0	2796799.0	2751641.0	2679648.0	2754357.0	2769836.0	2775423.0
310.19006@4.843429	4	4529718.0	2273251.0	1657463.0	3172930.0	1.0	3339850.0	4005862.0	3086781.0	2.2563176E7	532317.0	1.196022E7	2234028.0	3195896.0	4415414.0	4132547.0	3902921.0	6656660.0	2323828.0	1.3328163E7	5070367.0	4564232.0	561822.0	4100291.0	1471070.0	8653276.0	7865525.0	2918764.0	4246180.0	2067569.0	5042032.0	666014.0	1.0007133E7	4559539.0	4221466.0	3738752.0	2.665798E7	7091056.0	1.2499819E7	2377641.0	9000885.0	5663046.0	2613236.0	2391548.0	5555323.0	4615981.0	2872748.0	2612514.0	5270962.0	4032530.0	1176088.0	2900901.0	673576.0	4083194.0	1393962.0	6314605.0	6220210.0	6347835.0	6362599.0	6429105.0	6360304.0	6257899.0	6244448.0	6304584.0	6333592.0
256.10623@4.8842697	4	353964.0	366367.0	406237.0	262534.0	496286.0	270387.0	473999.0	353417.0	261316.0	320916.0	314690.0	306085.0	366877.0	227265.0	174133.0	403079.0	316533.0	233167.0	359288.0	268203.0	521142.0	407683.0	289936.0	543471.0	238863.0	233892.0	251790.0	342509.0	313056.0	349285.0	238919.0	296241.0	374969.0	341234.0	200803.0	334771.0	251358.0	760960.0	320431.0	206084.0	660252.0	244976.0	249055.0	144929.0	284431.0	249022.0	255460.0	529971.0	260605.0	363920.0	480594.0	486770.0	334145.0	351013.0	300144.0	276804.0	313449.0	280500.0	268060.0	1.0	257665.0	272884.0	274596.0	257533.0
383.10776@4.904922	4	438379.0	2106649.0	917085.0	608897.0	673292.0	317500.0	425529.0	294289.0	309778.0	488509.0	447578.0	447335.0	457802.0	391865.0	268069.0	604261.0	1072162.0	340657.0	488910.0	224456.0	635002.0	577273.0	259788.0	499794.0	355032.0	325298.0	520065.0	552134.0	577405.0	382594.0	320728.0	310829.0	900742.0	455778.0	353687.0	849113.0	237144.0	622278.0	315732.0	252663.0	494765.0	219195.0	216452.0	212732.0	333864.0	355062.0	379921.0	756058.0	356327.0	517079.0	366040.0	633590.0	380395.0	388568.0	327413.0	254521.0	315267.0	309423.0	296695.0	313720.0	275236.0	284939.0	292455.0	279047.0
221.10603@4.9642496	3	7291282.0	568997.0	2718957.0	6396821.0	1.0	1.0155913E7	1519363.0	1.0693641E7	1.154267E7	1955031.0	4918370.0	3159920.0	5998057.0	5197992.0	7862258.0	3260562.0	7693568.0	9604564.0	8115736.0	7276774.0	6234493.0	2059254.0	1.2122092E7	4592938.0	8984955.0	4326834.0	1.0728859E7	7353197.0	4913922.0	1.22776E7	1567331.0	1.0293136E7	5519746.0	1.0429515E7	5781669.0	1.0	3555220.0	1662678.0	937568.0	6568299.0	871796.0	2675133.0	2406458.0	1.3309575E7	1.0	3779326.0	9589812.0	7117735.0	8743187.0	365026.0	2242979.0	1.0	7069378.0	3767501.0	6722631.0	5760329.0	6491629.0	6436986.0	6599781.0	5848063.0	6161926.0	6012139.0	6178540.0	5901862.0
135.03226@4.9743385	3	6960649.0	1.0	2511792.0	6197044.0	1.0	1.0305187E7	972689.0	1.080967E7	9514654.0	1966912.0	3413588.0	2868290.0	5722868.0	4715160.0	7282627.0	2741707.0	7146622.0	9599621.0	6818326.0	6963991.0	5907910.0	2027446.0	1.1355484E7	4480213.0	8048395.0	3377849.0	1.0454135E7	7112764.0	4812915.0	1.1367482E7	1493522.0	9168454.0	5007163.0	9898640.0	5704598.0	5126473.0	2690225.0	271511.0	559814.0	5432105.0	1.0	2344147.0	2055029.0	1.3092613E7	698149.0	3275850.0	9549004.0	6313854.0	9104589.0	1.0	1791488.0	1.0	6551910.0	3783513.0	5761286.0	5075124.0	5657025.0	5668122.0	5700580.0	5133147.0	5417709.0	5359505.0	5273575.0	5146429.0
99.1049@4.97669	3	4491108.0	1.0	1672535.0	3954630.0	1.0	6830725.0	606621.0	6824498.0	5814634.0	1272875.0	2210585.0	1967026.0	3568689.0	3272275.0	4560528.0	1790710.0	4437538.0	6293027.0	4227224.0	4444942.0	3520581.0	1351010.0	7384391.0	2979675.0	5161505.0	2229943.0	7113882.0	4262489.0	3222513.0	7636532.0	1004153.0	5868314.0	3387716.0	6376165.0	3387794.0	3256748.0	1785928.0	1.0	416761.0	3460203.0	1.0	1534266.0	1315529.0	8528097.0	488261.0	2150932.0	6300848.0	4085982.0	5577764.0	1.0	1227955.0	1.0	4176179.0	2472513.0	3671264.0	3415164.0	3591418.0	3730535.0	3559726.0	3487847.0	3568782.0	3396990.0	3349845.0	3273114.0
177.0796@4.9774485	3	2782204.0	1.0	1076323.0	2550537.0	1.0	4006823.0	415923.0	4232636.0	3801434.0	849934.0	1489926.0	1262535.0	2365605.0	1972624.0	3095181.0	1160611.0	3032565.0	3927087.0	2887885.0	2797594.0	2370418.0	811011.0	4615817.0	1791010.0	3384781.0	1424511.0	4222960.0	2891368.0	2033649.0	4870044.0	605370.0	3919922.0	2152937.0	4054815.0	2274303.0	2105076.0	1146623.0	1.0	278444.0	2257789.0	1.0	1055109.0	852925.0	5196413.0	333771.0	1446012.0	3768252.0	2639398.0	3521483.0	1.0	779014.0	1.0	2763036.0	1671001.0	2474893.0	2092154.0	2330671.0	2472243.0	2285235.0	2230993.0	2196629.0	2237083.0	2181175.0	2178983.0
179.05882@4.9663687	3	1828524.0	146353.0	662638.0	1624595.0	1.0	2699245.0	385305.0	2573192.0	3007278.0	537326.0	1292734.0	757524.0	1517104.0	1430938.0	1941269.0	805579.0	1995888.0	2467084.0	2162764.0	1.0	1564584.0	514111.0	2905501.0	1095630.0	2164648.0	1101033.0	2587552.0	1875535.0	1271702.0	3273522.0	421634.0	2523974.0	1408716.0	2746985.0	1493906.0	2046351.0	1.0	363718.0	1.0	1807517.0	203914.0	720834.0	666232.0	3278516.0	356208.0	1002483.0	2499469.0	1781680.0	2293349.0	1.0	1.0	1.0	1744905.0	974147.0	1521653.0	1559210.0	1619378.0	1489175.0	1543091.0	1403617.0	1622940.0	1444732.0	1413881.0	1556625.0
107.03696@4.9774	1	352697.0	1.0	1.0	321273.0	1.0	497565.0	1.0	560204.0	540535.0	1.0	184551.0	167790.0	285549.0	1.0	375881.0	1.0	1.0	526520.0	317985.0	380440.0	295097.0	1.0	580013.0	290696.0	435112.0	171987.0	576262.0	379055.0	242860.0	643219.0	1.0	528567.0	267770.0	527925.0	276317.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	642972.0	1.0	160341.0	462397.0	316493.0	432103.0	1.0	1.0	1.0	1.0	195674.0	297366.0	1.0	270221.0	276208.0	281693.0	268969.0	250577.0	262529.0	272431.0	258308.0
79.04201@4.9992495	3	1263083.0	1.0	568705.0	1207759.0	1.0	2227381.0	629596.0	1941996.0	1818340.0	532282.0	1023541.0	835829.0	1327547.0	1053253.0	1607386.0	628516.0	1238875.0	1852229.0	1656277.0	1404932.0	1612964.0	623889.0	2173320.0	826200.0	1869503.0	974756.0	1892227.0	1599951.0	1128824.0	2247847.0	712625.0	1672694.0	972049.0	1707536.0	1491672.0	999066.0	749247.0	658272.0	627573.0	1415946.0	675932.0	1100093.0	916570.0	2283076.0	310472.0	975498.0	1658898.0	1190387.0	1747010.0	1.0	709859.0	1.0	1257244.0	940356.0	1552517.0	1362929.0	1516735.0	1548354.0	1530324.0	1460786.0	1444766.0	1422956.0	1411876.0	1426170.0
