# Notes : Entity List : FF_QC80percent_noBlank
#Interpretation : K_PEX
#Experiment : AH_ZicHilic_positive
#Flag Value: [Present]
#Entities where at least 80.0 percent of samples in any 1 out of 2 conditions have flags in [Present]
# Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.AH_ZicHilic_positive_2017_Aug_02_10_28_46
# Owner : gxuser
# Created On : Fri May 18 15:53:06 CEST 2018
Compound	Number Passed	K_10(raw)	K_17(raw)	K_19(raw)	K_2(raw)	K_21(raw)	K_22(raw)	K_3(raw)	K_35(raw)	K_36(raw)	K_48(raw)	K_51(raw)	K_52(raw)	K_59(raw)	K_6(raw)	K_61(raw)	K_66(raw)	K_68(raw)	K_70(raw)	K_83(raw)	PEX_30(raw)	PEX_304(raw)	PEX_307(raw)	PEX_308(raw)	PEX_309(raw)	PEX_310(raw)	PEX_312(raw)	PEX_314(raw)	PEX_317(raw)	PEX_320(raw)	PEX_321(raw)	PEX_34(raw)	PEX_69(raw)	PEX_8(raw)	PEX_84(raw)	QC_1(raw)	QC_10(raw)	QC_2(raw)	QC_3(raw)	QC_4(raw)	QC_5(raw)	QC_6(raw)	QC_7(raw)	QC_8(raw)	QC_9(raw)
94.07765@3.2012105	1	3362935.0	2056995.0	374575.0	421779.0	938498.0	270648.0	597178.0	1086470.0	310183.0	313153.0	1.0	2032911.0	3454924.0	292967.0	2114413.0	2107561.0	3741855.0	3823069.0	378516.0	1.0	917577.0	1.0	2890687.0	1.0	1803384.0	347431.0	1734590.0	1.0	682754.0	835559.0	2228751.0	343448.0	226602.0	1.0	2650043.0	3028898.0	3066673.0	2932825.0	2816555.0	3112497.0	2986797.0	2815253.0	3030967.0	3041690.0
832.60455@3.2481356	1	110185.0	110598.0	124697.0	145632.0	70735.0	1.0	124952.0	85903.0	123976.0	74273.0	129675.0	1.0	112524.0	126984.0	1.0	153645.0	111511.0	125577.0	105830.0	122534.0	123339.0	1.0	128613.0	135573.0	1.0	1.0	152641.0	123604.0	206278.0	101987.0	86825.0	1.0	126310.0	1.0	41716.0	38367.0	38576.0	38172.0	40672.0	42169.0	36637.0	40142.0	40683.0	39677.0
210.0509@3.2476845	2	125046.0	135702.0	298212.0	160013.0	902906.0	165962.0	219470.0	188091.0	273693.0	164191.0	435067.0	225228.0	217196.0	333197.0	144322.0	358082.0	1097758.0	556029.0	116776.0	96281.0	1.0	687259.0	229215.0	656860.0	676658.0	122511.0	170534.0	265343.0	89704.0	153496.0	356898.0	288659.0	159957.0	1.0	1.0	157811.0	166125.0	178754.0	176353.0	175686.0	175843.0	1.0	163320.0	155156.0
679.49054@3.2594676	2	142660.0	167057.0	158154.0	184595.0	124740.0	173547.0	264876.0	123903.0	194779.0	159999.0	202771.0	383275.0	125808.0	194663.0	166698.0	199316.0	180992.0	227123.0	189606.0	165039.0	165219.0	142390.0	202015.0	195029.0	163876.0	386985.0	235329.0	183212.0	343542.0	186143.0	173204.0	165478.0	158652.0	268349.0	88698.0	1.0	94717.0	92701.0	1.0	102933.0	96059.0	90065.0	91684.0	104644.0
166.0998@3.2530363	1	1.0	806335.0	560604.0	1325574.0	542546.0	1.0	661613.0	937926.0	1.0	759642.0	769817.0	860295.0	1.0	1.0	1.0	1.0	708510.0	788564.0	632862.0	854200.0	1318396.0	1650690.0	829941.0	850024.0	1.0	505155.0	762495.0	707047.0	797857.0	598818.0	654843.0	739115.0	724031.0	1064311.0	538338.0	1208970.0	1152587.0	1008507.0	1065086.0	1.0	1042512.0	1125489.0	1327027.0	1226892.0
580.385@3.2554624	2	240122.0	149583.0	194316.0	1.0	182310.0	194365.0	339835.0	190481.0	280996.0	147733.0	290839.0	885753.0	210756.0	266737.0	221524.0	211231.0	268221.0	321481.0	1.0	198210.0	168004.0	198669.0	100008.0	286270.0	259492.0	567400.0	628251.0	269317.0	479107.0	86975.0	204438.0	154094.0	160447.0	273880.0	96893.0	40933.0	37661.0	1.0	68967.0	40835.0	1.0	38037.0	129502.0	37626.0
921.654@3.268125	2	148338.0	99350.0	147322.0	168811.0	89103.0	122902.0	157992.0	91191.0	137798.0	105563.0	176152.0	277925.0	95527.0	129028.0	119883.0	199027.0	146891.0	172895.0	186563.0	114488.0	127230.0	127531.0	115638.0	126789.0	115484.0	249163.0	179205.0	138418.0	216548.0	123898.0	146880.0	121459.0	132740.0	209869.0	60770.0	58172.0	65982.0	62893.0	60260.0	65531.0	55218.0	64651.0	57226.0	63823.0
695.4855@3.2675471	2	303084.0	310140.0	296960.0	413625.0	242375.0	380982.0	456562.0	238613.0	372481.0	303807.0	398267.0	829867.0	271501.0	331942.0	309509.0	403781.0	337569.0	399897.0	347478.0	275631.0	326250.0	312709.0	375225.0	380020.0	339959.0	729232.0	483837.0	383471.0	673847.0	359198.0	283136.0	324760.0	295065.0	581384.0	133002.0	146814.0	138789.0	127019.0	142904.0	144647.0	142507.0	157014.0	140235.0	156136.0
498.34167@3.2672656	2	148721.0	148776.0	104590.0	197521.0	100799.0	174725.0	211060.0	89351.0	156534.0	128378.0	168629.0	374951.0	114852.0	140209.0	141257.0	158996.0	159082.0	182187.0	135574.0	108148.0	131718.0	106050.0	147850.0	165794.0	136834.0	356619.0	180277.0	152298.0	329892.0	152547.0	114091.0	121944.0	128737.0	257932.0	62688.0	66292.0	69931.0	58709.0	54185.0	62108.0	58446.0	61025.0	69037.0	62931.0
218.1679@3.2847183	2	795569.0	2171596.0	3416826.0	2501678.0	1168530.0	2863466.0	1424166.0	2981535.0	3015184.0	2063899.0	2466716.0	4838278.0	1137584.0	3521053.0	4254057.0	1092957.0	3101881.0	1781061.0	4963634.0	3045848.0	1935545.0	2843321.0	4528744.0	3091872.0	2200531.0	2954665.0	4534366.0	1271227.0	3492837.0	2624015.0	2815800.0	4063542.0	4154452.0	6790845.0	474322.0	394369.0	1.0	590004.0	703952.0	876614.0	254214.0	243219.0	1387794.0	1670347.0
247.0848@3.272607	2	3858743.0	1533969.0	1.0	2258841.0	5663978.0	2427973.0	2814378.0	4458326.0	6093356.0	2323317.0	2369731.0	2773238.0	4519757.0	3699077.0	2106024.0	5275133.0	3144019.0	5825025.0	1.0	2413152.0	1530672.0	9017196.0	2336623.0	109806.0	8795870.0	2264211.0	2193561.0	1.0	1652848.0	1481505.0	2054537.0	1504940.0	2265752.0	2254869.0	2860722.0	2947900.0	3014514.0	3075023.0	3049528.0	1.0	2965344.0	2933811.0	3078405.0	1.0
364.23624@3.2735777	2	156847.0	338375.0	472219.0	443423.0	183767.0	531385.0	300432.0	453089.0	632333.0	329498.0	505840.0	848403.0	209781.0	513909.0	614456.0	271118.0	439317.0	282276.0	714340.0	540061.0	268611.0	405654.0	547585.0	407395.0	243283.0	401089.0	712621.0	211007.0	530042.0	517743.0	417908.0	585893.0	694592.0	1043178.0	104519.0	358058.0	129470.0	148707.0	168077.0	198726.0	226537.0	269249.0	285982.0	318895.0
950.67664@3.2856507	2	114978.0	86805.0	109272.0	144920.0	74228.0	110305.0	134861.0	72862.0	108193.0	91864.0	119570.0	241062.0	93173.0	101801.0	119069.0	120461.0	101572.0	107880.0	116108.0	90550.0	109246.0	105644.0	97708.0	107963.0	86361.0	202891.0	140191.0	103559.0	190484.0	134867.0	97645.0	99202.0	116950.0	193146.0	54135.0	1.0	57477.0	51003.0	55629.0	54034.0	50152.0	52795.0	49209.0	50572.0
286.0936@3.290125	2	6351723.0	2593295.0	1.0	4525521.0	1.9342044E7	4345130.0	5787134.0	7244674.0	8417715.0	4655518.0	4328512.0	4263287.0	7749336.0	4358578.0	4846892.0	8785287.0	5397765.0	1.0213579E7	1.0	3877457.0	2364063.0	1.3823681E7	4212159.0	1.0	1.5156401E7	4508876.0	4325594.0	1.0	3344677.0	3194072.0	3696561.0	3661131.0	4022778.0	4064247.0	6973521.0	7899501.0	7473748.0	5231672.0	5355215.0	1.0	8127983.0	8046876.0	5405936.0	1.0
302.06708@3.2909236	2	202888.0	87785.0	1.0	117340.0	364605.0	143984.0	161247.0	180024.0	242450.0	1.0	121430.0	125655.0	197259.0	144095.0	122051.0	247184.0	150219.0	261763.0	1.0	117334.0	74346.0	451135.0	129189.0	1.0	406832.0	141063.0	116708.0	1.0	88572.0	79667.0	133344.0	1.0	114262.0	113954.0	193705.0	183557.0	182513.0	135596.0	150955.0	1.0	192115.0	191940.0	153732.0	1.0
512.36145@3.347678	1	117548.0	366795.0	203965.0	242552.0	84772.0	124378.0	534082.0	184294.0	447039.0	82395.0	598591.0	784622.0	93932.0	963270.0	101685.0	293543.0	222145.0	399071.0	332423.0	167158.0	59669.0	1.0	1.0	264810.0	1.0	225615.0	1.0	402925.0	187120.0	135981.0	356534.0	313046.0	661526.0	31217.0	44256.0	215029.0	94196.0	86391.0	91152.0	126533.0	151660.0	182455.0	177284.0	193260.0
113.08397@3.499781	2	2.563625E7	2.2906498E7	2.225964E7	2.371825E7	1.370038E7	2.788838E7	2.767242E7	2.0970412E7	2.7164802E7	1.2354587E7	8717531.0	3.1518412E7	1.0232864E7	2.615769E7	1.488796E7	1.6894316E7	2.2094266E7	2.4986736E7	1.5706547E7	2.1610836E7	2.0124256E7	2.4989358E7	1.0819468E7	1.5374991E7	1.7919006E7	2.384717E7	3.0495416E7	1.846793E7	1.4698421E7	2.2827228E7	2.6329252E7	3.7739212E7	2.9967772E7	3.353521E7	1.0	1.596262E7	7640597.0	1.461945E7	1.4660901E7	1.5708832E7	1.5328247E7	1.5005747E7	1.5476163E7	1.6156238E7
724.51135@3.5678906	2	258995.0	267139.0	246816.0	327791.0	187239.0	309727.0	373799.0	187357.0	267074.0	181824.0	156706.0	571476.0	187659.0	261366.0	248618.0	195425.0	248351.0	278375.0	225414.0	221942.0	218128.0	246993.0	249190.0	101980.0	177765.0	556446.0	406973.0	186077.0	303652.0	275536.0	225227.0	242672.0	249004.0	438087.0	96843.0	90201.0	87631.0	86571.0	97684.0	90062.0	93515.0	86544.0	89253.0	90809.0
364.23633@3.5721562	2	127265.0	288172.0	409411.0	373956.0	180408.0	433762.0	219791.0	371833.0	553826.0	217656.0	270738.0	674773.0	136899.0	453881.0	516115.0	122811.0	327309.0	171660.0	563740.0	453293.0	178954.0	356911.0	392279.0	244456.0	131098.0	307668.0	634911.0	104706.0	301827.0	369683.0	343070.0	441660.0	592603.0	933462.0	45583.0	214674.0	55406.0	70331.0	91931.0	107562.0	134041.0	140983.0	170684.0	205262.0
85.05263@3.5597057	2	579627.0	664425.0	1095677.0	947271.0	2504974.0	904713.0	884891.0	961004.0	1143565.0	1.0	227784.0	1.0	652520.0	1541982.0	811640.0	1.0	698442.0	933396.0	687852.0	854037.0	1.0	1714632.0	481549.0	1.0	439018.0	465636.0	696467.0	440498.0	1.0	642268.0	860985.0	582853.0	800636.0	898819.0	612725.0	655962.0	565714.0	589012.0	627419.0	1.0	1.0	656832.0	634672.0	633397.0
274.06668@3.468458	1	1187304.0	1015324.0	264842.0	2876418.0	829211.0	874013.0	1078135.0	1.0	905317.0	736460.0	732421.0	1.0	482016.0	1040412.0	2333459.0	675403.0	732725.0	959200.0	186605.0	1.0	257732.0	1.0	473629.0	189317.0	1.0	550747.0	1581101.0	698020.0	1.0	1.0	662257.0	1375986.0	1936373.0	1.0	2106885.0	3147296.0	2550402.0	2865654.0	901307.0	3210280.0	3301534.0	3210816.0	3239041.0	3268458.0
194.1159@3.9209511	2	737565.0	806882.0	931724.0	1240546.0	400869.0	555022.0	980009.0	658563.0	1.0	1565356.0	724696.0	1752747.0	807485.0	483523.0	774373.0	609014.0	565656.0	1241228.0	833833.0	764780.0	363480.0	1.0	687609.0	1.0	614688.0	780052.0	3631654.0	1377013.0	745208.0	1326174.0	1138932.0	658881.0	388433.0	1081597.0	584158.0	490233.0	473603.0	526041.0	512216.0	530628.0	492755.0	459309.0	566616.0	478479.0
99.06832@3.9978232	2	1.1589173E7	6672111.0	4.9565796E7	5109985.0	4.1062256E7	8372097.0	3266313.0	5629723.0	8640314.0	3350037.0	5215672.0	4484307.0	2.4885486E7	6687715.0	7272120.0	3.277657E7	2.4612446E7	2.371059E7	2.072207E7	9921911.0	3781637.0	6675223.0	3888222.0	1510461.0	4131245.0	1.7921642E7	7928383.0	7836372.0	3524516.0	2561457.0	5.9633276E7	1.0	4407646.0	1.0	6294960.0	6764763.0	6234329.0	6672167.0	6666869.0	7496154.0	6987057.0	6618443.0	6915625.0	6981126.0
434.32565@4.02456	2	119437.0	130393.0	86240.0	161841.0	112392.0	181597.0	182717.0	78028.0	161791.0	109415.0	137309.0	338591.0	97909.0	114956.0	117852.0	142135.0	154091.0	186013.0	133064.0	88197.0	122152.0	88437.0	162323.0	143605.0	120571.0	316422.0	214870.0	113856.0	261257.0	143163.0	108034.0	116130.0	111653.0	243086.0	51205.0	53511.0	43742.0	48497.0	50237.0	55291.0	52215.0	52415.0	52171.0	57150.0
152.05894@4.118296	2	2.4357416E7	1.0438705E7	1.2208648E7	9863474.0	1.0994862E7	1.1288559E7	1.6036638E7	1.2362266E7	7509835.0	6006124.0	1426700.0	1.0656641E7	2.226441E7	2.4283104E7	1.422083E7	3073492.0	1.8919108E7	2.4110674E7	1.4375218E7	1.4690098E7	1.0433226E7	2.5461868E7	8931910.0	1764722.0	1.6139999E7	1.1368026E7	2.1334532E7	3442593.0	2499310.0	1.5920988E7	1.9192682E7	1.1499293E7	1.5864688E7	1.9130578E7	1.0757086E7	8810189.0	1.0104101E7	9870039.0	9961016.0	9562927.0	9564978.0	9432327.0	9245593.0	8974269.0
371.12158@4.1198897	2	784490.0	1658032.0	1293054.0	152647.0	656414.0	1018288.0	75952.0	599376.0	1275318.0	766508.0	648281.0	1073663.0	538255.0	1109281.0	681907.0	464583.0	679365.0	353918.0	566296.0	179306.0	914771.0	1210431.0	572988.0	85076.0	680052.0	558868.0	367716.0	668950.0	384120.0	316960.0	840498.0	790422.0	1426083.0	453154.0	384538.0	430572.0	396811.0	422034.0	430600.0	425864.0	424278.0	427433.0	442630.0	423385.0
125.08413@4.21739	2	1277435.0	1585824.0	2162617.0	1584219.0	524426.0	1492480.0	1212883.0	1382108.0	870024.0	1664793.0	1429618.0	878421.0	888161.0	3510431.0	1746023.0	1501595.0	1292583.0	1831895.0	1392245.0	1242354.0	2452522.0	1654761.0	1155277.0	1346835.0	1368079.0	1466541.0	1611929.0	1052329.0	1059406.0	2435317.0	878737.0	2665481.0	1188690.0	1802815.0	2938984.0	3107139.0	2957281.0	2936363.0	2997832.0	3112107.0	3130297.0	2998198.0	3120661.0	3127098.0
184.12186@4.216483	2	3011751.0	4064599.0	5035870.0	3749193.0	933387.0	3495313.0	2793753.0	2893105.0	1958881.0	3850823.0	3375776.0	1749803.0	1981606.0	9149269.0	4353803.0	3567892.0	3102913.0	4070960.0	2821604.0	2912695.0	5922197.0	4028080.0	2496742.0	3053404.0	3198858.0	3309875.0	3890723.0	2517039.0	2229133.0	6474671.0	1873240.0	6823259.0	2671734.0	4380719.0	8133075.0	8024770.0	7915827.0	8098610.0	8159559.0	8553583.0	8152432.0	8234624.0	8393298.0	8279943.0
702.56775@4.242981	1	271908.0	128363.0	236358.0	129195.0	778721.0	75649.0	49578.0	78502.0	1.0	45133.0	1.0	68680.0	128508.0	339406.0	42441.0	638085.0	74319.0	1.0	99675.0	101706.0	45900.0	260273.0	1.0	86509.0	378693.0	37311.0	1.0	1.0	1.0	1.0	253587.0	1.0	52731.0	123234.0	320622.0	194668.0	212917.0	211899.0	215689.0	207739.0	195751.0	196112.0	198100.0	182517.0
512.36194@4.2829833	2	970673.0	2680707.0	2033529.0	2267563.0	837167.0	619923.0	5197030.0	1538855.0	4804127.0	882392.0	6510267.0	8901250.0	913099.0	9582884.0	982392.0	3045525.0	1977626.0	3992410.0	3297714.0	1491993.0	566841.0	1.0	250680.0	2464120.0	1.0	1018401.0	1543648.0	3637006.0	253789.0	1368029.0	3992985.0	3918689.0	6977349.0	1.0	588363.0	2197255.0	708993.0	893793.0	1098196.0	1304362.0	1508413.0	1671789.0	1899160.0	2050703.0
303.29303@4.2851567	2	222392.0	179689.0	93462.0	1024582.0	473175.0	237451.0	83717.0	84177.0	348798.0	107345.0	134346.0	204399.0	173848.0	159321.0	1069062.0	1.0	196559.0	112001.0	166246.0	128154.0	110018.0	239707.0	118901.0	94763.0	188996.0	142588.0	227183.0	200716.0	271639.0	430724.0	412799.0	229306.0	246920.0	121493.0	420196.0	330319.0	346506.0	349088.0	352079.0	372417.0	336920.0	332902.0	322497.0	327715.0
122.04809@4.325579	2	2186148.0	2078462.0	1378392.0	1831504.0	1529995.0	1280995.0	1610195.0	965085.0	1235293.0	1.0	684164.0	1.0	1.991972E7	2884855.0	1313644.0	1408941.0	1.0	1785413.0	2031878.0	920499.0	2224899.0	1556413.0	2368387.0	1314264.0	1.0	1884950.0	2495105.0	1543888.0	1431010.0	1.0	1265740.0	2392983.0	1541144.0	2960793.0	1863869.0	1.0	1609075.0	1566789.0	1542366.0	1495144.0	1457648.0	1437484.0	1356519.0	1404380.0
950.6786@4.324391	2	219403.0	211793.0	252446.0	271970.0	155648.0	236300.0	281245.0	173662.0	253427.0	212094.0	242021.0	520500.0	197917.0	220412.0	216238.0	244598.0	211776.0	250125.0	203608.0	214107.0	239045.0	240891.0	222075.0	182700.0	200697.0	456940.0	285006.0	167997.0	401539.0	235630.0	214746.0	231000.0	227831.0	365866.0	122762.0	121738.0	115410.0	116891.0	125286.0	118345.0	125350.0	112788.0	118540.0	118131.0
412.13388@4.3730354	2	131672.0	116960.0	146792.0	77672.0	301627.0	112342.0	92723.0	84597.0	142493.0	50630.0	96895.0	91454.0	111536.0	166267.0	61997.0	101888.0	105587.0	184480.0	65600.0	136083.0	65241.0	215542.0	68276.0	1.0	177122.0	58283.0	61085.0	1.0	37863.0	86912.0	111442.0	115020.0	122135.0	96620.0	108737.0	96261.0	106608.0	106354.0	107217.0	105192.0	88456.0	92649.0	96112.0	91802.0
370.25797@4.369983	2	109876.0	118902.0	97191.0	165872.0	116409.0	148112.0	183320.0	80564.0	155168.0	124060.0	168795.0	1.0	100484.0	120491.0	115540.0	160655.0	149503.0	170727.0	138868.0	104256.0	120256.0	110079.0	162088.0	141055.0	126865.0	355052.0	214765.0	1.0	301953.0	134373.0	107597.0	1.0	111078.0	233616.0	58598.0	69435.0	63507.0	62760.0	66421.0	71536.0	65371.0	70133.0	69073.0	79741.0
285.0964@4.3794265	2	339126.0	154245.0	124008.0	204885.0	306486.0	149110.0	219452.0	183751.0	161503.0	156226.0	198683.0	220400.0	331808.0	324028.0	200441.0	183724.0	204403.0	347846.0	1.0	105198.0	246080.0	192813.0	141632.0	1.0	73046.0	127756.0	187405.0	152530.0	62520.0	152017.0	232197.0	169068.0	310568.0	130613.0	210286.0	188767.0	220045.0	204954.0	210703.0	210790.0	197404.0	186168.0	195294.0	191803.0
111.04301@4.380285	1	1.0	404473.0	509769.0	1.0	1.0	413662.0	1.0	457459.0	389254.0	425865.0	466038.0	1.0	1.0	1.0	1.0	453909.0	505146.0	1.0	252943.0	324923.0	599210.0	597703.0	435278.0	249688.0	261263.0	345187.0	498865.0	400115.0	1.0	373189.0	1.0	444730.0	1.0	359664.0	1.0	465475.0	585887.0	1.0	557629.0	519695.0	491858.0	480189.0	475067.0	433039.0
361.29816@4.3851523	1	111389.0	61780.0	897657.0	99889.0	217622.0	1.0	177884.0	184830.0	170202.0	79494.0	440210.0	78529.0	70576.0	76377.0	1.0	71832.0	109886.0	1.0	76846.0	149782.0	1.0	124530.0	1.0	100527.0	1.0	1.0	54872.0	65894.0	118835.0	1.0	114554.0	233365.0	1.0	67935.0	65835.0	60417.0	66131.0	62897.0	62857.0	64573.0	60857.0	63462.0	63167.0	65817.0
135.0324@4.422203	2	5133540.0	2448068.0	3411269.0	1744516.0	3146105.0	2621667.0	3648121.0	1979606.0	1668105.0	2697509.0	1042435.0	2110557.0	6889932.0	5449999.0	4011299.0	1933484.0	4799673.0	8333433.0	3021442.0	3593812.0	2717986.0	5576118.0	2629414.0	1991109.0	7566253.0	2525375.0	4468511.0	1789329.0	1814832.0	3996602.0	4565925.0	4207853.0	3192890.0	3265886.0	5842997.0	5785612.0	5963324.0	5802491.0	5896077.0	5885753.0	5624901.0	5778169.0	5929564.0	5852043.0
129.04274@4.484373	2	2679543.0	3846488.0	4063999.0	1.0	3392644.0	3285480.0	1778029.0	1.0	2770203.0	2108413.0	1539745.0	1.0	2034544.0	1562149.0	2313892.0	1972817.0	2089673.0	1710326.0	2071067.0	2952924.0	597867.0	4940565.0	2285601.0	1063245.0	4108419.0	2517935.0	1904126.0	1948300.0	2263062.0	3028493.0	2968684.0	2016319.0	3034606.0	3897848.0	2126937.0	2041115.0	2113895.0	2148867.0	2013174.0	2287097.0	2249303.0	2172748.0	2121801.0	2075269.0
83.03694@4.4868484	2	846568.0	1342108.0	1454705.0	1.0	1328230.0	1200654.0	703500.0	1.0	995262.0	740333.0	554351.0	1.0	684537.0	645662.0	835253.0	716032.0	705673.0	579297.0	763185.0	1080638.0	190094.0	1636189.0	929923.0	395157.0	1382282.0	813591.0	677262.0	671495.0	863982.0	1007023.0	1143852.0	636016.0	986584.0	1374279.0	819655.0	940382.0	794062.0	795097.0	845259.0	915272.0	869640.0	920985.0	838577.0	849097.0
160.12553@4.5062146	2	224150.0	227718.0	194263.0	160684.0	176419.0	179027.0	192184.0	122179.0	227763.0	172030.0	210768.0	244168.0	171760.0	304109.0	223857.0	162615.0	190325.0	160540.0	246226.0	174713.0	203093.0	201830.0	168907.0	257502.0	207846.0	170515.0	234392.0	183888.0	207066.0	164680.0	194696.0	259029.0	285861.0	219492.0	193154.0	181691.0	189036.0	160129.0	184288.0	149619.0	169987.0	196869.0	148918.0	170846.0
333.26706@4.5018044	1	801445.0	285077.0	2397755.0	463250.0	1700710.0	146820.0	980001.0	800510.0	766908.0	260355.0	2483443.0	1.0	433297.0	86113.0	1.0	346656.0	919557.0	1.0	198149.0	1104462.0	85278.0	361368.0	1.0	184186.0	108737.0	146982.0	1.0	343971.0	438961.0	1.0	552423.0	1540382.0	1.0	245315.0	309838.0	296898.0	305759.0	295298.0	292986.0	290994.0	285683.0	284571.0	296143.0	310123.0
144.09386@4.502329	2	157482.0	156729.0	123807.0	131667.0	118097.0	131707.0	137471.0	125458.0	168871.0	128728.0	140950.0	172813.0	140591.0	214248.0	1.0	118504.0	139483.0	119053.0	195413.0	120962.0	147668.0	164268.0	127292.0	169905.0	163923.0	122361.0	168890.0	116386.0	140784.0	131434.0	163201.0	186227.0	203426.0	158212.0	131643.0	143730.0	138374.0	133394.0	135951.0	135099.0	136095.0	133108.0	130157.0	141370.0
774.4616@4.5056205	2	94207.0	153584.0	103180.0	1.0	85500.0	117524.0	111262.0	1.0	209532.0	88031.0	123775.0	323642.0	66719.0	185086.0	105086.0	86676.0	105470.0	74147.0	229574.0	96027.0	59117.0	179042.0	141252.0	245703.0	149473.0	129914.0	214846.0	112171.0	180068.0	91511.0	167345.0	164020.0	155263.0	223460.0	48238.0	50626.0	45791.0	1.0	1.0	44128.0	47849.0	48685.0	46394.0	48536.0
646.44855@4.503923	2	1339404.0	1156082.0	746076.0	376799.0	611526.0	827419.0	932373.0	322475.0	1411383.0	747354.0	889490.0	1569182.0	792255.0	1709007.0	1079358.0	721768.0	863427.0	574485.0	1652312.0	631051.0	585422.0	1203766.0	813258.0	1251122.0	981773.0	650517.0	1398991.0	859215.0	864336.0	703732.0	1159993.0	1489358.0	1716941.0	1259747.0	655152.0	570032.0	627359.0	606420.0	620697.0	581335.0	608274.0	576299.0	550818.0	573852.0
673.4675@4.505869	2	469467.0	425643.0	259701.0	139270.0	223573.0	320905.0	385242.0	110682.0	537647.0	303336.0	362294.0	648516.0	314714.0	720579.0	427287.0	1.0	373583.0	266457.0	662045.0	246406.0	204465.0	402090.0	329588.0	513183.0	348599.0	1.0	580341.0	350159.0	282876.0	271482.0	437009.0	602611.0	680637.0	471828.0	249750.0	213026.0	220704.0	226172.0	225591.0	220730.0	216369.0	222844.0	218962.0	222803.0
983.7415@4.5267963	2	165240.0	212995.0	140976.0	241540.0	129297.0	239404.0	314690.0	91251.0	315840.0	154294.0	239557.0	795291.0	114798.0	192343.0	166256.0	224204.0	223598.0	238137.0	218919.0	108990.0	242058.0	196257.0	247546.0	286459.0	204496.0	516727.0	387917.0	184208.0	567401.0	171300.0	181446.0	189270.0	198316.0	537320.0	49117.0	40353.0	43990.0	44347.0	43450.0	45860.0	45562.0	46060.0	46741.0	48305.0
378.20105@4.5731053	2	85652.0	111224.0	82056.0	73237.0	1.0	67047.0	62362.0	56169.0	91289.0	96799.0	80755.0	89206.0	65201.0	74102.0	85084.0	90067.0	94945.0	52424.0	130263.0	73194.0	58666.0	67626.0	63148.0	81238.0	77611.0	49474.0	97654.0	1.0	60837.0	70158.0	105861.0	223603.0	82596.0	88683.0	83191.0	81111.0	80884.0	76092.0	77550.0	74067.0	74805.0	80639.0	80332.0	81455.0
209.14243@4.590656	2	373694.0	606737.0	400471.0	196403.0	709103.0	532110.0	622225.0	1.0	524697.0	460771.0	553834.0	823925.0	387089.0	380469.0	426691.0	587003.0	478295.0	643505.0	428982.0	362957.0	1.0	316766.0	541742.0	432640.0	412867.0	936309.0	631781.0	506515.0	755585.0	535077.0	437289.0	350289.0	388852.0	682798.0	302694.0	278806.0	360386.0	437864.0	316110.0	282996.0	436479.0	274521.0	467187.0	481683.0
271.2151@4.6380153	2	101987.0	116676.0	102059.0	57042.0	74519.0	95941.0	94939.0	72890.0	94951.0	101336.0	118944.0	121151.0	102237.0	122182.0	161204.0	72131.0	97374.0	75415.0	123167.0	92948.0	88129.0	109991.0	81783.0	104027.0	93313.0	60060.0	111461.0	93964.0	73164.0	85852.0	125282.0	148964.0	162859.0	97802.0	62366.0	58661.0	59650.0	61006.0	59225.0	54776.0	55358.0	54379.0	61117.0	57698.0
676.4888@4.6487827	2	221833.0	212811.0	161342.0	246185.0	194698.0	1.0	336828.0	53904.0	274505.0	90747.0	1.0	471338.0	1.0	217229.0	199000.0	257300.0	245133.0	340946.0	189250.0	168549.0	196232.0	169727.0	1.0	281342.0	92936.0	508710.0	190146.0	1.0	247310.0	122690.0	171827.0	220617.0	177979.0	375994.0	107995.0	124356.0	105312.0	110565.0	116265.0	127494.0	135930.0	135530.0	1.0	135762.0
273.26743@4.6753902	2	1822207.0	845122.0	351682.0	423724.0	474401.0	3297861.0	430467.0	612575.0	969575.0	902614.0	3823246.0	1005623.0	860407.0	428345.0	787257.0	1756848.0	1628860.0	835491.0	3204551.0	420818.0	595073.0	483407.0	1487014.0	2947901.0	1212819.0	2199721.0	580433.0	8337130.0	3.127828E7	1.7060608E7	706226.0	670428.0	1105956.0	894688.0	1.3453864E7	1.2653589E7	1.2977414E7	1.3030609E7	1.3335134E7	1.2873216E7	1.2898304E7	1.2709568E7	1.2805159E7	1.2949786E7
219.12627@4.684964	1	283237.0	230626.0	1.0	208594.0	276892.0	260502.0	188587.0	192560.0	329727.0	279855.0	185721.0	1.0	345165.0	437226.0	1.0	233972.0	1.0	163141.0	348090.0	195834.0	250811.0	322461.0	215352.0	331592.0	170056.0	193581.0	218028.0	177636.0	237796.0	193487.0	222513.0	858300.0	450109.0	270010.0	283627.0	263366.0	285819.0	261642.0	282369.0	277146.0	252425.0	253299.0	277886.0	279811.0
