# Notes : Entities from the selected region(s) of the Venn diagram:
#EL2 - (EL1 ^ EL2)
#
#EL1 : FF_blank_100%
#    Source Experiment : AH_PoroshellC18_positive
#    Source Organism : Homo sapiens
#    Source Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.AH_PoroshellC18_positive_2017_Aug_08_14_42_33
#
#EL2 : FF80%_K_vs_PEX
#    Source Experiment : AH_PoroshellC18_positive
#    Source Organism : Homo sapiens
#    Source Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.AH_PoroshellC18_positive_2017_Aug_08_14_42_33
#
#
# Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.AH_PoroshellC18_positive_2017_Aug_08_14_42_33
# Owner : gxuser
# Created On : Fri Dec 08 11:35:43 CET 2017
Compound	Number Passed ( FF80%_K_vs_PEX )	K_10(raw)	K_17(raw)	K_19(raw)	K_2(raw)	K_21(raw)	K_22(raw)	K_3(raw)	K_35(raw)	K_36(raw)	K_48(raw)	K_51(raw)	K_52(raw)	K_59(raw)	K_6(raw)	K_61(raw)	K_66(raw)	K_68(raw)	K_70(raw)	K_83(raw)	PEX_30(raw)	PEX_304(raw)	PEX_307(raw)	PEX_308(raw)	PEX_309(raw)	PEX_310(raw)	PEX_312(raw)	PEX_314(raw)	PEX_317(raw)	PEX_320(raw)	PEX_321(raw)	PEX_34(raw)	PEX_69(raw)	PEX_8(raw)	PEX_84(raw)	QC_1(raw)	QC_10(raw)	QC_2(raw)	QC_3(raw)	QC_4(raw)	QC_5(raw)	QC_6(raw)	QC_7(raw)	QC_8(raw)	QC_9(raw)
187.06383@3.6827817	2	9851880.0	9693619.0	1.9368096E7	1.2737672E7	7652674.0	8026764.0	1.8411122E7	1.92471E7	5933395.0	1.1387222E7	1.0441499E7	1.3773477E7	9767309.0	1.867617E7	7469590.0	1.5213387E7	2.2348388E7	1.6743769E7	7312663.0	1.9357114E7	9404880.0	8077504.0	2.2079272E7	1.6496001E7	1.5561073E7	8974171.0	7001722.0	7865471.0	1.4983195E7	1.8421746E7	2.0491554E7	1.617828E7	1.1156954E7	1.5120206E7	7066593.0	1.2714135E7	7039817.0	6850346.0	6538868.0	6458181.0	1.323225E7	1.3279661E7	1.3229405E7	1.2672832E7
131.07367@3.6827192	2	319908.0	316420.0	712822.0	407696.0	248443.0	265341.0	647978.0	660476.0	187022.0	366825.0	345563.0	482625.0	315973.0	665662.0	245771.0	538592.0	832630.0	595334.0	236224.0	697068.0	298257.0	265153.0	798816.0	584654.0	545087.0	290398.0	226972.0	258548.0	530269.0	653878.0	734609.0	575341.0	348360.0	535582.0	229246.0	445102.0	227916.0	233333.0	217204.0	215655.0	457779.0	472657.0	464038.0	439691.0
129.05788@3.6840162	2	201531.0	197889.0	389774.0	240369.0	157444.0	179632.0	380208.0	400807.0	131842.0	207879.0	195297.0	307840.0	203904.0	367423.0	154186.0	327210.0	449969.0	335357.0	154198.0	382576.0	188741.0	179571.0	426797.0	337130.0	337247.0	173806.0	151111.0	161411.0	323721.0	375940.0	415660.0	330765.0	203405.0	320769.0	179213.0	280282.0	168757.0	159801.0	147777.0	143402.0	294689.0	307225.0	300258.0	282400.0
208.13133@3.6857998	2	26929.0	36668.0	85878.0	29622.0	29351.0	29679.0	79855.0	71004.0	39502.0	72529.0	46280.0	118047.0	49496.0	86552.0	48554.0	165138.0	79907.0	107583.0	46530.0	62359.0	1.0	24305.0	51881.0	1.0	43839.0	16953.0	21013.0	105600.0	51812.0	57793.0	68143.0	84215.0	18576.0	70251.0	1.0	1.0	1.0	1.0	1.0	19123.0	1.0	1.0	1.0	1.0
260.13733@3.7000437	1	34638.0	1.0	108501.0	1.0	74758.0	27914.0	66281.0	84817.0	1.0	19406.0	1.0	59092.0	1.0	124525.0	1.0	56019.0	66561.0	102705.0	1.0	65865.0	1.0	71227.0	74190.0	61460.0	145279.0	22269.0	1.0	24564.0	47048.0	51382.0	71298.0	81534.0	1.0	32104.0	25023.0	1.0	1.0	1.0	1.0	23976.0	50140.0	50269.0	54347.0	57741.0
200.11617@3.7286	2	91335.0	94964.0	181799.0	83012.0	87549.0	94805.0	179195.0	156110.0	94272.0	69015.0	89225.0	269073.0	132080.0	363539.0	119737.0	150662.0	166240.0	152448.0	120024.0	144357.0	128444.0	148799.0	172382.0	188587.0	189106.0	68464.0	94054.0	77651.0	251301.0	170490.0	187633.0	368945.0	153730.0	201328.0	66058.0	101755.0	56289.0	58064.0	51035.0	48128.0	113019.0	101783.0	104538.0	108428.0
370.25797@3.764241	2	18850.0	18663.0	46449.0	1.0	16007.0	26843.0	72051.0	31744.0	20233.0	1.0	25127.0	101943.0	17880.0	51087.0	1.0	61955.0	49613.0	67023.0	19879.0	39253.0	1.0	1.0	52760.0	56357.0	55111.0	20580.0	28200.0	18417.0	107904.0	45950.0	40292.0	54789.0	21874.0	87183.0	1.0	24774.0	1.0	1.0	1.0	1.0	26753.0	25636.0	24357.0	24849.0
196.12164@3.7815163	2	44480.0	66472.0	98937.0	56494.0	1.0	106801.0	72393.0	138489.0	1.0	65412.0	55181.0	103000.0	74463.0	75392.0	45877.0	81545.0	145977.0	128537.0	39078.0	77734.0	39713.0	59680.0	88542.0	60205.0	86302.0	64960.0	52521.0	32921.0	109492.0	161055.0	105354.0	142075.0	58491.0	133744.0	154243.0	320562.0	148061.0	149993.0	143361.0	159183.0	292773.0	313323.0	312872.0	321137.0
207.12624@3.7725585	2	43681.0	38855.0	69167.0	32968.0	37726.0	1.0	79566.0	84059.0	1.0	32484.0	39542.0	87275.0	47216.0	110973.0	43004.0	76031.0	79123.0	72702.0	50450.0	67037.0	47728.0	50725.0	87977.0	81247.0	81783.0	1.0	37841.0	32356.0	80961.0	74799.0	79925.0	91919.0	50138.0	87444.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	66991.0	69627.0	63052.0
158.10628@3.7979383	2	97627.0	93057.0	152494.0	99756.0	49762.0	79625.0	194858.0	204597.0	92718.0	79206.0	122091.0	289090.0	74412.0	369558.0	100033.0	175027.0	168452.0	126941.0	125804.0	164210.0	118374.0	86711.0	227982.0	156977.0	152700.0	55120.0	94266.0	90552.0	246042.0	148702.0	236288.0	314681.0	127494.0	189543.0	50201.0	96495.0	47797.0	1.0	41792.0	40349.0	83400.0	82033.0	79375.0	97537.0
243.14738@3.8066287	2	75467.0	58930.0	127592.0	52583.0	83979.0	41376.0	140803.0	91466.0	46835.0	33892.0	41467.0	92936.0	74978.0	187697.0	38603.0	104599.0	112116.0	206288.0	50128.0	70832.0	40748.0	88438.0	135558.0	95830.0	206309.0	32498.0	39245.0	44581.0	90415.0	98212.0	143272.0	87975.0	44510.0	85429.0	50458.0	97107.0	53558.0	50522.0	43252.0	44671.0	95209.0	95515.0	93811.0	98407.0
196.1216@3.8853598	1	93366.0	54428.0	89053.0	1.0	1.0	1.0	54295.0	81770.0	1.0	1.0	141064.0	44236.0	54056.0	32904.0	48344.0	203379.0	154808.0	111878.0	1.0	56041.0	58544.0	31136.0	90061.0	41639.0	65301.0	112503.0	1.0	1.0	52489.0	225320.0	165010.0	50364.0	61399.0	37797.0	75455.0	131869.0	71418.0	68869.0	64956.0	63075.0	135899.0	135109.0	139175.0	137176.0
252.15721@3.890027	1	1.0	15723.0	46212.0	10093.0	1.0	16817.0	44945.0	25249.0	16493.0	48999.0	15675.0	54980.0	16229.0	25152.0	1.0	40442.0	35612.0	65287.0	9182.0	23962.0	1.0	1.0	19935.0	1.0	33773.0	1.0	1.0	79116.0	1.0	24806.0	26722.0	31658.0	1.0	22475.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
187.06374@3.9240646	2	27315.0	164889.0	65331.0	1.0	551723.0	139345.0	367185.0	154219.0	62218.0	31522.0	218769.0	456884.0	172485.0	1560605.0	30851.0	378652.0	460947.0	49631.0	1.0	136744.0	30327.0	33206.0	255397.0	245033.0	106398.0	86936.0	93297.0	120902.0	122716.0	337313.0	353640.0	217038.0	50097.0	233779.0	58848.0	102699.0	55393.0	57427.0	48190.0	55923.0	114672.0	107567.0	107802.0	104204.0
246.13747@3.924048	2	46127.0	288039.0	123189.0	56329.0	1062823.0	226128.0	711304.0	313254.0	103930.0	55907.0	411987.0	1014151.0	334599.0	3688475.0	52815.0	803631.0	909311.0	88810.0	32107.0	261860.0	55458.0	55555.0	507279.0	446052.0	214819.0	150533.0	186853.0	210446.0	283809.0	682798.0	669903.0	406785.0	90441.0	530535.0	108470.0	219756.0	103760.0	101230.0	93723.0	89541.0	206233.0	209662.0	207836.0	222282.0
194.08105@3.9308848	2	121173.0	300983.0	777401.0	433836.0	1045749.0	107897.0	559255.0	463757.0	105127.0	513766.0	2575164.0	3263961.0	1418588.0	460146.0	196507.0	1112847.0	6327377.0	3992759.0	551585.0	303381.0	246634.0	695790.0	2335514.0	2597094.0	5611348.0	819008.0	1147280.0	145531.0	706532.0	2868889.0	1627353.0	124151.0	1517905.0	1303527.0	1701301.0	2983428.0	1609714.0	1574879.0	1476513.0	1460030.0	3118493.0	2988808.0	3044372.0	3053817.0
297.14@3.9384677	2	35080.0	29156.0	52591.0	27812.0	29694.0	36551.0	60277.0	60053.0	31915.0	41236.0	17367.0	61832.0	39786.0	102732.0	1.0	76951.0	46652.0	60246.0	37743.0	63833.0	34375.0	42251.0	55032.0	92330.0	57068.0	39377.0	29331.0	34396.0	113539.0	80211.0	64565.0	251656.0	51317.0	73884.0	31426.0	54966.0	26336.0	26208.0	24785.0	20825.0	56384.0	56511.0	56545.0	55586.0
371.12155@3.9395094	2	35626.0	61542.0	130167.0	1.0	23661.0	40485.0	1.0	54061.0	44232.0	47367.0	44806.0	99939.0	30195.0	114381.0	23963.0	80952.0	78945.0	43264.0	18903.0	12607.0	48125.0	54427.0	69198.0	15017.0	119653.0	26935.0	1.0	45305.0	78930.0	31648.0	68990.0	94013.0	62439.0	38593.0	25817.0	62763.0	25837.0	25798.0	23558.0	22332.0	61345.0	58268.0	59904.0	62777.0
794.6382@3.9464428	2	18213.0	18070.0	44344.0	21290.0	15675.0	25925.0	59358.0	32937.0	17448.0	17980.0	22372.0	112598.0	15320.0	46634.0	16155.0	47928.0	47942.0	50821.0	15615.0	27461.0	15918.0	17642.0	46611.0	48613.0	48907.0	1.0	28052.0	16187.0	82116.0	46738.0	42063.0	43394.0	22575.0	69483.0	12273.0	23163.0	11392.0	10486.0	10144.0	10719.0	23218.0	21961.0	22091.0	24218.0
245.16328@3.9587338	2	274631.0	198494.0	567486.0	169985.0	403732.0	155669.0	449926.0	281965.0	163458.0	122288.0	146087.0	362173.0	308419.0	599543.0	116194.0	434245.0	418062.0	668185.0	143223.0	278593.0	167676.0	474699.0	581977.0	444952.0	824090.0	121299.0	128964.0	183300.0	311776.0	287989.0	415536.0	265993.0	198788.0	295634.0	157742.0	284696.0	150436.0	145951.0	130686.0	131325.0	286924.0	287507.0	290557.0	284918.0
470.34738@3.9699073	2	161785.0	193475.0	309613.0	151807.0	139468.0	275932.0	584255.0	265770.0	131273.0	126297.0	124251.0	1011341.0	147516.0	383856.0	158228.0	383997.0	452916.0	500127.0	136590.0	250702.0	184761.0	113462.0	379457.0	422778.0	362724.0	132811.0	294571.0	132090.0	793196.0	364534.0	340008.0	420778.0	189326.0	677619.0	58832.0	119908.0	55648.0	54040.0	52292.0	49639.0	111256.0	119405.0	120695.0	120811.0
214.11858@4.037224	2	89365.0	198812.0	172720.0	340715.0	162469.0	271002.0	1.0	144433.0	230181.0	57930.0	308894.0	1.0	353508.0	128015.0	51465.0	148724.0	570590.0	627429.0	73829.0	576869.0	51745.0	71488.0	147843.0	338638.0	90909.0	188313.0	76658.0	230415.0	1.0	189936.0	679773.0	136130.0	50171.0	1.0	132766.0	1.0	110182.0	94812.0	112760.0	109314.0	1.0	1919711.0	1.0	1.0
245.16328@4.0399055	2	465346.0	261008.0	645772.0	311679.0	598540.0	283505.0	834180.0	769389.0	221863.0	156504.0	249008.0	786917.0	311948.0	1680449.0	189677.0	465230.0	628025.0	1086750.0	207155.0	552734.0	182444.0	441767.0	457272.0	470402.0	1158336.0	117306.0	133160.0	298026.0	303970.0	388016.0	735394.0	455650.0	291519.0	328606.0	201558.0	371493.0	191894.0	194056.0	184087.0	178212.0	366831.0	392426.0	378801.0	373878.0
155.16766@4.0563154	2	53522.0	50267.0	88572.0	44336.0	1.0	47090.0	97885.0	69834.0	1.0	39329.0	48586.0	137986.0	51835.0	156335.0	40660.0	85944.0	87314.0	83749.0	58872.0	73202.0	53587.0	53710.0	114709.0	109741.0	83537.0	1.0	47463.0	1.0	96867.0	81779.0	96714.0	241753.0	69086.0	110949.0	1.0	63988.0	36083.0	1.0	31987.0	32258.0	66578.0	71031.0	68669.0	65943.0
148.05255@4.0844593	1	1.0	45383.0	72784.0	1.0	1.0	34331.0	75617.0	82054.0	1.0	1.0	1.0	77586.0	45235.0	124019.0	1.0	63031.0	83852.0	62044.0	48119.0	66670.0	55215.0	50704.0	82824.0	73132.0	67031.0	1.0	1.0	29958.0	74894.0	71256.0	92400.0	129239.0	74478.0	84563.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
235.12119@4.0844874	1	34421.0	1.0	60927.0	30001.0	1.0	27044.0	1.0	55963.0	1.0	24861.0	1.0	69871.0	1.0	101139.0	39207.0	48114.0	61132.0	48747.0	37695.0	48810.0	42890.0	44202.0	70161.0	1.0	64310.0	1.0	32841.0	1.0	61852.0	60253.0	71088.0	88916.0	57063.0	70844.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
371.24185@4.0873394	2	14825.0	13070.0	40657.0	15935.0	14579.0	14483.0	52768.0	15975.0	1.0	13745.0	16774.0	77744.0	14501.0	37734.0	15671.0	50168.0	40065.0	36615.0	14979.0	21880.0	11907.0	15941.0	42162.0	42074.0	49662.0	18134.0	25113.0	13128.0	55005.0	32105.0	24759.0	36498.0	14982.0	53816.0	1.0	23078.0	1.0	1.0	1.0	1.0	17422.0	21673.0	21652.0	22496.0
264.1114@4.160547	2	282070.0	76859.0	239312.0	114398.0	270593.0	141593.0	361861.0	436117.0	191687.0	119875.0	140970.0	214293.0	239259.0	440970.0	74508.0	748690.0	399879.0	890962.0	76799.0	305899.0	26085.0	390807.0	206346.0	283723.0	137476.0	80812.0	74044.0	104742.0	321599.0	146485.0	253290.0	242184.0	96598.0	295254.0	134508.0	284944.0	126968.0	136738.0	127046.0	129357.0	74374.0	260505.0	256279.0	288315.0
266.14243@4.173899	2	1.0	57433.0	690354.0	172496.0	670728.0	168993.0	166861.0	1.0	351337.0	233679.0	37210.0	730736.0	197253.0	154621.0	395044.0	259948.0	47542.0	1.0	427397.0	30472.0	262670.0	564555.0	738779.0	664037.0	1261506.0	556681.0	480131.0	105306.0	157826.0	514926.0	37413.0	105725.0	146894.0	236095.0	567391.0	914734.0	523615.0	531617.0	499563.0	490064.0	893597.0	957413.0	946486.0	941814.0
254.1426@4.1746287	2	1.0	156745.0	1906760.0	491865.0	1829947.0	455522.0	423044.0	1.0	978730.0	648434.0	98525.0	2005466.0	540972.0	407830.0	1119402.0	696754.0	118077.0	50184.0	1187836.0	78326.0	735567.0	1565412.0	2003787.0	1821039.0	3598960.0	1551391.0	1318485.0	287518.0	443350.0	1388736.0	92190.0	271132.0	402694.0	620835.0	1566530.0	2553218.0	1474381.0	1461410.0	1394711.0	1375449.0	2529429.0	2621010.0	2611248.0	2616647.0
217.20456@4.193804	2	43557.0	34991.0	55079.0	35745.0	1.0	32051.0	67655.0	38174.0	34709.0	27646.0	1.0	72959.0	37623.0	92186.0	1.0	78610.0	64572.0	58193.0	49229.0	51842.0	1.0	27815.0	66278.0	66138.0	45917.0	1.0	36526.0	1.0	68703.0	54961.0	70897.0	183444.0	40821.0	80887.0	32003.0	47349.0	29533.0	1.0	26905.0	25688.0	50752.0	50598.0	48381.0	48327.0
159.12624@4.2254343	2	1.0	42362.0	81750.0	111075.0	39416.0	36308.0	90436.0	156811.0	38348.0	98936.0	74207.0	117180.0	132754.0	160610.0	44019.0	143414.0	170644.0	79399.0	1.0	102994.0	44100.0	65814.0	37388.0	59555.0	1.0	1.0	45567.0	1.0	106767.0	138336.0	391225.0	122708.0	33789.0	147916.0	49179.0	86145.0	39237.0	1.0	39562.0	1.0	68135.0	64097.0	62057.0	87177.0
734.4636@4.3141713	1	10968.0	8795.0	28788.0	11050.0	1.0	1.0	36324.0	1.0	11810.0	10467.0	10050.0	64297.0	1.0	26894.0	10522.0	32167.0	26989.0	37541.0	1.0	18351.0	11092.0	9635.0	22187.0	29782.0	26873.0	11355.0	20004.0	9334.0	63140.0	26164.0	22759.0	29431.0	10038.0	45852.0	1.0	10387.0	1.0	1.0	1.0	1.0	1.0	12007.0	1.0	12316.0
678.50543@4.3141255	1	22290.0	18248.0	45052.0	22040.0	1.0	1.0	55955.0	28776.0	21019.0	16680.0	1.0	86907.0	18927.0	38264.0	17193.0	46422.0	1.0	46763.0	16906.0	32832.0	20515.0	22049.0	1.0	40961.0	1.0	21640.0	30142.0	1.0	87447.0	37739.0	36600.0	46886.0	20478.0	59974.0	1.0	21002.0	1.0	1.0	1.0	1.0	1.0	1.0	19572.0	1.0
710.53217@4.3445525	1	11740.0	8664.0	1.0	10935.0	8378.0	14396.0	33759.0	17308.0	12416.0	1.0	10368.0	69650.0	1.0	25454.0	1.0	33761.0	23694.0	28737.0	10829.0	21435.0	1.0	12615.0	23407.0	22896.0	26428.0	1.0	18345.0	8259.0	54028.0	23895.0	20450.0	25220.0	10666.0	39220.0	1.0	10169.0	1.0	1.0	1.0	1.0	10154.0	12710.0	1.0	9978.0
285.2307@4.355463	2	38980.0	45284.0	16600.0	47491.0	1.0	60204.0	44316.0	70487.0	18268.0	35708.0	24210.0	1.0	66907.0	1.0	17529.0	15509.0	32637.0	26840.0	19241.0	30437.0	59146.0	82036.0	36298.0	20937.0	30082.0	1.0	29574.0	19415.0	1.0	49184.0	35267.0	36280.0	24661.0	14377.0	79779.0	1.0	64422.0	30475.0	42812.0	1.0	54347.0	38109.0	28687.0	1.0
372.22577@4.418216	2	24813.0	18569.0	57191.0	23136.0	17950.0	29834.0	76360.0	36416.0	22940.0	18848.0	23737.0	115706.0	22159.0	58170.0	14252.0	65698.0	51081.0	59946.0	27056.0	43764.0	22877.0	23007.0	57471.0	62439.0	65723.0	23913.0	37039.0	19713.0	122897.0	48901.0	47320.0	62151.0	22503.0	99216.0	11069.0	31893.0	11574.0	14179.0	11017.0	12783.0	30454.0	29864.0	32607.0	32647.0
243.06825@4.4238687	2	69438.0	195407.0	276972.0	38297.0	88887.0	143336.0	321558.0	112200.0	129834.0	291061.0	204758.0	521958.0	260515.0	225912.0	298824.0	366190.0	555200.0	554175.0	113618.0	213959.0	317551.0	67117.0	229140.0	178025.0	567856.0	62589.0	221449.0	221621.0	193198.0	335228.0	104456.0	587691.0	90166.0	1.0	54788.0	94951.0	54782.0	50460.0	48655.0	47978.0	96401.0	101103.0	100070.0	98124.0
187.04189@4.42378	2	1.0	126942.0	171564.0	1.0	1.0	90835.0	197312.0	65132.0	84278.0	182933.0	125790.0	314524.0	147253.0	129954.0	179137.0	211541.0	335560.0	336249.0	69290.0	122230.0	184792.0	36957.0	139007.0	110557.0	337486.0	1.0	137025.0	133442.0	112923.0	212486.0	59375.0	344368.0	50867.0	1.0	1.0	58676.0	1.0	1.0	1.0	1.0	56780.0	55810.0	61787.0	57537.0
260.0949@4.419064	2	160628.0	490220.0	707873.0	104342.0	214733.0	355262.0	815607.0	288096.0	329745.0	713589.0	466071.0	1330298.0	655096.0	528204.0	746402.0	852122.0	1430505.0	1433018.0	280852.0	512898.0	791442.0	173653.0	586750.0	443908.0	1480861.0	160863.0	559671.0	552990.0	473681.0	865693.0	257932.0	1556750.0	224798.0	1.0	142428.0	241621.0	132759.0	132593.0	115691.0	112860.0	246259.0	259376.0	251079.0	234308.0
316.15744@4.423855	2	3281597.0	9526298.0	1.4096546E7	1906561.0	4110981.0	6981852.0	1.6117256E7	5622264.0	6245616.0	1.4241721E7	9880959.0	2.4508064E7	1.2599876E7	1.1675389E7	1.4363142E7	1.8628164E7	2.5523866E7	2.5414532E7	5277761.0	1.0974648E7	1.5439473E7	3259612.0	1.1768337E7	8903101.0	2.5824942E7	2921751.0	1.091635E7	1.0684126E7	9760890.0	1.698947E7	5369578.0	2.6974514E7	4222650.0	1.0	2698657.0	4837847.0	2529130.0	2488351.0	2345222.0	2315388.0	4821007.0	5085373.0	4971409.0	5073434.0
651.4053@4.455738	1	96600.0	156568.0	556399.0	72936.0	409985.0	266885.0	303120.0	452059.0	195828.0	347189.0	191187.0	174575.0	101265.0	312549.0	35492.0	263221.0	427340.0	560602.0	48069.0	542151.0	1.0	1.0	1.0	1.0	21852.0	1.0	21902.0	3789094.0	1.0	11886.0	187789.0	372173.0	63166.0	1.0	1.0	10983.0	1.0	1.0	1.0	1.0	9950.0	1.0	9365.0	1.0
772.54785@4.4961576	2	16569.0	7867.0	31608.0	14798.0	8914.0	15467.0	34067.0	17418.0	13379.0	12308.0	13881.0	71690.0	10853.0	27642.0	11190.0	33462.0	27538.0	36951.0	13137.0	23836.0	15058.0	14230.0	32272.0	29985.0	26303.0	13321.0	19050.0	10770.0	72956.0	27446.0	25890.0	29298.0	9337.0	45004.0	1.0	12519.0	1.0	1.0	1.0	1.0	1.0	11104.0	11824.0	10926.0
329.11203@4.5112605	1	19382.0	1.0	25228.0	1.0	21600.0	18305.0	32163.0	26218.0	18898.0	1.0	1.0	31764.0	20761.0	92975.0	1.0	48588.0	24229.0	27223.0	26792.0	31733.0	25716.0	27325.0	39863.0	48014.0	28076.0	1.0	1.0	1.0	55401.0	41832.0	40200.0	236886.0	44892.0	46277.0	1.0	37611.0	18563.0	17565.0	1.0	1.0	37599.0	36677.0	40295.0	37951.0
215.05959@4.511458	2	91469.0	113820.0	140508.0	67134.0	40584.0	106178.0	158149.0	132058.0	70828.0	85151.0	78192.0	208047.0	70268.0	99412.0	72133.0	186927.0	174669.0	144290.0	107160.0	126356.0	1.0	54255.0	148873.0	166466.0	144505.0	64805.0	77078.0	69261.0	213096.0	131285.0	179273.0	872035.0	1.0	312210.0	57817.0	104763.0	53112.0	56684.0	51095.0	49959.0	109488.0	104534.0	103822.0	106297.0
922.6857@4.5223026	2	506601.0	463963.0	1258155.0	620580.0	397903.0	616208.0	1458945.0	826521.0	566768.0	501611.0	574040.0	2341604.0	456184.0	1103315.0	458624.0	1258604.0	980188.0	1164649.0	527434.0	988576.0	537376.0	583764.0	1046464.0	1035794.0	1059934.0	551497.0	691891.0	450708.0	2127252.0	1077533.0	1025502.0	1149818.0	504913.0	1739220.0	296391.0	552927.0	285874.0	284932.0	264707.0	268748.0	578836.0	587952.0	558017.0	577674.0
778.59503@4.6736736	1	7534.0	8281.0	17677.0	1.0	1.0	1.0	31395.0	13225.0	1.0	1.0	1.0	47685.0	1.0	16023.0	6384.0	24602.0	19528.0	24503.0	1.0	18513.0	7527.0	8099.0	20962.0	19871.0	21640.0	9547.0	12175.0	1.0	46628.0	18891.0	19127.0	24455.0	7140.0	33689.0	1.0	8223.0	1.0	1.0	1.0	1.0	1.0	7531.0	1.0	6709.0
237.0828@4.6734695	2	50031.0	41573.0	84073.0	35764.0	41340.0	40823.0	108198.0	75348.0	39508.0	52741.0	33255.0	102677.0	47479.0	160751.0	34032.0	99346.0	91700.0	78418.0	48939.0	80853.0	55255.0	53198.0	101748.0	102984.0	78240.0	41824.0	45070.0	31742.0	105735.0	89455.0	106512.0	466213.0	76687.0	120069.0	1.0	57905.0	35670.0	33319.0	31142.0	28703.0	62470.0	59722.0	56222.0	59366.0
823.5804@4.7119637	2	10912.0	12101.0	47700.0	1.0	1.0	21647.0	54655.0	30741.0	12127.0	1.0	19834.0	125752.0	9683.0	43168.0	9065.0	50270.0	38005.0	46443.0	12416.0	38499.0	10222.0	19186.0	55200.0	59702.0	72094.0	14240.0	30158.0	1.0	114509.0	52373.0	37368.0	43838.0	10792.0	93514.0	1.0	17772.0	1.0	1.0	1.0	1.0	15371.0	13098.0	17118.0	17251.0
401.17593@4.7361107	1	32585.0	456747.0	272515.0	1.0	1.0	440417.0	50871.0	19410.0	1.0	30008.0	108678.0	1.0	1.0	18958.0	1.0	55210.0	26809.0	39114.0	92329.0	33572.0	1421155.0	18369.0	4128628.0	1851526.0	3.5831932E7	3737713.0	1575163.0	1.2413713E7	1.2206494E7	3310487.0	68812.0	299035.0	147648.0	17732.0	2.5230284E7	4.474206E7	2.5101696E7	2.3758952E7	2.3042912E7	2.3307538E7	4.4479488E7	4.5041736E7	4.4183592E7	4.4630056E7
598.39514@4.737612	1	100964.0	105880.0	170767.0	120385.0	1.0	129271.0	351282.0	188853.0	116892.0	1.0	116025.0	345114.0	1.0	272550.0	1.0	312153.0	261713.0	293307.0	122306.0	250325.0	127830.0	114318.0	270650.0	286123.0	185277.0	133561.0	154572.0	1.0	335768.0	249258.0	224210.0	281399.0	1.0	395593.0	33258.0	149211.0	1.0	1.0	1.0	54814.0	89186.0	124189.0	146514.0	144986.0
990.74774@4.830578	2	32981.0	32437.0	90499.0	37080.0	21890.0	39417.0	105252.0	60998.0	33669.0	31705.0	35866.0	143374.0	27383.0	77554.0	28601.0	97174.0	76714.0	88551.0	35884.0	71640.0	38987.0	38178.0	77870.0	76632.0	74199.0	34515.0	51117.0	33372.0	154938.0	79195.0	80524.0	83306.0	32552.0	124991.0	18693.0	35196.0	16993.0	17540.0	16437.0	15260.0	34985.0	36027.0	33230.0	30460.0
269.12698@4.896269	2	127374.0	291137.0	369689.0	324466.0	193856.0	56165.0	475524.0	85399.0	124270.0	94028.0	175008.0	178475.0	113462.0	303442.0	55783.0	234147.0	233208.0	226157.0	118868.0	410551.0	235850.0	91666.0	142446.0	125913.0	537364.0	94438.0	65264.0	216165.0	286463.0	193503.0	133114.0	357306.0	56819.0	220544.0	150674.0	289470.0	142177.0	129245.0	131508.0	119021.0	271024.0	264160.0	257992.0	295728.0
177.07957@4.8949995	2	541842.0	798043.0	63554.0	669399.0	512966.0	174679.0	114677.0	558250.0	567977.0	279612.0	728106.0	823639.0	425904.0	66551.0	147567.0	1032159.0	705326.0	1162319.0	418474.0	824703.0	341165.0	68180.0	183098.0	722316.0	344183.0	258954.0	199403.0	890507.0	237000.0	555280.0	1067067.0	939393.0	522664.0	116958.0	498961.0	719785.0	474178.0	446649.0	446434.0	438145.0	827644.0	817666.0	796951.0	748068.0
135.03226@4.906388	2	1079800.0	1416617.0	1890011.0	1014206.0	910679.0	337544.0	3431878.0	1283741.0	1194149.0	545710.0	1481370.0	1978423.0	811285.0	3596225.0	276748.0	2570272.0	1448138.0	2670139.0	831500.0	1360998.0	473049.0	1.0	256443.0	1631904.0	157417.0	446005.0	395890.0	1809364.0	272196.0	1081967.0	2578191.0	1850259.0	1191811.0	48791.0	984744.0	1556933.0	925703.0	874878.0	860559.0	828968.0	1653447.0	1648400.0	1617964.0	1573061.0
221.1061@4.9073405	2	907591.0	1169026.0	1500704.0	851720.0	752578.0	295173.0	2842184.0	1087313.0	979347.0	468970.0	1225428.0	1640427.0	703172.0	3030915.0	249676.0	2119250.0	1198015.0	2222144.0	702633.0	1083588.0	383783.0	1.0	217073.0	1373752.0	1.0	383637.0	348416.0	1485658.0	215841.0	918302.0	2165881.0	1518246.0	1010138.0	1.0	850469.0	1266912.0	812755.0	759438.0	725122.0	699999.0	1345215.0	1360528.0	1349992.0	1297390.0
