# Notes : Entities from the selected region(s) of the Venn diagram:
#EL2 - (EL1 ^ EL2)
#
#EL1 : FF_blank_100%
#    Source Experiment : AH_PoroshellC18_positive
#    Source Organism : Homo sapiens
#    Source Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.AH_PoroshellC18_positive_2017_Aug_08_14_42_33
#
#EL2 : FF80%_K_vs_PEX
#    Source Experiment : AH_PoroshellC18_positive
#    Source Organism : Homo sapiens
#    Source Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.AH_PoroshellC18_positive_2017_Aug_08_14_42_33
#
#
# Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.AH_PoroshellC18_positive_2017_Aug_08_14_42_33
# Owner : gxuser
# Created On : Fri Dec 08 11:35:43 CET 2017
Compound	Number Passed ( FF80%_K_vs_PEX )	K_10(raw)	K_17(raw)	K_19(raw)	K_2(raw)	K_21(raw)	K_22(raw)	K_3(raw)	K_35(raw)	K_36(raw)	K_48(raw)	K_51(raw)	K_52(raw)	K_59(raw)	K_6(raw)	K_61(raw)	K_66(raw)	K_68(raw)	K_70(raw)	K_83(raw)	PEX_30(raw)	PEX_304(raw)	PEX_307(raw)	PEX_308(raw)	PEX_309(raw)	PEX_310(raw)	PEX_312(raw)	PEX_314(raw)	PEX_317(raw)	PEX_320(raw)	PEX_321(raw)	PEX_34(raw)	PEX_69(raw)	PEX_8(raw)	PEX_84(raw)	QC_1(raw)	QC_10(raw)	QC_2(raw)	QC_3(raw)	QC_4(raw)	QC_5(raw)	QC_6(raw)	QC_7(raw)	QC_8(raw)	QC_9(raw)
382.10904@0.98247653	2	182843.0	178002.0	203265.0	133369.0	37470.0	43843.0	79773.0	167292.0	84097.0	227586.0	21115.0	203568.0	156951.0	28019.0	286548.0	267035.0	210447.0	532455.0	154616.0	128024.0	174426.0	23076.0	430362.0	362493.0	82291.0	152763.0	212650.0	1.0	213357.0	436969.0	236448.0	192922.0	91501.0	246646.0	244736.0	434124.0	217350.0	203814.0	196908.0	174747.0	393558.0	371316.0	370236.0	470469.0
139.06123@0.99254733	1	1193322.0	1032931.0	1347042.0	1174672.0	987001.0	758091.0	1.0	2243878.0	1259739.0	807070.0	1.0	2394515.0	1229807.0	1.0	1195493.0	2246161.0	1925730.0	2280686.0	1259250.0	1548326.0	1140798.0	1.0	2826740.0	1.0	1.0	685641.0	792714.0	900935.0	1.0	3041646.0	2280686.0	1.0	764694.0	1534912.0	946838.0	1775380.0	911075.0	865864.0	821705.0	805139.0	1769979.0	1726848.0	1705464.0	1.0
117.079@1.0029826	2	1.0	5400125.0	5889334.0	7434771.0	1.2673687E7	6198908.0	6655932.0	1.6818206E7	8709236.0	3325762.0	2906450.0	1.6709845E7	6698219.0	2.3650124E7	4519649.0	8957280.0	1.2931497E7	1.2370593E7	7744782.0	1.2746701E7	5845739.0	1.1863768E7	1.6253477E7	2.3703062E7	2.2794972E7	1.0	2143401.0	5446250.0	1.2856871E7	1.6444272E7	1.7974428E7	1.4758494E7	4741827.0	9345965.0	4231268.0	9396355.0	4379271.0	4280310.0	1.0	1.0	9908035.0	9248377.0	9438129.0	9303427.0
192.14803@1.0143834	2	1.0	60276.0	145088.0	54142.0	271940.0	54169.0	269922.0	168549.0	96097.0	47812.0	67666.0	140731.0	75455.0	311247.0	1.0	223606.0	222871.0	177748.0	66909.0	219655.0	51832.0	226970.0	130077.0	223753.0	247324.0	1.0	1.0	43456.0	85772.0	119787.0	127452.0	376557.0	147205.0	158155.0	113330.0	335863.0	142691.0	133723.0	134489.0	140306.0	287207.0	236914.0	250913.0	320581.0
308.12195@1.0337502	1	13106.0	60904.0	87110.0	1.0	26674.0	36162.0	11364.0	99063.0	51807.0	26388.0	1.0	43007.0	1.0	1.0	1.0	38926.0	28548.0	62656.0	61023.0	108052.0	41966.0	36698.0	81426.0	127110.0	75310.0	29011.0	1.0	27073.0	44007.0	128713.0	100830.0	60280.0	1.0	66195.0	17819.0	64864.0	1.0	25668.0	23441.0	27608.0	42845.0	65051.0	39510.0	56764.0
113.05892@1.0509243	2	7113597.0	6845701.0	1.5392972E7	7224973.0	8952625.0	5675641.0	1.5558922E7	1.308494E7	8198240.0	5218279.0	6372126.0	1.1339379E7	6106135.0	1.8521826E7	4469905.0	1.6419142E7	1.2957223E7	1.8308174E7	7469432.0	1.1809877E7	7567574.0	1.3297157E7	1.3712961E7	1.7476116E7	1.9615788E7	4575678.0	5161586.0	9259178.0	1.2711689E7	1.1116038E7	1.6455431E7	1.8939438E7	5663177.0	1.1830604E7	6269148.0	1.34367E7	6390976.0	5912260.0	5923008.0	5939664.0	1.268285E7	1.1805269E7	1.2049989E7	1.3169469E7
128.05869@1.0590998	2	1290469.0	266249.0	1866886.0	612251.0	1968635.0	331585.0	1042874.0	928094.0	1050316.0	174436.0	603295.0	1326752.0	1194817.0	2427887.0	630518.0	1290526.0	1599646.0	2371898.0	1284531.0	1.0	855027.0	3440594.0	2217560.0	3461975.0	5609152.0	1.0	161737.0	2230995.0	1233680.0	1.0	4310514.0	1141901.0	1871450.0	704367.0	449149.0	1122516.0	526244.0	485179.0	481160.0	524814.0	1131121.0	1000431.0	1037644.0	1062446.0
82.0531@1.0625105	2	199332.0	1.0	419557.0	91493.0	364918.0	25204.0	249974.0	212654.0	192359.0	1.0	118296.0	263176.0	174926.0	464288.0	106646.0	240771.0	358160.0	553575.0	188040.0	78843.0	147978.0	510793.0	495722.0	811788.0	1326758.0	1.0	1.0	337464.0	233600.0	89239.0	1031045.0	275503.0	256287.0	148712.0	1.0	216529.0	79056.0	1.0	1.0	82833.0	265717.0	243868.0	250117.0	204077.0
137.04784@1.0680941	2	133597.0	291409.0	153659.0	193132.0	595858.0	288840.0	579558.0	530227.0	119032.0	152504.0	725871.0	2768308.0	917890.0	527493.0	220071.0	1328167.0	1228721.0	1136192.0	439964.0	236166.0	169220.0	606242.0	622024.0	246455.0	6490078.0	306485.0	407416.0	106085.0	511212.0	1419384.0	941520.0	495725.0	220544.0	339458.0	718335.0	1533065.0	774670.0	744578.0	722312.0	718327.0	1599404.0	1497078.0	1515798.0	1450289.0
248.1489@1.0796417	1	1.0	42877.0	44909.0	41610.0	1.0	36913.0	40400.0	81273.0	1.0	33433.0	18386.0	53203.0	25478.0	87001.0	1.0	71224.0	44772.0	22083.0	21427.0	45952.0	26822.0	21508.0	45806.0	28341.0	40028.0	23908.0	1.0	1.0	71598.0	57452.0	36555.0	33378.0	21524.0	50729.0	26377.0	52091.0	26182.0	24320.0	23428.0	18131.0	40172.0	40495.0	40630.0	57655.0
115.06332@1.0777271	2	1889602.0	1462962.0	8452934.0	2460057.0	7816720.0	3249334.0	6481906.0	4938946.0	1847823.0	1147523.0	1928046.0	5642620.0	2141377.0	1.9129674E7	1765072.0	4059875.0	6077401.0	6964032.0	1835268.0	6012971.0	2140056.0	6611236.0	5488509.0	7760662.0	1.048514E7	2482949.0	981653.0	3396014.0	4381382.0	4509590.0	8826018.0	1.2942731E7	2627183.0	3682209.0	1908361.0	6616134.0	2574466.0	2366362.0	2391980.0	2518704.0	5385697.0	4554945.0	4705517.0	6181931.0
89.04782@1.0825558	2	354678.0	673156.0	901055.0	542501.0	388259.0	827515.0	832683.0	1060966.0	526278.0	536541.0	418811.0	384048.0	406372.0	436147.0	513787.0	649885.0	599527.0	385000.0	458264.0	940142.0	611975.0	489931.0	787198.0	739024.0	645607.0	743819.0	558320.0	660979.0	557025.0	859629.0	832350.0	768662.0	460285.0	812623.0	443857.0	613520.0	516597.0	525636.0	506290.0	578179.0	840745.0	810337.0	829952.0	567759.0
145.1106@1.0954311	2	671203.0	502893.0	1972279.0	756913.0	1874745.0	633172.0	1055064.0	1671122.0	674538.0	306471.0	526937.0	1247463.0	708148.0	2038785.0	423223.0	1450799.0	992824.0	1503597.0	517552.0	282899.0	476202.0	2227947.0	1436700.0	215055.0	4054984.0	453725.0	420034.0	801510.0	1395042.0	913083.0	2009774.0	1460509.0	640458.0	896106.0	510362.0	936686.0	494369.0	485743.0	471083.0	453517.0	932773.0	898400.0	915993.0	950602.0
275.11212@1.1082661	2	266449.0	357771.0	894454.0	417729.0	643081.0	559995.0	456779.0	755423.0	338857.0	269134.0	245943.0	573117.0	298643.0	707513.0	238883.0	733895.0	669286.0	514057.0	307368.0	851958.0	248723.0	549569.0	634604.0	671204.0	803934.0	308946.0	174481.0	399681.0	455739.0	689042.0	779162.0	788871.0	344471.0	461543.0	267900.0	610276.0	317362.0	309310.0	288924.0	299648.0	633469.0	560774.0	603410.0	606390.0
140.0588@1.110891	2	95864.0	77530.0	494840.0	253420.0	283366.0	89839.0	1038254.0	201497.0	195780.0	213121.0	109205.0	896877.0	481528.0	1573495.0	208572.0	533238.0	294610.0	613908.0	1.0	322937.0	160560.0	558293.0	786696.0	1.0	1009055.0	497723.0	433679.0	1.0	1.0	746999.0	470729.0	322741.0	159905.0	273469.0	438620.0	927519.0	477912.0	461893.0	450040.0	449124.0	969396.0	873948.0	918966.0	900106.0
189.06416@1.1131567	1	350255.0	28535.0	232347.0	238909.0	1.0	36633.0	311942.0	84466.0	26255.0	137209.0	108350.0	66891.0	240133.0	257270.0	322528.0	540739.0	287766.0	179050.0	31736.0	23773.0	1.0	1.0	36238.0	60614.0	28629.0	1.0	1.0	27879.0	1.0	86406.0	69841.0	247855.0	345957.0	31492.0	293154.0	644264.0	352696.0	324813.0	312866.0	320334.0	624418.0	557399.0	576929.0	626095.0
202.14362@1.112703	2	1090952.0	981717.0	2918135.0	1495413.0	1309485.0	1512829.0	2143885.0	2566324.0	1079811.0	1165022.0	1414121.0	1682453.0	1001210.0	1994796.0	978042.0	2089061.0	1534859.0	1016956.0	507256.0	2449161.0	524839.0	1253440.0	2343682.0	2176243.0	1575528.0	903667.0	1194894.0	1019407.0	1837418.0	1657558.0	2330730.0	2313164.0	1422082.0	1793596.0	878414.0	1705788.0	905404.0	875586.0	814803.0	847097.0	1740629.0	1605150.0	1656121.0	1679330.0
426.08862@1.1150782	2	94785.0	140640.0	340630.0	175285.0	107285.0	188297.0	142455.0	306223.0	98962.0	134338.0	101688.0	282305.0	179812.0	257241.0	140780.0	262191.0	269153.0	242807.0	122404.0	359243.0	128355.0	134532.0	349678.0	292268.0	254578.0	196050.0	131685.0	239563.0	229201.0	337066.0	246232.0	438721.0	133796.0	245472.0	143542.0	336148.0	159622.0	160605.0	150166.0	149698.0	319891.0	284158.0	300890.0	331507.0
364.09805@1.1184043	1	1.0	1.0	39206.0	35037.0	41948.0	40852.0	33086.0	18795.0	22380.0	1.0	26762.0	273927.0	1.0	1.0	1.0	78113.0	32033.0	50959.0	1.0	49296.0	1.0	1.0	16280.0	217882.0	101648.0	34414.0	744367.0	36612.0	68981.0	54171.0	31985.0	76422.0	58454.0	69498.0	30970.0	57508.0	29233.0	1.0	25483.0	26232.0	61813.0	48851.0	58029.0	58758.0
185.09927@1.1190501	2	339041.0	65291.0	83706.0	269517.0	30690.0	68807.0	838750.0	278277.0	26982.0	39037.0	287195.0	51221.0	219891.0	519348.0	1055308.0	141122.0	401145.0	566663.0	19489.0	167102.0	1.0	31782.0	175271.0	97830.0	219791.0	1.0	140561.0	48243.0	34690.0	401021.0	92418.0	292978.0	195071.0	40644.0	287709.0	609209.0	340819.0	334595.0	311720.0	328251.0	1.0	590492.0	631458.0	578937.0
229.08904@1.119281	2	1165043.0	183161.0	224313.0	839924.0	93435.0	168812.0	2830428.0	831506.0	69780.0	122055.0	883154.0	139597.0	672064.0	1700410.0	3963762.0	420185.0	1222243.0	1866071.0	46726.0	481176.0	23555.0	68411.0	503267.0	251363.0	615978.0	43601.0	423980.0	126447.0	101002.0	1280658.0	274877.0	824431.0	611848.0	114699.0	931006.0	2004011.0	1068496.0	1009837.0	974815.0	985531.0	2152770.0	1924493.0	2030867.0	2002173.0
197.08073@1.1229066	2	710532.0	731592.0	1508255.0	567504.0	439507.0	1205654.0	360345.0	1765304.0	1380047.0	582584.0	537280.0	1775958.0	1078272.0	525421.0	483945.0	587780.0	170153.0	562814.0	499106.0	1971785.0	443151.0	496240.0	2056449.0	2071358.0	690767.0	523021.0	573634.0	396869.0	780728.0	1352623.0	1794362.0	776821.0	973236.0	1691831.0	345304.0	687426.0	407425.0	384636.0	368115.0	376236.0	721756.0	635674.0	669092.0	685681.0
218.0541@1.1366153	1	1.0	76719.0	108409.0	1.0	144415.0	262486.0	1.0	373772.0	130684.0	35582.0	1.0	102611.0	1.0	1.0	1.0	1.0	8624.0	1.0	164936.0	456750.0	77736.0	98851.0	161136.0	55548.0	36311.0	15220.0	11433.0	48424.0	1.0	24544.0	351379.0	23226.0	1.0	116102.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
118.00893@1.1295468	2	178468.0	234570.0	457210.0	332666.0	329272.0	204765.0	398612.0	350398.0	111751.0	234657.0	372474.0	689673.0	262281.0	911971.0	320064.0	545947.0	539806.0	157854.0	134327.0	160826.0	111094.0	344790.0	649258.0	380424.0	399459.0	606476.0	460212.0	279080.0	1281153.0	408810.0	301278.0	602694.0	505627.0	510124.0	328686.0	934346.0	406515.0	376900.0	388114.0	379685.0	757774.0	679643.0	686261.0	909512.0
218.09068@1.1382222	2	1.0	250203.0	113006.0	48346.0	119226.0	283732.0	18315.0	406380.0	113992.0	39829.0	40535.0	124035.0	32561.0	30163.0	1.0	98027.0	49463.0	27930.0	203750.0	647518.0	66414.0	110529.0	147273.0	105547.0	58823.0	46546.0	1.0	42589.0	46478.0	36678.0	463760.0	42723.0	1.0	166938.0	35302.0	25055.0	32149.0	31421.0	1.0	1.0	1.0	19182.0	22648.0	24159.0
117.11541@1.1429999	2	7889048.0	1.0	5.0789392E7	2.8264776E7	3.3869732E7	1.2381061E7	5.552364E7	3.748226E7	3.145353E7	2.1001784E7	3.4634024E7	4.8438832E7	2.2416882E7	6.0708752E7	1.2130293E7	5.5808848E7	4.0063544E7	5.4159488E7	2.7948526E7	4.3266704E7	4.6692304E7	2.0219198E7	3.9780288E7	5.0727816E7	5.1150396E7	2.9997186E7	1.6553706E7	4.4804096E7	5.4868572E7	4.3942368E7	5.5845544E7	4.1444984E7	3.2138186E7	3.3566452E7	2.8905236E7	4.3512576E7	2.8662838E7	2.7591072E7	2.7222698E7	2.667068E7	4.2327796E7	4.2560532E7	4.2217904E7	4.2811044E7
89.08391@1.1339473	2	125219.0	175806.0	193306.0	129981.0	171198.0	46914.0	229064.0	103028.0	167650.0	82000.0	187770.0	57188.0	1.0	231341.0	48713.0	204855.0	130577.0	217320.0	132281.0	112186.0	263201.0	1.0	122770.0	190436.0	196101.0	152369.0	64362.0	1.0	208581.0	139066.0	139438.0	138810.0	152123.0	146303.0	120674.0	86081.0	124055.0	129570.0	129910.0	142385.0	144327.0	143580.0	143173.0	130156.0
211.09624@1.1392223	2	76609.0	208300.0	584331.0	67592.0	62063.0	93324.0	414879.0	708828.0	199104.0	383028.0	90917.0	583972.0	1207924.0	803926.0	201638.0	265114.0	436175.0	175768.0	330021.0	777844.0	1.0	242089.0	153815.0	355026.0	126981.0	222115.0	608281.0	105389.0	264352.0	1251397.0	339682.0	692615.0	237640.0	1051396.0	910706.0	1745163.0	1060792.0	980681.0	966755.0	933872.0	1776050.0	1735658.0	1659586.0	1818667.0
176.03264@1.1953797	1	88871.0	102025.0	1.0	1.0	1.0	115549.0	612643.0	181263.0	145328.0	285257.0	123966.0	358182.0	306828.0	504828.0	146039.0	423976.0	373433.0	291122.0	47986.0	1.0	65432.0	1.0	222804.0	120907.0	1.0	1.0	197637.0	1.0	1.0	356697.0	148555.0	444586.0	134183.0	1.0	189923.0	341339.0	183803.0	178395.0	177667.0	163167.0	288998.0	274294.0	265606.0	357297.0
191.02576@1.2002175	2	49888.0	67840.0	304921.0	71096.0	213231.0	162918.0	1.0	110878.0	199508.0	162932.0	139427.0	414752.0	87644.0	383633.0	114326.0	172196.0	1.0	203563.0	80320.0	263291.0	1.0	30915.0	27151.0	1.0	71342.0	1.0	20264.0	20383.0	41979.0	58556.0	121330.0	279558.0	88884.0	75525.0	1.0	45286.0	1.0	1.0	1.0	1.0	38459.0	1.0	38168.0	1.0
168.02888@1.203787	2	627481.0	372952.0	1468990.0	436666.0	1520790.0	1.0	2173344.0	952771.0	842119.0	462590.0	1058367.0	2336125.0	782119.0	2011889.0	520424.0	2281651.0	1395118.0	3611602.0	482433.0	1458539.0	311658.0	1174267.0	943088.0	622294.0	2765561.0	485466.0	596285.0	498331.0	1.0	1518056.0	1413416.0	1962651.0	687965.0	1636309.0	1054380.0	1656522.0	990938.0	963530.0	921920.0	935314.0	1788271.0	1703308.0	1731373.0	1719535.0
84.02109@1.2076002	1	73350.0	1.0	241838.0	100368.0	106960.0	85527.0	241832.0	203841.0	1.0	1.0	1.0	213737.0	115586.0	1.0	1.0	255618.0	295055.0	257545.0	1.0	117168.0	1.0	129458.0	214203.0	152046.0	147476.0	72819.0	86593.0	1.0	155642.0	234698.0	166407.0	246922.0	86473.0	125183.0	79463.0	182122.0	87136.0	1.0	1.0	1.0	204465.0	190428.0	189621.0	186324.0
117.07899@1.2058625	2	1265040.0	1972671.0	2501436.0	1370218.0	1397597.0	1719777.0	2381740.0	2497763.0	1005611.0	2099747.0	1024080.0	4532947.0	1341392.0	4729237.0	1587902.0	5430598.0	3019732.0	2642515.0	1783912.0	1.0	1408262.0	1192376.0	2594534.0	1.0	1.0	1111852.0	1411606.0	1092267.0	4108351.0	2769378.0	2668376.0	2154604.0	2389193.0	4828642.0	1313283.0	4377474.0	1481014.0	1362458.0	1433509.0	1182015.0	2445900.0	2063001.0	2096847.0	4428752.0
117.11539@1.2022418	2	3.0029166E7	3.5271504E7	2.1413902E7	9857912.0	1.4234363E7	3491353.0	2.7365056E7	1.2907816E7	1.1893282E7	6198374.0	1.3732286E7	2.2699714E7	6061233.0	2.7782382E7	2503525.0	2.8543656E7	1.4933849E7	2.7314888E7	9482430.0	2.0810178E7	2.0276742E7	3248593.0	1.3639315E7	9498242.0	2.2321248E7	1.0560733E7	4411926.0	1.0	2.8999264E7	1.6793892E7	2.451778E7	1.4500656E7	1.0306926E7	1.1145931E7	8932134.0	1.711266E7	8835690.0	8642347.0	7960592.0	8242719.0	1.5337898E7	1.5105329E7	1.607363E7	1.7834136E7
118.04203@1.2078072	2	389025.0	435564.0	728992.0	547983.0	405873.0	540406.0	849822.0	747045.0	563288.0	609467.0	1.0	839730.0	501003.0	716903.0	417997.0	689268.0	1379548.0	899299.0	439529.0	1351652.0	565368.0	361613.0	1.0	1.0	663292.0	524204.0	1.0	410169.0	527880.0	960212.0	1139206.0	809412.0	402886.0	1054997.0	402897.0	636238.0	382304.0	379017.0	346970.0	365979.0	709682.0	968424.0	705646.0	644702.0
132.02463@1.2073773	2	348866.0	247821.0	706894.0	714448.0	225447.0	227618.0	723288.0	581754.0	212908.0	597717.0	1.0	649201.0	433722.0	1057939.0	429555.0	851978.0	878710.0	710075.0	233392.0	483779.0	240291.0	327385.0	682472.0	315890.0	485467.0	283380.0	427302.0	248798.0	501144.0	860902.0	1.0	1016044.0	375126.0	711622.0	464325.0	807182.0	468523.0	456628.0	439475.0	430680.0	781973.0	737673.0	750791.0	820595.0
135.0685@1.207153	2	1264608.0	1689234.0	2590837.0	2146879.0	1558091.0	2152917.0	3426273.0	2964417.0	1416902.0	2381536.0	1440365.0	3369321.0	1.0	1.0	1495720.0	2644867.0	5351050.0	3577174.0	1570796.0	5095468.0	2158627.0	1291856.0	3240920.0	1345326.0	2267925.0	1618524.0	1.0	1049968.0	1675423.0	3607392.0	4386031.0	3128958.0	1459335.0	4170008.0	1377433.0	2280812.0	1419314.0	1315823.0	1200391.0	1.0	2497092.0	2403308.0	2431333.0	2302270.0
94.04194@1.2074659	2	199207.0	1.0	451872.0	319990.0	220310.0	367099.0	1.0	503434.0	257910.0	405356.0	223883.0	616177.0	378081.0	667412.0	280351.0	548962.0	883015.0	597076.0	295405.0	975901.0	301150.0	248094.0	660821.0	271025.0	406320.0	311797.0	296040.0	167633.0	318866.0	644846.0	725649.0	537619.0	234908.0	800746.0	229217.0	464443.0	268668.0	219742.0	201594.0	254729.0	487810.0	471551.0	472855.0	557093.0
164.048@1.2071968	2	730357.0	1002585.0	1958604.0	1942073.0	1267895.0	1703034.0	2562963.0	1.0	798410.0	1513239.0	805084.0	2513337.0	1142199.0	1885525.0	1178584.0	1478527.0	3033717.0	2614794.0	960827.0	2795911.0	1.0	743663.0	2306836.0	826670.0	1.0	933058.0	884958.0	860862.0	1.0	2026141.0	2380901.0	2234475.0	885237.0	3150987.0	1067084.0	1315817.0	781234.0	757369.0	724193.0	945168.0	1357158.0	1699754.0	1313143.0	1316297.0
191.1516@1.2080526	1	1.0	1.0	1.0	23745.0	1.0	19214.0	44593.0	13081.0	20227.0	1.0	1.0	70944.0	21053.0	1.0	1.0	30039.0	24172.0	27717.0	25563.0	24598.0	1.0	1.0	22186.0	16247.0	42853.0	11133.0	12261.0	13378.0	34091.0	21392.0	23993.0	33997.0	13218.0	89414.0	1.0	11073.0	1.0	1.0	1.0	1.0	1.0	14563.0	1.0	1.0
147.08977@1.2021402	2	1.0	670841.0	459517.0	585604.0	429414.0	821857.0	1.0	203330.0	443349.0	790943.0	237310.0	1008052.0	114129.0	1315022.0	366564.0	885502.0	185836.0	616620.0	286201.0	705420.0	468455.0	68775.0	49376.0	39462.0	795550.0	220705.0	1.0	371053.0	1.0	865276.0	177702.0	1681476.0	285093.0	1434308.0	352982.0	733741.0	1.0	348932.0	379989.0	329061.0	35846.0	564604.0	630468.0	758123.0
159.1265@1.2084687	2	607320.0	764593.0	1322082.0	396625.0	507530.0	790299.0	670194.0	1496776.0	736919.0	275542.0	604932.0	828385.0	1018492.0	798902.0	468058.0	1874925.0	1230095.0	1041286.0	635476.0	1125038.0	397014.0	637862.0	548148.0	3129527.0	1391045.0	445926.0	569372.0	464065.0	825173.0	624060.0	1393717.0	1112158.0	676628.0	2291723.0	830528.0	1445000.0	784061.0	775014.0	757963.0	738306.0	1491352.0	1287893.0	1437961.0	1447005.0
203.11452@1.2082678	2	8888853.0	6464472.0	1.5369817E7	1.0	1.0	1.061318E7	1.0	1.3148012E7	5380874.0	7079898.0	9110562.0	1.5328203E7	1.27465E7	2.1568242E7	5609267.0	1.8844516E7	1.7340906E7	1.7559784E7	5400567.0	9469880.0	3359593.0	1.0	1.297026E7	1.2411187E7	1.2317588E7	7856959.0	9284899.0	9308014.0	1.2510058E7	1.50601E7	1.1844103E7	1.3938865E7	1.049961E7	1.0	8827332.0	1.3715176E7	8516337.0	8190174.0	7787874.0	7676620.0	1.3948252E7	1.3401407E7	1.3465418E7	1.3851678E7
83.07351@1.185143	1	87565.0	1.0	191081.0	196399.0	1.0	282566.0	389785.0	899205.0	156735.0	261620.0	76140.0	412441.0	1.0	501107.0	1.0	315733.0	463153.0	389880.0	193251.0	1.0	152733.0	1.0	200323.0	111117.0	454429.0	76445.0	147429.0	100256.0	212259.0	452262.0	393933.0	744365.0	70781.0	161169.0	119421.0	54799.0	1.0	1.0	128418.0	1.0	309243.0	281600.0	61185.0	48413.0
143.09483@1.2086481	1	212461.0	130482.0	498669.0	1.0	171335.0	134097.0	398118.0	166249.0	100825.0	196251.0	181069.0	332196.0	1.0	347509.0	158028.0	345416.0	1.0	1.0	1.0	126416.0	1.0	172423.0	189258.0	132449.0	288435.0	182077.0	163922.0	77619.0	152689.0	535354.0	329266.0	1.0	208107.0	774981.0	260581.0	413851.0	259635.0	259653.0	248260.0	233813.0	432344.0	406995.0	422537.0	425583.0
177.0794@1.2095453	1	74925.0	56519.0	905432.0	1.0	54212.0	73741.0	1048198.0	81252.0	1.0	25608.0	39508.0	81827.0	1.0	73047.0	34701.0	688377.0	92040.0	1.0	56508.0	111092.0	1.0	519601.0	1.0	775990.0	774682.0	459855.0	516412.0	407526.0	168945.0	57785.0	130385.0	81990.0	509893.0	126643.0	2875368.0	5266933.0	277611.0	365279.0	2717858.0	2729286.0	5328420.0	5164062.0	5264823.0	5272713.0
122.03711@1.2074566	2	496580.0	802917.0	990301.0	821804.0	603554.0	1.0	1286190.0	1.0	552606.0	855682.0	549944.0	1289062.0	727042.0	1295913.0	574613.0	1022827.0	2153408.0	1496326.0	614116.0	2105384.0	791097.0	537541.0	1243812.0	495392.0	879981.0	621441.0	565196.0	1.0	662987.0	1473617.0	1837853.0	1195097.0	589179.0	1621859.0	538980.0	873359.0	514029.0	499908.0	471699.0	523987.0	972210.0	951134.0	936120.0	876480.0
228.1482@1.2097338	2	680762.0	591718.0	3166195.0	867421.0	1778041.0	765511.0	1438828.0	1484879.0	838845.0	647101.0	881428.0	1607610.0	724491.0	2821368.0	530692.0	1746081.0	1595648.0	3354810.0	622206.0	1317337.0	468542.0	2421621.0	1749999.0	1462366.0	4142990.0	497481.0	707432.0	643273.0	1272310.0	1205877.0	1864129.0	3757403.0	749215.0	1095704.0	877555.0	1545202.0	843749.0	838404.0	795645.0	795230.0	1571948.0	1552940.0	1533601.0	1521976.0
136.03886@1.2088333	2	221474.0	1.0	416786.0	620850.0	379591.0	270326.0	1650922.0	736905.0	390463.0	835751.0	536730.0	1637930.0	550029.0	3772880.0	501774.0	1180261.0	757107.0	1034236.0	407979.0	712083.0	583960.0	279285.0	532931.0	467779.0	1.0	417688.0	364060.0	489142.0	748480.0	862462.0	961839.0	1927082.0	413331.0	415336.0	1.0	645054.0	1.0	1.0	1.0	351933.0	1.0	648871.0	1.0	643978.0
386.13272@1.2062345	1	38913.0	1.0	92910.0	52099.0	38665.0	1.0	1.0	1.0	1.0	75269.0	35557.0	182477.0	41942.0	180225.0	50292.0	1.0	154334.0	97920.0	29068.0	1.0	42201.0	55028.0	55256.0	23898.0	60787.0	34260.0	25113.0	1.0	71444.0	83791.0	108950.0	114251.0	53849.0	1.0	1.0	71361.0	38784.0	39222.0	1.0	35079.0	75654.0	71321.0	71501.0	84098.0
185.10555@1.2087322	2	1.0	79417.0	95137.0	85486.0	50536.0	86633.0	133563.0	130884.0	49865.0	60826.0	71377.0	99913.0	78994.0	142772.0	1.0	142601.0	248475.0	1.0	51210.0	97169.0	34898.0	36735.0	52129.0	87410.0	102086.0	30697.0	49492.0	39640.0	66804.0	102239.0	186290.0	137848.0	1.0	125708.0	56228.0	90986.0	51264.0	47745.0	50743.0	41492.0	90762.0	90647.0	93923.0	94069.0
187.12234@1.2092829	2	69416.0	75580.0	168683.0	166001.0	75339.0	162914.0	105956.0	103083.0	74094.0	1.0	132995.0	122364.0	89206.0	1.0	80652.0	171851.0	132365.0	1.0	85074.0	217971.0	81358.0	49715.0	1.0	231776.0	345819.0	46689.0	58916.0	86158.0	255995.0	158703.0	299888.0	1.0	58522.0	1.0	90929.0	144860.0	70479.0	75964.0	66715.0	71123.0	136467.0	132064.0	130251.0	157083.0
247.14246@1.2105901	2	48040.0	35986.0	87080.0	44893.0	45191.0	64169.0	94242.0	85529.0	68087.0	28643.0	67458.0	140868.0	87303.0	283274.0	1.0	120956.0	144970.0	128584.0	18189.0	45783.0	1.0	94386.0	79688.0	61399.0	1.0	37353.0	54635.0	45602.0	56170.0	69492.0	51207.0	81600.0	57425.0	67963.0	53669.0	88265.0	49519.0	45531.0	45923.0	43076.0	93340.0	87907.0	86870.0	86666.0
