# Notes : Entity List : FF 80percent QC blank extracted 
#Interpretation : K_PEX
#Experiment : AH_PoroshellC18_negative
#Flag Value: [Present]
#Entities where at least 80.0 percent of samples in any 1 out of 2 conditions have flags in [Present]
# Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.AH_PoroshellC18_negative_2017_Aug_09_11_35_19
# Owner : gxuser
# Created On : Fri May 18 16:08:22 CEST 2018
Compound	Number Passed	K_10(raw)	K_17(raw)	K_19(raw)	K_2(raw)	K_21(raw)	K_22(raw)	K_3(raw)	K_35(raw)	K_36(raw)	K_48(raw)	K_51(raw)	K_52(raw)	K_59(raw)	K_6(raw)	K_61(raw)	K_66(raw)	K_68(raw)	K_70(raw)	K_83(raw)	PEX_30(raw)	PEX_304(raw)	PEX_307(raw)	PEX_308(raw)	PEX_309(raw)	PEX_310(raw)	PEX_312(raw)	PEX_314(raw)	PEX_317(raw)	PEX_320(raw)	PEX_321(raw)	PEX_34(raw)	PEX_69(raw)	PEX_8(raw)	PEX_84(raw)	QC_1(raw)	QC_10(raw)	QC_2(raw)	QC_3(raw)	QC_4(raw)	QC_5(raw)	QC_6(raw)	QC_7(raw)	QC_8(raw)	QC_9(raw)
60.02067@1.026463	1	167812.0	416667.0	1.0	309855.0	210196.0	1.0	1.0	393753.0	392034.0	338013.0	353140.0	375651.0	337361.0	1.0	212349.0	241991.0	320604.0	1.0	424155.0	323370.0	470128.0	427912.0	319922.0	356683.0	181423.0	385447.0	368134.0	442281.0	326469.0	385831.0	393380.0	1.0	1.0	235733.0	303732.0	294321.0	313634.0	332052.0	313162.0	306948.0	317628.0	309858.0	294379.0	300294.0
72.02119@1.0373913	1	147876.0	263678.0	39096.0	214454.0	112977.0	1.0	46631.0	225577.0	203128.0	133593.0	224881.0	243471.0	1.0	54027.0	120671.0	1.0	1.0	231998.0	254599.0	209740.0	276939.0	256913.0	217569.0	242809.0	108519.0	232494.0	212393.0	256786.0	1.0	158475.0	227132.0	53672.0	1.0	1.0	264137.0	78867.0	1.0	239358.0	240409.0	228324.0	313811.0	1.0	251042.0	248935.0
193.99643@1.0329063	2	191049.0	196539.0	159724.0	266974.0	230990.0	225393.0	219756.0	246176.0	226445.0	304113.0	276280.0	261597.0	257055.0	176083.0	267959.0	211729.0	281673.0	203029.0	218473.0	269279.0	223996.0	282910.0	236933.0	262174.0	295244.0	237277.0	214698.0	217015.0	259037.0	227789.0	215796.0	186140.0	205614.0	215357.0	228187.0	194307.0	214841.0	200476.0	196528.0	213450.0	183951.0	127178.0	190095.0	182980.0
288.0459@1.0553961	1	56719.0	22938.0	13415.0	91310.0	1.0	47047.0	1.0	29309.0	29316.0	84222.0	87785.0	62222.0	96248.0	30928.0	67826.0	23247.0	58862.0	76454.0	36412.0	1.0	28848.0	28796.0	32566.0	1.0	1.0	54715.0	46983.0	32057.0	1.0	42483.0	25087.0	60623.0	56498.0	1.0	76968.0	95763.0	113962.0	107349.0	104253.0	100702.0	101624.0	99538.0	95281.0	91392.0
76.01576@1.0336156	1	1.0	3838894.0	771475.0	2178968.0	1971387.0	4075446.0	1845994.0	3490126.0	1.0	2754766.0	2808484.0	2733743.0	1825111.0	1.0	1463937.0	1.0	2240366.0	2700563.0	4381785.0	3342269.0	4669784.0	4208342.0	2416556.0	2846785.0	1826615.0	3220769.0	2546475.0	3546704.0	1.0	2790762.0	3799544.0	1860077.0	1065196.0	2317976.0	1.0	1860905.0	1.0	2393955.0	2321906.0	2302851.0	2342955.0	2225739.0	1859514.0	1696640.0
90.03148@1.0328801	1	1.0	169729.0	1.0	97573.0	1.0	248792.0	1.0	153046.0	144474.0	118036.0	128822.0	149306.0	1.0	1.0	1.0	112001.0	289827.0	140261.0	185228.0	284465.0	209239.0	176184.0	131542.0	156594.0	1.0	276062.0	139122.0	161349.0	185575.0	147601.0	167609.0	1.0	58690.0	126545.0	120469.0	220031.0	196258.0	200973.0	209192.0	1.0	1.0	198626.0	107412.0	206703.0
136.03738@1.0349064	2	1.310776E7	3.1283506E7	8765901.0	2.0137364E7	1.7927602E7	3.270121E7	1.69103E7	2.866885E7	2.7904284E7	2.3805426E7	2.4384686E7	3.1536606E7	2.0364682E7	1.2448269E7	1.4758537E7	2.284725E7	2.8147144E7	2.531104E7	3.3438716E7	3.6625284E7	3.5681284E7	3.3159562E7	2.7840634E7	3.0811278E7	1.6480629E7	2.8764116E7	2.499189E7	2.753877E7	3.5792768E7	2.6765408E7	3.0620216E7	1.7210148E7	1.0814061E7	2.74847E7	2.3381404E7	2.2246626E7	2.0845166E7	2.0439582E7	2.0365162E7	2.049206E7	1.9999696E7	1.9913304E7	2.307588E7	2.2892314E7
294.05658@1.0354064	2	226754.0	1160654.0	121501.0	736370.0	567473.0	1335989.0	530427.0	1261385.0	1025666.0	1033548.0	974670.0	1300240.0	798458.0	234484.0	525695.0	418825.0	911440.0	481649.0	1498501.0	1467882.0	1430583.0	1191314.0	1104683.0	990898.0	435943.0	1311394.0	937854.0	416511.0	1424940.0	1003463.0	1238758.0	468490.0	321275.0	945493.0	585948.0	513108.0	578391.0	543295.0	547871.0	564969.0	507620.0	539848.0	513828.0	505029.0
352.01483@1.0370814	1	1.0	56973.0	1.0	53290.0	1.0	62752.0	45085.0	69054.0	64616.0	63943.0	66320.0	73760.0	58315.0	1.0	1.0	1.0	65100.0	1.0	69201.0	72561.0	64649.0	72986.0	63742.0	56316.0	29191.0	72372.0	57617.0	37155.0	73802.0	63525.0	61367.0	1.0	1.0	56672.0	44778.0	38229.0	41783.0	41803.0	41168.0	39465.0	37129.0	40274.0	37928.0	1.0
130.02625@1.0305686	2	433548.0	180383.0	1.0	537217.0	45672.0	71026.0	510622.0	66558.0	140060.0	89974.0	231830.0	287039.0	437407.0	168688.0	114750.0	422818.0	186168.0	484029.0	106000.0	50041.0	1.0	81041.0	346861.0	209850.0	10518.0	1.0	145187.0	1.0	150550.0	226148.0	92800.0	131644.0	121055.0	83931.0	651402.0	1.0	1.0	426567.0	528747.0	251677.0	498939.0	482891.0	615362.0	670805.0
192.02686@1.0536824	2	318994.0	179110.0	2.8767594E7	447339.0	68139.0	51102.0	422471.0	129453.0	113304.0	193706.0	190413.0	187831.0	312018.0	586636.0	184441.0	328961.0	279509.0	362140.0	82575.0	96748.0	47352.0	26382.0	1.0	135446.0	2.7580216E7	75865.0	178450.0	109902.0	2.4913728E7	133829.0	95315.0	323466.0	239064.0	29760.0	645300.0	558151.0	434679.0	461567.0	438876.0	435154.0	446053.0	374090.0	261077.0	595595.0
224.9253@1.050069	2	77668.0	15252.0	14819.0	43423.0	23032.0	47183.0	54312.0	18838.0	1.0	73568.0	76347.0	25952.0	78711.0	1.0	36730.0	1.0	58568.0	40195.0	18885.0	21104.0	8755.0	1.0	56438.0	1.0	30235.0	1.0	70752.0	46385.0	60392.0	56376.0	21782.0	42279.0	65222.0	26612.0	39604.0	48190.0	56618.0	53035.0	32104.0	46557.0	39861.0	25241.0	45720.0	42056.0
192.0633@1.0883577	2	227047.0	180099.0	1.0	59888.0	1.0	1.0	138936.0	162763.0	91432.0	86403.0	250317.0	480855.0	555428.0	81339.0	73277.0	354896.0	224952.0	199853.0	122859.0	1.0	140539.0	186464.0	277986.0	153342.0	382053.0	624826.0	502974.0	71321.0	128439.0	440576.0	191256.0	255179.0	309999.0	144376.0	577237.0	528720.0	574758.0	583215.0	581425.0	548232.0	554718.0	561075.0	550149.0	531709.0
180.06265@1.0936409	2	223718.0	180876.0	328003.0	304873.0	245348.0	190019.0	201460.0	223059.0	262049.0	182952.0	167031.0	231986.0	315659.0	291057.0	383161.0	494922.0	307983.0	336090.0	222857.0	167203.0	334333.0	403375.0	223278.0	65095.0	608898.0	297897.0	400758.0	170701.0	338080.0	232479.0	214170.0	454173.0	311974.0	207877.0	343196.0	342901.0	394553.0	370793.0	366524.0	203044.0	226261.0	380560.0	373152.0	326301.0
106.02625@1.0951564	2	315276.0	3415386.0	3060133.0	576391.0	3086638.0	2408014.0	364428.0	2318377.0	2392979.0	930013.0	758784.0	2224556.0	496886.0	822998.0	336903.0	894837.0	913493.0	702804.0	2188097.0	4317540.0	2244996.0	2571503.0	2455600.0	2541954.0	1615499.0	1429754.0	801956.0	2065305.0	1831036.0	21486.0	2634898.0	668403.0	199079.0	3900736.0	1714369.0	1828768.0	1374107.0	1447865.0	1470301.0	1458630.0	1470803.0	1444720.0	1959388.0	1987608.0
297.09177@1.1023228	2	42120.0	20081.0	35681.0	53790.0	35114.0	27401.0	1.0	1.0	22976.0	41677.0	36126.0	17614.0	37128.0	28372.0	31813.0	45013.0	41765.0	24530.0	18018.0	21505.0	18744.0	28461.0	25848.0	20360.0	18438.0	33341.0	25453.0	32969.0	29649.0	37974.0	20356.0	34032.0	53230.0	16898.0	33164.0	27086.0	31038.0	29826.0	32041.0	31018.0	27743.0	28757.0	28826.0	28304.0
150.05103@1.0996193	2	7207.0	70566.0	213065.0	155049.0	219478.0	85301.0	165015.0	92957.0	110163.0	101839.0	102091.0	128210.0	240335.0	233219.0	145765.0	301794.0	210599.0	297616.0	80086.0	1.0	105686.0	154771.0	177224.0	188853.0	323555.0	201650.0	200790.0	116811.0	164982.0	265376.0	86682.0	270058.0	165290.0	157825.0	241749.0	217204.0	223609.0	224518.0	227474.0	225475.0	213854.0	89315.0	228729.0	233137.0
275.1104@1.1039685	2	116465.0	92055.0	153072.0	174747.0	145424.0	113137.0	72983.0	90320.0	90258.0	120380.0	105909.0	67776.0	95658.0	111873.0	88316.0	140567.0	120883.0	84612.0	68688.0	93110.0	73888.0	115739.0	86694.0	71347.0	51826.0	108005.0	65985.0	104244.0	90261.0	112569.0	82026.0	133868.0	134780.0	58410.0	104954.0	95000.0	106297.0	113005.0	105893.0	104819.0	102733.0	103554.0	99227.0	101782.0
426.0858@1.1156671	2	27068.0	46515.0	44811.0	47261.0	25985.0	44783.0	14593.0	35633.0	28063.0	43956.0	36263.0	30243.0	42831.0	24040.0	34416.0	27402.0	35196.0	28070.0	34093.0	45196.0	34338.0	29400.0	44760.0	32633.0	1.0	61981.0	38274.0	65164.0	30043.0	39449.0	33856.0	52869.0	33544.0	24647.0	39327.0	32890.0	38640.0	34613.0	37622.0	35040.0	35220.0	35379.0	34249.0	30137.0
167.02287@1.1200311	2	305972.0	681472.0	338182.0	292213.0	319811.0	465253.0	227380.0	463447.0	390600.0	211676.0	450916.0	308425.0	453131.0	381013.0	195911.0	211739.0	333308.0	390779.0	442786.0	438959.0	286516.0	392583.0	316552.0	343574.0	113959.0	242114.0	299577.0	285303.0	328687.0	371885.0	386226.0	353962.0	255247.0	295415.0	278671.0	260820.0	276762.0	297067.0	267944.0	254981.0	274387.0	272615.0	279963.0	256525.0
144.00507@1.161889	1	65343.0	50130.0	1.0	93681.0	23034.0	25416.0	130381.0	1.0	28327.0	84623.0	73474.0	17869.0	115783.0	107280.0	93405.0	59443.0	75926.0	63941.0	15460.0	1.0	17285.0	17600.0	67480.0	33848.0	1.0	47839.0	70051.0	35065.0	1.0	65915.0	15755.0	79419.0	64221.0	1.0	43276.0	35980.0	30827.0	40657.0	39199.0	53421.0	54617.0	52725.0	49206.0	37143.0
197.07784@1.1187757	2	145656.0	27523.0	78683.0	84417.0	1.0	28055.0	1.0	34450.0	69227.0	69614.0	93166.0	64190.0	134218.0	1.0	75654.0	51236.0	95023.0	51811.0	35196.0	40256.0	57516.0	1.0	73166.0	72854.0	60056.0	66447.0	62212.0	32474.0	68336.0	96790.0	39315.0	46394.0	155555.0	63976.0	1.0	33933.0	38022.0	40430.0	38736.0	39929.0	37923.0	38838.0	37262.0	35442.0
255.98875@1.1211474	2	1.0	259563.0	126561.0	126373.0	799185.0	245723.0	83267.0	141711.0	359611.0	97719.0	141805.0	315234.0	116299.0	516981.0	1.0	283379.0	135975.0	316526.0	154394.0	184534.0	146438.0	473028.0	179072.0	201188.0	99795.0	156220.0	93074.0	200542.0	172715.0	70543.0	386646.0	410899.0	51892.0	132242.0	220048.0	215874.0	218521.0	217206.0	223071.0	211974.0	219116.0	220032.0	225253.0	208523.0
197.03375@1.1243511	2	1.0	141674.0	95420.0	67164.0	96593.0	120422.0	55248.0	102772.0	100920.0	57874.0	71525.0	91398.0	65778.0	85181.0	1.0	39553.0	87444.0	109217.0	86588.0	96787.0	68617.0	90089.0	67716.0	75478.0	1.0	53988.0	67912.0	75118.0	65988.0	74553.0	116470.0	78173.0	1.0	78373.0	1.0	61947.0	64997.0	62698.0	65318.0	62417.0	66670.0	63069.0	62582.0	60345.0
161.84842@1.1552538	2	7390973.0	639265.0	3338731.0	5586664.0	1621484.0	1172336.0	4574618.0	1421207.0	1067605.0	4675555.0	5313199.0	2216627.0	5217354.0	2284495.0	6205146.0	4810059.0	4247636.0	2532122.0	1118220.0	1.0	2281207.0	1281604.0	3578725.0	2583801.0	5960830.0	3678364.0	5098069.0	2649840.0	4731917.0	5487955.0	1093714.0	486523.0	6126011.0	1906316.0	2434797.0	2708618.0	2796830.0	2620526.0	2703115.0	2374592.0	2330606.0	2155734.0	2761865.0	2338705.0
97.96698@1.1732706	1	2887082.0	1.0	4106268.0	2758746.0	6085672.0	3443603.0	1.0	3156597.0	3702765.0	1.0	3495158.0	3410699.0	2775327.0	9434832.0	1106109.0	4419486.0	3362615.0	5560608.0	2629942.0	1.0	2639942.0	6115827.0	2488637.0	2600871.0	6141417.0	1.0	2767163.0	1.0	2943383.0	1.0	3192450.0	5368376.0	1.0	3401335.0	3439178.0	3335913.0	3329204.0	3203364.0	3430283.0	3255291.0	3244666.0	3262724.0	3274730.0	3071234.0
166.04764@1.0755832	2	951004.0	561527.0	431917.0	1066211.0	331978.0	1098897.0	1.0	57210.0	1298766.0	770163.0	1.0	57062.0	1383374.0	45128.0	895834.0	953590.0	1680071.0	333848.0	572912.0	69971.0	640752.0	1801590.0	51363.0	1238086.0	1020730.0	85027.0	240975.0	853040.0	2360613.0	62964.0	53257.0	1272856.0	58185.0	125587.0	1679846.0	687866.0	146679.0	1744955.0	1.0	676548.0	147352.0	127413.0	149752.0	644831.0
265.99582@1.1988698	1	50093.0	39163.0	70288.0	42195.0	101538.0	49618.0	49186.0	49373.0	1.0	1.0	54771.0	55049.0	43670.0	139023.0	29776.0	81316.0	56831.0	96498.0	1.0	1.0	1.0	84329.0	1.0	1.0	116754.0	1.0	39472.0	35648.0	1.0	37202.0	1.0	70926.0	40328.0	55195.0	64536.0	56819.0	55622.0	57343.0	55732.0	54606.0	48860.0	50528.0	58312.0	59121.0
116.01043@1.2080653	2	759575.0	628636.0	98659.0	869614.0	325155.0	506521.0	1166837.0	654391.0	571724.0	1219408.0	583105.0	413762.0	1138940.0	716150.0	910050.0	742604.0	772522.0	694612.0	309563.0	155562.0	669722.0	477012.0	772695.0	920886.0	1.0	606993.0	974687.0	1.0	155572.0	801629.0	21141.0	938180.0	752306.0	58289.0	652975.0	537755.0	629252.0	710565.0	666580.0	650226.0	647503.0	636758.0	553827.0	523848.0
168.02815@1.2085453	2	5192489.0	2946067.0	5155505.0	3702295.0	6626670.0	3063245.0	4712764.0	4077779.0	2845704.0	2948216.0	4648249.0	3676741.0	4008816.0	4600436.0	3656794.0	5350648.0	4040304.0	7110015.0	2864642.0	3775090.0	2857286.0	6066711.0	4449117.0	4177731.0	7479457.0	3889369.0	3518511.0	3675150.0	3888654.0	3937111.0	4755994.0	4203064.0	5005062.0	5039340.0	5533895.0	4780567.0	4632286.0	4897289.0	5113650.0	5133912.0	5110009.0	5099357.0	4964253.0	4930950.0
344.05966@1.2087287	1	104698.0	55264.0	1.0	114404.0	41916.0	53310.0	191062.0	82236.0	67051.0	129576.0	93054.0	59756.0	164233.0	157200.0	104816.0	134787.0	146756.0	136435.0	26243.0	1.0	57050.0	63162.0	127315.0	87790.0	1.0	73372.0	127463.0	48864.0	1.0	123857.0	54968.0	129425.0	108917.0	1.0	112846.0	75366.0	91376.0	96613.0	84772.0	86585.0	78625.0	77212.0	87494.0	81582.0
72.02068@1.2058098	2	1.0	229965.0	105064.0	1.0	148531.0	181833.0	117835.0	1.0	175758.0	360053.0	212107.0	328417.0	254513.0	132336.0	274112.0	452111.0	226559.0	221575.0	138983.0	108814.0	278456.0	1.0	246620.0	337849.0	70451.0	217329.0	391117.0	1050107.0	133068.0	384031.0	157825.0	264978.0	1.0	82604.0	240381.0	213147.0	244776.0	239774.0	249254.0	242593.0	244944.0	226143.0	199523.0	203548.0
146.02058@1.2105803	2	2.0005492E7	2.6694648E7	110699.0	2.4489048E7	2.717411E7	2.666341E7	2.003735E7	2.4912742E7	2.61134E7	1.9074396E7	2.317074E7	2.6742278E7	2.348796E7	2.9106492E7	1.815594E7	2.0254524E7	2.4032004E7	2.468499E7	2.5470974E7	2.715041E7	2.3404366E7	2.9082896E7	2.3256388E7	1.886153E7	1.0	1.9141952E7	1.7875312E7	1.6624157E7	1.0	1.8225872E7	2.4333358E7	2.3897012E7	2.1905784E7	250835.0	2.124253E7	1.9466388E7	1.9830758E7	1.9699188E7	1.9405066E7	1.9143856E7	1.897067E7	1.8980366E7	1.9937714E7	2.0139422E7
188.04892@1.2104218	2	221307.0	197054.0	254255.0	198979.0	209800.0	243250.0	193029.0	158134.0	170084.0	143715.0	321501.0	229245.0	176342.0	182422.0	233865.0	203973.0	180649.0	227792.0	209294.0	247194.0	221271.0	167828.0	154776.0	226255.0	239588.0	250828.0	105087.0	156142.0	265577.0	163729.0	211219.0	204637.0	224419.0	303719.0	278666.0	250798.0	270502.0	266657.0	278620.0	264131.0	266169.0	272611.0	256087.0	258190.0
174.01582@1.2071898	2	543022.0	654212.0	907331.0	669679.0	807983.0	722745.0	73704.0	613386.0	742184.0	1.0	609164.0	714394.0	644847.0	950324.0	500583.0	742118.0	716663.0	739303.0	677868.0	739924.0	622585.0	795375.0	658196.0	501045.0	753055.0	541347.0	507842.0	380722.0	709033.0	521690.0	637133.0	668376.0	601483.0	801080.0	700897.0	607365.0	588379.0	1.0	550724.0	562842.0	552156.0	554065.0	673327.0	682281.0
88.01586@1.1930331	2	1876046.0	1595273.0	963401.0	1.0	6642551.0	1431737.0	2268916.0	86224.0	1353544.0	2050844.0	1762616.0	1216573.0	103284.0	1861392.0	1741748.0	1425239.0	1784766.0	1757799.0	8684873.0	3356826.0	1487659.0	1231464.0	1647665.0	137716.0	768699.0	1553594.0	1762831.0	734392.0	1654388.0	1712851.0	985351.0	1949930.0	1.0	542905.0	1896893.0	1605000.0	44053.0	1776078.0	1777001.0	1733238.0	1685440.0	1643509.0	1641144.0	1691414.0
382.03702@1.2135935	2	207119.0	137832.0	209445.0	220433.0	207856.0	173774.0	147386.0	193381.0	183891.0	155653.0	227782.0	185512.0	204904.0	180257.0	174813.0	180689.0	193078.0	222374.0	158114.0	181947.0	155118.0	208168.0	177966.0	160921.0	232515.0	160110.0	147330.0	173153.0	172398.0	154514.0	190310.0	196710.0	218787.0	172456.0	173303.0	144783.0	173377.0	172806.0	164768.0	175566.0	162262.0	158832.0	150109.0	147378.0
86.03617@1.211125	2	488001.0	762486.0	912074.0	716537.0	1028353.0	838931.0	580698.0	762037.0	1018644.0	640342.0	674505.0	518552.0	673077.0	784728.0	521868.0	621291.0	617217.0	775450.0	716429.0	735135.0	606392.0	801142.0	14967.0	455421.0	822970.0	488554.0	490442.0	456247.0	562630.0	475167.0	745667.0	715131.0	618309.0	706104.0	613156.0	555721.0	597496.0	603630.0	581255.0	577081.0	580985.0	582885.0	557235.0	558693.0
406.03555@1.2206192	2	67822.0	105772.0	144353.0	102356.0	101990.0	169938.0	1.0	96877.0	200401.0	68539.0	95516.0	154709.0	77425.0	70311.0	65474.0	58227.0	79870.0	58504.0	190940.0	174873.0	108347.0	90938.0	65096.0	55428.0	101083.0	64311.0	57316.0	112228.0	121683.0	53230.0	97365.0	74882.0	67531.0	102799.0	54508.0	48818.0	55871.0	56644.0	54078.0	52978.0	53319.0	52885.0	50912.0	47349.0
390.04068@1.2204034	2	52973.0	47077.0	1.0	92186.0	1.0	47833.0	71420.0	50659.0	67894.0	112116.0	49461.0	42528.0	109350.0	52836.0	74794.0	50599.0	78777.0	32705.0	28071.0	1.0	58906.0	19749.0	58133.0	46618.0	1.0	49150.0	79311.0	36278.0	12250.0	66932.0	30363.0	57301.0	55184.0	1.0	38278.0	28473.0	41258.0	38594.0	36022.0	33634.0	31338.0	32014.0	31676.0	29368.0
202.04436@1.2360343	2	47705.0	51405.0	56275.0	71058.0	1.0	43471.0	65776.0	26766.0	1.0	47785.0	47783.0	64246.0	37537.0	46380.0	100273.0	98865.0	55141.0	67400.0	58561.0	39057.0	88075.0	64140.0	63903.0	92135.0	78376.0	99479.0	54224.0	71404.0	118817.0	69138.0	58133.0	66278.0	56595.0	81739.0	76033.0	69098.0	80730.0	64636.0	72961.0	57905.0	76940.0	51048.0	71557.0	76450.0
148.03654@1.2326405	2	323512.0	2310181.0	5342606.0	907201.0	4193560.0	2186252.0	115757.0	3255348.0	5873421.0	1418332.0	1806818.0	1733673.0	17271.0	435814.0	498474.0	293813.0	86238.0	106874.0	1225301.0	3447031.0	106041.0	303582.0	505716.0	1590265.0	18894.0	63871.0	105996.0	1425112.0	258226.0	44365.0	3396846.0	123996.0	414242.0	136676.0	481099.0	373717.0	444937.0	348806.0	95441.0	338142.0	357334.0	109890.0	375129.0	103123.0
275.04453@1.2549149	1	22755.0	1.0	1.0	16987.0	9746.0	12885.0	14143.0	13552.0	1.0	13733.0	16024.0	1.0	18132.0	1.0	26051.0	15001.0	17366.0	15395.0	15499.0	15322.0	19457.0	15598.0	1.0	17167.0	1.0	20618.0	17660.0	13769.0	19909.0	1.0	13224.0	14171.0	21719.0	16603.0	20790.0	17020.0	1.0	16546.0	16873.0	17259.0	17733.0	13319.0	15313.0	15870.0
104.04662@1.2642262	1	119695.0	151296.0	253090.0	105745.0	157763.0	132311.0	58547.0	185407.0	1.0	75989.0	103910.0	219374.0	122311.0	160616.0	69180.0	91197.0	61162.0	104995.0	111579.0	152474.0	34120.0	102693.0	98159.0	122084.0	1.0	79477.0	29585.0	147905.0	1.0	76135.0	1.0	1.0	135729.0	196423.0	126275.0	1.0	120457.0	12158.0	90063.0	1.0	64477.0	39435.0	137177.0	132373.0
74.03585@1.2598388	2	309997.0	269147.0	368357.0	294630.0	365977.0	295615.0	256727.0	193584.0	240202.0	264155.0	380216.0	268102.0	269555.0	341662.0	243001.0	244592.0	320794.0	316271.0	338752.0	131031.0	271736.0	259419.0	338841.0	1.0	1.0	309008.0	174572.0	222716.0	247611.0	305459.0	227234.0	252954.0	230020.0	288062.0	266143.0	159997.0	243356.0	141238.0	249228.0	196209.0	225124.0	232357.0	207114.0	218936.0
258.08405@1.2593874	2	74783.0	51078.0	31067.0	79782.0	20467.0	26970.0	32927.0	27909.0	14990.0	41591.0	26681.0	56015.0	46538.0	35259.0	71898.0	61008.0	52562.0	25699.0	1.0	28714.0	68885.0	54426.0	76128.0	58622.0	75759.0	70570.0	52702.0	54818.0	87756.0	58194.0	1.0	35284.0	79107.0	82121.0	62492.0	51485.0	53361.0	56867.0	59050.0	56039.0	55825.0	53685.0	54071.0	52797.0
220.98982@1.2625834	1	67388.0	43087.0	1.0	46456.0	1.0	1.0	24837.0	1.0	1.0	24907.0	1.0	1.0	34508.0	1.0	62052.0	35927.0	35277.0	1.0	24900.0	1.0	44298.0	33107.0	50241.0	37308.0	1.0	59331.0	47674.0	28813.0	63768.0	12556.0	28663.0	1.0	61907.0	14168.0	31037.0	32114.0	30704.0	1.0	31827.0	39360.0	37513.0	32940.0	29010.0	29311.0
166.04738@1.2489336	2	84490.0	91309.0	1.0	63080.0	150881.0	587273.0	1.0	47675.0	29658.0	46217.0	226091.0	56348.0	89046.0	36753.0	58896.0	172499.0	48670.0	60557.0	1.0	344276.0	174515.0	214733.0	47280.0	107903.0	245293.0	100046.0	66317.0	1.0	153615.0	108062.0	106901.0	108650.0	126270.0	550004.0	256755.0	212769.0	239566.0	215627.0	139799.0	125249.0	135752.0	173348.0	162053.0	496979.0
179.92754@1.5504581	2	335539.0	207154.0	237103.0	253881.0	118543.0	1.0	1.0	230948.0	235573.0	115972.0	1.0	158874.0	289620.0	117047.0	313042.0	235118.0	230551.0	60526.0	194722.0	1.0	233591.0	252486.0	157407.0	205918.0	116743.0	221056.0	219642.0	246389.0	165754.0	218354.0	175413.0	1.0	316770.0	235727.0	245500.0	177086.0	234152.0	194344.0	183337.0	205798.0	203713.0	170095.0	182388.0	142420.0
233.06628@3.0713394	2	144718.0	238344.0	174033.0	195819.0	147676.0	125468.0	120218.0	190575.0	135164.0	121090.0	1.0	156129.0	109259.0	156035.0	140700.0	1.0	143262.0	117546.0	159342.0	106943.0	1.0	177783.0	181245.0	186182.0	17360.0	170048.0	103824.0	60416.0	168211.0	139098.0	1.0	155729.0	164764.0	154154.0	127662.0	105238.0	95482.0	114474.0	1.0	106716.0	83691.0	123982.0	90097.0	131937.0
420.05338@3.066456	2	200131.0	1.0	1.0	346580.0	165354.0	130423.0	138407.0	1.0	97029.0	124696.0	118222.0	126375.0	141774.0	238156.0	249222.0	40557.0	184591.0	68727.0	130559.0	172311.0	1.0	168009.0	155865.0	130925.0	127874.0	168484.0	181497.0	114601.0	139040.0	1.0	168417.0	161176.0	261033.0	136205.0	124774.0	111886.0	87505.0	68035.0	130025.0	1.0	96995.0	80615.0	1.0	99655.0
165.07896@3.0731997	1	308020.0	548682.0	150130.0	482334.0	256603.0	232497.0	247690.0	530470.0	216763.0	1.0	335371.0	331602.0	332602.0	385344.0	380747.0	266096.0	1.0	272351.0	164836.0	324117.0	372342.0	333187.0	401455.0	504353.0	376344.0	340815.0	291886.0	1.0	447028.0	1.0	1.0	351116.0	433660.0	1.0	269703.0	285002.0	251583.0	287162.0	1.0	140914.0	300953.0	261917.0	237038.0	233411.0
205.13168@3.1294348	1	58645.0	76437.0	229714.0	1.0	1.0	161279.0	93334.0	63841.0	46274.0	1.6921244E7	1.0	1.0	9075951.0	71543.0	65800.0	3.087074E7	4755293.0	8708005.0	1761797.0	1.0	1.0487804E7	254412.0	9941940.0	4.8116704E7	3.0244962E7	1.0903019E7	38641.0	2.473948E7	1.0	4184557.0	29132.0	1.4405346E7	1.0	109775.0	2.3381262E7	2.2799574E7	2.0622564E7	2.2880964E7	2.3250672E7	2.0933276E7	2.3026528E7	1.694403E7	2.0386298E7	2.342023E7
219.11069@3.231375	2	157540.0	345817.0	226751.0	231011.0	103778.0	133326.0	216395.0	200391.0	99895.0	261701.0	521318.0	135316.0	127406.0	268928.0	199501.0	146421.0	246944.0	398793.0	207808.0	166398.0	141123.0	227073.0	126743.0	229504.0	144267.0	143244.0	175252.0	111651.0	245190.0	160467.0	199217.0	313364.0	217457.0	308547.0	135046.0	132208.0	150340.0	142027.0	152813.0	137598.0	147449.0	143683.0	134488.0	137700.0
290.95148@3.12032	1	59227.0	1168579.0	927751.0	1100283.0	794021.0	32510.0	683960.0	1.0	1.0	34481.0	1.0	449302.0	478072.0	931488.0	19622.0	1.0	498539.0	53564.0	1.0	17453.0	1.0	28894.0	317874.0	168003.0	31302.0	336297.0	785246.0	15902.0	90810.0	265868.0	911833.0	222069.0	1083729.0	744599.0	187996.0	218784.0	43740.0	1.0	23087.0	23491.0	271651.0	135743.0	188238.0	1.0
122.03681@3.3104343	1	766331.0	1.0	178960.0	174985.0	313809.0	485997.0	238114.0	178849.0	90265.0	76937.0	502081.0	1.0	48089.0	44337.0	1.0	122155.0	199813.0	168902.0	85673.0	501943.0	1.0	86096.0	1.0	341172.0	1.0	1.0	1.0	96222.0	171223.0	1.0	252384.0	56792.0	517867.0	89900.0	56334.0	61654.0	60517.0	57865.0	55028.0	1.0	1.0	60815.0	62747.0	63464.0
