# Notes : Entity List : FF_QC80percent_noBlank
#Interpretation : Samples
#Experiment : AH_ZicHilic_negative
#Flag Value: [Present]
#Entities where at least 80.0 percent of samples in any 1 out of 4 conditions have flags in [Present]
# Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.AH_ZicHilic_negative_2017_Aug_03_15_15_25
# Owner : gxuser
# Created On : Fri Aug 04 08:20:47 CEST 2017
Compound	Number Passed	DM_4(raw)	DM_44(raw)	DM_46(raw)	DM_58(raw)	DM_72(raw)	DM_74(raw)	DM_76(raw)	DM_82(raw)	DM_86(raw)	DM_89(raw)	DM_94(raw)	DM_99(raw)	DM_302(raw)	DM_303(raw)	DM_305(raw)	DM_316(raw)	K_2(raw)	K_3(raw)	K_6(raw)	K_10(raw)	K_17(raw)	K_19(raw)	K_21(raw)	K_22(raw)	K_35(raw)	K_36(raw)	K_48(raw)	K_51(raw)	K_52(raw)	K_59(raw)	K_61(raw)	K_66(raw)	K_68(raw)	K_70(raw)	K_83(raw)	PEX_8(raw)	PEX_30(raw)	PEX_34(raw)	PEX_69(raw)	PEX_84(raw)	PEX_304(raw)	PEX_307(raw)	PEX_308(raw)	PEX_309(raw)	PEX_310(raw)	PEX_312(raw)	PEX_314(raw)	PEX_317(raw)	PEX_320(raw)	PEX_321(raw)	PEX_41(raw)	PEX_98(raw)	PEX_315(raw)	PEX_319(raw)	QC_1(raw)	QC_2(raw)	QC_3(raw)	QC_4(raw)	QC_5(raw)	QC_6(raw)	QC_7(raw)	QC_8(raw)	QC_9(raw)	QC_10(raw)
222.90762@7.477	2	56433.0	60775.0	66939.0	77511.0	164971.0	63759.0	1.0	87827.0	78455.0	76126.0	110112.0	87469.0	102761.0	43925.0	97750.0	125198.0	136838.0	214768.0	243209.0	136067.0	126711.0	117760.0	155301.0	230636.0	188055.0	159602.0	99136.0	161876.0	141487.0	158402.0	126414.0	126058.0	127507.0	87116.0	152150.0	164110.0	1.0	1.0	114866.0	156538.0	172075.0	130606.0	111672.0	102821.0	1.0	116366.0	124285.0	1.0	147128.0	95159.0	159391.0	1.0	129302.0	130590.0	108549.0	102254.0	98384.0	97346.0	1.0	101933.0	93867.0	90405.0	102798.0	93079.0
426.00732@7.4597087	1	1.0	1.0	1.0	1.0	60377.0	1.0	102106.0	68281.0	1.0	1.0	68017.0	121722.0	1.0	212568.0	57214.0	1.0	64514.0	128169.0	146564.0	1.0	52836.0	1.0	40110.0	91606.0	57104.0	96336.0	107540.0	364555.0	103534.0	159564.0	57011.0	67502.0	324672.0	78368.0	51074.0	60813.0	1.0	41098.0	78548.0	63399.0	116753.0	170541.0	45773.0	1.0	1.0	134182.0	139858.0	1.0	61549.0	142041.0	1.0	164772.0	108044.0	51488.0	104074.0	123678.0	116768.0	101720.0	127668.0	124891.0	94981.0	138987.0	144069.0	150276.0
178.04514@7.473751	1	81732.0	1.0	151692.0	182903.0	112970.0	424969.0	1.0	104655.0	98728.0	144798.0	1.0	106197.0	148221.0	1.0	1.0	79666.0	382839.0	1.0	231411.0	96916.0	215134.0	145688.0	272247.0	309402.0	177576.0	1.0	1.0	127773.0	92751.0	104653.0	131284.0	151991.0	80594.0	219083.0	168446.0	1.0	613645.0	1.0	250084.0	1.0	173758.0	249465.0	1.0	1.0	205574.0	114804.0	62922.0	1.0	93860.0	139400.0	255395.0	115971.0	165951.0	1.0	1.0	99990.0	139122.0	174959.0	93025.0	124601.0	131380.0	109614.0	112181.0	61703.0
240.08237@7.4897194	4	1.0	513632.0	441583.0	544417.0	1934604.0	1.0	1940684.0	205898.0	1078876.0	756256.0	1180861.0	683078.0	636746.0	457914.0	1072945.0	1295286.0	2058294.0	2839377.0	1.0	1944281.0	3736837.0	852471.0	2227034.0	1859396.0	2038891.0	2164272.0	687463.0	1322336.0	1017157.0	2092019.0	709081.0	504309.0	654256.0	765826.0	1345928.0	1311314.0	1469582.0	1394936.0	799781.0	2288592.0	1001481.0	2100406.0	678900.0	1000804.0	689242.0	478140.0	763620.0	805243.0	885617.0	1024434.0	2905165.0	962732.0	985217.0	687838.0	655061.0	710210.0	692524.0	681494.0	658541.0	731005.0	644217.0	664046.0	631778.0	662146.0
459.1847@7.505553	3	37961.0	21861.0	1.0	1.0	39773.0	34881.0	32054.0	35497.0	29886.0	1.0	42344.0	29078.0	26721.0	1.0	43497.0	23444.0	60845.0	44541.0	70450.0	37807.0	74182.0	33827.0	42870.0	81954.0	76544.0	50873.0	61316.0	40816.0	48799.0	48183.0	34411.0	51805.0	1.0	30695.0	39874.0	53620.0	35910.0	62012.0	32897.0	33081.0	47656.0	62159.0	40760.0	30891.0	1.0	1.0	24941.0	24705.0	26500.0	29718.0	45742.0	40465.0	48828.0	31734.0	24577.0	31086.0	27125.0	24493.0	24701.0	25312.0	24461.0	1.0	23637.0	26138.0
633.2123@7.618578	4	100337.0	194352.0	265069.0	271063.0	148061.0	271707.0	218503.0	209089.0	295932.0	336444.0	144575.0	188647.0	134902.0	244951.0	179832.0	190402.0	172300.0	112537.0	158509.0	130369.0	438297.0	172022.0	224151.0	217468.0	193355.0	242797.0	127883.0	117779.0	151758.0	181924.0	134226.0	100599.0	157872.0	365394.0	154561.0	119024.0	197421.0	208592.0	184845.0	91196.0	195006.0	217276.0	178028.0	118696.0	130425.0	135610.0	100558.0	92837.0	94528.0	164670.0	318717.0	177964.0	244773.0	118863.0	140591.0	163544.0	166943.0	156108.0	149573.0	148100.0	151133.0	146797.0	150867.0	153222.0
338.08548@7.692785	3	54197.0	116619.0	148753.0	86430.0	100147.0	104768.0	134279.0	106811.0	94965.0	110868.0	105884.0	111392.0	109984.0	1.0	106118.0	125198.0	190674.0	171582.0	253862.0	111271.0	164121.0	1.0	156970.0	1.0	152095.0	150578.0	136590.0	139224.0	124070.0	193290.0	95647.0	128556.0	167022.0	207437.0	69200.0	129020.0	1.0	113782.0	245002.0	1.0	97185.0	154727.0	123535.0	90660.0	1.0	43310.0	82806.0	131886.0	1.0	89332.0	165002.0	89519.0	228379.0	88579.0	126743.0	162914.0	146414.0	138558.0	133920.0	131193.0	1.0	127960.0	134920.0	116059.0
233.9329@7.8941393	4	6683536.0	6306721.0	4396722.0	8561808.0	6617678.0	5481394.0	7346880.0	6665768.0	6560021.0	6947160.0	6165884.0	5104633.0	4713519.0	4153303.0	5994178.0	6572089.0	7650427.0	5663527.0	8806279.0	6241293.0	8550411.0	7617398.0	9095959.0	9941438.0	7088314.0	6086333.0	5229231.0	5407034.0	4893142.0	5949853.0	4744665.0	4606631.0	6125680.0	5410752.0	6558138.0	6072614.0	7933633.0	8135886.0	6237543.0	4838944.0	8070268.0	9939409.0	5415215.0	4968790.0	7204692.0	5326458.0	4519184.0	5782318.0	5204606.0	4666622.0	6979114.0	4596605.0	6068866.0	6293790.0	5839612.0	6197814.0	5515090.0	5281653.0	5346251.0	5416763.0	4862641.0	4590719.0	4675912.0	5015961.0
173.96626@7.897657	4	1.050568E7	9658913.0	6935797.0	1.3220989E7	1.0715388E7	8087370.0	1.166077E7	1.0721184E7	9775768.0	1.1094908E7	9604390.0	8260747.0	7520336.0	6476117.0	8867856.0	1.0365938E7	1.1085708E7	9337823.0	1.3707132E7	9926046.0	4998986.0	1.1415993E7	1.4468907E7	1.5051528E7	1.1109574E7	9621522.0	8543683.0	8715324.0	8077363.0	9513779.0	7352336.0	6896710.0	9801728.0	8645868.0	9651621.0	9793361.0	1.1300549E7	1.2364336E7	1.0312731E7	7414263.0	1.3144556E7	1.585821E7	8477312.0	7910382.0	1.1308656E7	8881386.0	6834876.0	9059090.0	7611362.0	7246571.0	1.0718488E7	7227818.0	1.020815E7	9489312.0	9780978.0	9958081.0	8939821.0	8473819.0	8290007.0	8370205.0	7716256.0	6986285.0	7324598.0	7551704.0
155.95544@7.899421	4	5859274.0	4993705.0	4077942.0	6276689.0	5975876.0	4397665.0	6108526.0	4531550.0	5318292.0	5463423.0	5136055.0	4747334.0	3986542.0	3667927.0	4637496.0	5549693.0	6030936.0	5846837.0	7304418.0	6280510.0	5610494.0	6205282.0	6953633.0	6077299.0	5456948.0	4565197.0	4739614.0	5049332.0	4492563.0	5766767.0	4514310.0	4288684.0	5495923.0	4794012.0	5044657.0	5613058.0	5167882.0	5995935.0	5261952.0	4457888.0	6358052.0	7141840.0	5062740.0	4414119.0	6106766.0	5120257.0	4245334.0	5227451.0	4690843.0	4329398.0	5402175.0	4100943.0	5105830.0	5372450.0	4971257.0	4952345.0	4889287.0	4152445.0	4608042.0	4357195.0	3895587.0	3873253.0	4415409.0	4285564.0
287.91998@7.8944836	4	2165732.0	1862211.0	1300076.0	2901773.0	1947543.0	1560038.0	2408988.0	2220512.0	1885589.0	2336214.0	1981139.0	1516843.0	1364696.0	1142295.0	1768249.0	2131317.0	2204055.0	1741103.0	3006753.0	1863126.0	2941459.0	2465802.0	3118673.0	3383095.0	2435642.0	1957827.0	1579533.0	1732309.0	1627598.0	1804750.0	1324941.0	1190295.0	1904572.0	1633821.0	2017589.0	1836362.0	2510776.0	2662931.0	2200162.0	1425862.0	2766721.0	3543869.0	1675825.0	1463668.0	2276974.0	1735834.0	1252478.0	1817728.0	1398205.0	1354910.0	2328606.0	1313586.0	2001933.0	1979623.0	1836361.0	1880281.0	1726880.0	1590009.0	1506288.0	1535688.0	1419304.0	1315247.0	1354536.0	1379623.0
365.8975@7.909967	4	246073.0	166134.0	111784.0	320987.0	1.0	141066.0	258670.0	238794.0	193880.0	240612.0	199312.0	125370.0	112845.0	91030.0	173145.0	220420.0	229825.0	156963.0	350467.0	157414.0	501136.0	265282.0	348676.0	380297.0	265006.0	190972.0	148164.0	1.0	159157.0	158053.0	112142.0	105249.0	204840.0	156843.0	204864.0	159272.0	264915.0	284695.0	230397.0	135502.0	284033.0	409419.0	167383.0	130167.0	244673.0	181104.0	104238.0	152326.0	1.0	117074.0	218428.0	114120.0	194370.0	206847.0	175270.0	188559.0	148350.0	145510.0	138068.0	1.0	119952.0	114150.0	117930.0	133938.0
293.89948@7.902999	4	773953.0	648140.0	513816.0	981190.0	778666.0	479143.0	821532.0	736823.0	660713.0	755876.0	686293.0	473840.0	537401.0	357678.0	624942.0	725436.0	796400.0	532947.0	1056335.0	709790.0	939909.0	778309.0	937839.0	1.0	683824.0	689183.0	596152.0	694117.0	537565.0	663858.0	401198.0	418247.0	741613.0	634858.0	582231.0	687020.0	825776.0	744012.0	860487.0	464172.0	841565.0	1118984.0	690625.0	552311.0	1.0	663416.0	468265.0	662782.0	576031.0	421918.0	798851.0	525811.0	691890.0	582593.0	658387.0	609401.0	644660.0	611179.0	602200.0	574306.0	548683.0	434383.0	439100.0	561226.0
136.03738@7.9215083	4	1328376.0	5396356.0	3644582.0	1033939.0	1209167.0	4943046.0	6364478.0	1.4032007E7	1890208.0	6689528.0	1.0730411E7	4181185.0	1790772.0	3234430.0	1.0	3584515.0	6372648.0	3837144.0	1.7343178E7	633940.0	1.2140945E7	708668.0	3593324.0	7829201.0	6757428.0	5340709.0	3685125.0	2895492.0	6107322.0	3466537.0	1520112.0	1206035.0	4814977.0	3521560.0	3645137.0	1172541.0	2582682.0	5465902.0	9201385.0	492129.0	6009152.0	8202438.0	4952759.0	3861378.0	497750.0	3136116.0	3793378.0	3156889.0	698689.0	2771995.0	9681693.0	3453167.0	8646777.0	3068120.0	4975155.0	6099172.0	6114205.0	5115261.0	3716970.0	4075819.0	4157166.0	3473600.0	3562372.0	3414351.0
268.0807@7.925033	4	159189.0	204720.0	141396.0	273032.0	227000.0	151722.0	172496.0	310210.0	151923.0	174395.0	146519.0	96872.0	136988.0	90595.0	187849.0	170098.0	187975.0	100289.0	650639.0	127027.0	287717.0	361209.0	503619.0	262001.0	252299.0	195683.0	1.0	182844.0	152868.0	120920.0	80102.0	96427.0	181368.0	237406.0	149580.0	124471.0	241717.0	258176.0	452670.0	74754.0	1.0	412262.0	149987.0	120259.0	274249.0	103567.0	56364.0	129993.0	88169.0	1.0	349549.0	103859.0	189637.0	137724.0	148915.0	154212.0	170622.0	147929.0	139819.0	139790.0	1.0	134312.0	1.0	143069.0
199.963@7.930616	4	752375.0	605780.0	512552.0	774503.0	743721.0	184357.0	204832.0	578267.0	199136.0	196810.0	564458.0	194121.0	573540.0	167706.0	1.0	680798.0	240452.0	204502.0	1032473.0	222393.0	1.0	828242.0	751367.0	219526.0	583002.0	576365.0	611635.0	758312.0	1.0	1.0	181280.0	195866.0	669995.0	617350.0	171378.0	712786.0	634626.0	607404.0	751748.0	180436.0	203362.0	818381.0	190316.0	611952.0	769831.0	220155.0	166571.0	203533.0	621953.0	197025.0	672159.0	174556.0	354368.0	694517.0	193114.0	643878.0	672128.0	618970.0	573278.0	721867.0	558168.0	631056.0	585634.0	581987.0
337.9069@7.9264417	4	433276.0	289473.0	214349.0	524718.0	1.0	215408.0	350319.0	311649.0	306395.0	283797.0	268131.0	239897.0	236165.0	165186.0	256096.0	385476.0	356903.0	293440.0	623412.0	335143.0	304498.0	532270.0	501211.0	443002.0	380549.0	282686.0	254114.0	317069.0	263715.0	322802.0	203668.0	196442.0	303077.0	1.0	271438.0	339989.0	415952.0	426027.0	350587.0	256956.0	349302.0	614931.0	263092.0	296918.0	439360.0	286171.0	182723.0	264067.0	225243.0	223919.0	332530.0	208377.0	255658.0	356204.0	250093.0	269106.0	300155.0	239524.0	200455.0	1.0	209819.0	255871.0	210491.0	217285.0
405.93307@7.9330444	1	1.0	59494.0	29473.0	1.0	1.0	55692.0	78069.0	217565.0	1.0	68942.0	116893.0	25682.0	1.0	1.0	61151.0	43321.0	77492.0	33388.0	456538.0	1.0	130905.0	1.0	96004.0	112900.0	101953.0	61062.0	1.0	1.0	54670.0	25921.0	1.0	1.0	73591.0	42220.0	32833.0	1.0	39481.0	92844.0	192934.0	1.0	72412.0	174234.0	58418.0	38039.0	1.0	31244.0	19890.0	23200.0	1.0	1.0	130481.0	21079.0	74743.0	29590.0	31579.0	53253.0	41640.0	34280.0	26972.0	1.0	31116.0	1.0	25892.0	25303.0
277.93967@7.9089847	4	2613418.0	2023445.0	734760.0	2951202.0	2279946.0	1757834.0	330258.0	2003060.0	2076019.0	1897481.0	1966864.0	1691682.0	1765243.0	1283638.0	1701888.0	2321881.0	2376676.0	1062514.0	3588351.0	1083937.0	926982.0	3050967.0	2700046.0	2453980.0	1371491.0	1848828.0	1990476.0	959743.0	1.0	2194130.0	1754744.0	1676380.0	2238800.0	1004911.0	1813641.0	2323870.0	2272701.0	2179053.0	2501104.0	1880276.0	1956555.0	3239379.0	1788289.0	2001834.0	2764897.0	1880799.0	1459222.0	936013.0	1791086.0	1719630.0	2392324.0	1580915.0	1853378.0	1056314.0	1974769.0	2104290.0	2205408.0	1841616.0	1765402.0	2741288.0	1736148.0	2066379.0	1714149.0	796916.0
331.927@7.900734	2	460692.0	344015.0	304945.0	551803.0	424099.0	299968.0	384566.0	229407.0	358770.0	335613.0	356394.0	315584.0	318136.0	240873.0	283608.0	392070.0	444134.0	385073.0	424741.0	459384.0	1.0	521350.0	421403.0	1.0	1178841.0	320683.0	376974.0	1.0	348745.0	416786.0	318010.0	313167.0	388376.0	332062.0	317691.0	449993.0	1.0	341977.0	458039.0	331752.0	1.0	585175.0	321214.0	1.0	390750.0	341059.0	279918.0	1.0	1.0	323646.0	441376.0	304802.0	1.0	417874.0	1.0	390083.0	379703.0	330684.0	274192.0	492365.0	293258.0	371591.0	305972.0	1.0
276.9428@7.9147425	1	393432.0	294844.0	89443.0	422844.0	1.0	178398.0	1.0	110814.0	280194.0	184223.0	193552.0	179992.0	1.0	1.0	1.0	1.0	127337.0	1.0	521377.0	125196.0	1.0	425671.0	380090.0	1.0	1.0	1.0	214488.0	1.0	105094.0	115178.0	86410.0	1.0	318206.0	1.0	1.0	354209.0	1.0	1.0	1.0	1.0	1.0	469163.0	190706.0	113523.0	1.0	278513.0	80353.0	110590.0	1.0	1.0	361669.0	231054.0	105302.0	332768.0	1.0	210759.0	314797.0	261641.0	247325.0	412716.0	252255.0	105802.0	90812.0	1.0
137.94473@8.05785	4	713534.0	337258.0	291825.0	458526.0	1.0	365137.0	770343.0	390857.0	435393.0	716753.0	681045.0	341007.0	507265.0	457588.0	376094.0	382850.0	416796.0	318165.0	343354.0	351799.0	1.0	472229.0	447824.0	300734.0	349422.0	317359.0	602029.0	375191.0	569870.0	407335.0	287656.0	500664.0	702256.0	318022.0	647887.0	353224.0	307986.0	822714.0	365132.0	524190.0	804168.0	482588.0	373385.0	547509.0	381732.0	562412.0	475283.0	1.0	534394.0	491842.0	423150.0	482860.0	359849.0	664157.0	277938.0	323889.0	276883.0	287168.0	518514.0	566940.0	1.0	526561.0	520549.0	501878.0
301.0504@8.182577	2	74603.0	144755.0	144727.0	283012.0	144022.0	102346.0	94837.0	168435.0	1.0	84072.0	1.0	108424.0	118716.0	76868.0	117027.0	102916.0	168027.0	74584.0	283316.0	132734.0	121849.0	229805.0	394336.0	158382.0	139900.0	119075.0	1.0	161433.0	95847.0	126822.0	78541.0	160701.0	1.0	133994.0	1.0	93329.0	1.0	130125.0	269412.0	1.0	1.0	357607.0	157223.0	138184.0	399089.0	117998.0	88359.0	1.0	1.0	85059.0	207828.0	131479.0	159923.0	1.0	96267.0	119738.0	124170.0	105706.0	100891.0	100220.0	97583.0	99038.0	102025.0	1.0
378.0934@8.19098	2	320779.0	447258.0	543944.0	1518319.0	712775.0	346505.0	1.0	456146.0	916737.0	443951.0	1.0	637672.0	583674.0	765553.0	421487.0	1.0	472894.0	348127.0	603127.0	503600.0	1.0	480766.0	939362.0	373283.0	355374.0	713847.0	1.0	1.0	708867.0	1.0	305002.0	876406.0	1.0	611170.0	1.0	461390.0	273552.0	397172.0	1361929.0	845676.0	393140.0	1228293.0	433740.0	716807.0	861595.0	421783.0	4502098.0	1032105.0	503329.0	1.0	995562.0	1.0	769386.0	684587.0	517882.0	623822.0	527098.0	522874.0	1.0	542863.0	510761.0	560490.0	568023.0	1.0
135.9022@8.207259	2	1220247.0	1249927.0	768721.0	1.0	1343414.0	762742.0	889373.0	1.0	1.0	1062025.0	1069075.0	1012445.0	891835.0	963877.0	893384.0	1.0	1.0	1180036.0	1036474.0	1.0	870957.0	1.0	1491546.0	648541.0	1025573.0	1132615.0	1088194.0	1403143.0	1001397.0	1.0	1268395.0	836359.0	1097183.0	1159792.0	1320066.0	1050140.0	798453.0	1303313.0	970373.0	795146.0	817773.0	1.0	840051.0	949873.0	1273201.0	1095676.0	1140224.0	1291796.0	853040.0	929266.0	1198737.0	788345.0	1201554.0	1118229.0	1.0	332444.0	1200015.0	1471436.0	1460434.0	1251430.0	1144746.0	1034181.0	1072884.0	904923.0
161.85023@8.221281	4	1.0589202E7	1.2099769E7	9551877.0	2.0293168E7	9707743.0	9365098.0	1.1328038E7	1.007146E7	1.4140885E7	1.0674302E7	9752268.0	1.1616957E7	9807899.0	8408882.0	1.0798927E7	1.0097553E7	1.3758034E7	1.3130222E7	9942999.0	1.953441E7	1.0660467E7	8077252.0	1.078936E7	1.1774093E7	9480521.0	8726686.0	1.2679006E7	1.0769058E7	9006843.0	1.6917152E7	1.0393295E7	1.0467598E7	1.0171512E7	1.0446817E7	1.0023976E7	1.1309308E7	8130959.0	9714979.0	1.0604981E7	8476833.0	1.035429E7	1.7741594E7	9882275.0	1.108852E7	1.0917535E7	1.0175717E7	1.1342375E7	1.0904422E7	9606652.0	1.3083016E7	9948891.0	1.0344541E7	1.343642E7	1.0046262E7	1.9018734E7	1.25713E7	1.2224494E7	1.1841524E7	1.1889449E7	1.1515773E7	1.0207841E7	9812477.0	9971678.0	9401737.0
185.88437@8.271741	3	335393.0	148319.0	254668.0	1.0	322385.0	90871.0	114829.0	108965.0	1.0	183282.0	300319.0	194409.0	248106.0	290025.0	220000.0	144240.0	1.0	1.0	92619.0	1.0	1.0	158084.0	222018.0	74314.0	235035.0	268529.0	254871.0	265057.0	306176.0	1.0	310432.0	261324.0	283792.0	228422.0	177862.0	243605.0	111246.0	292576.0	185065.0	321106.0	91133.0	1.0	204699.0	251483.0	140955.0	375144.0	419273.0	170370.0	300255.0	197314.0	207704.0	205300.0	202839.0	281807.0	1.0	1.0	160205.0	228978.0	157407.0	288212.0	205473.0	202341.0	236985.0	213049.0
220.8532@8.274062	4	9129417.0	7972723.0	7035240.0	423311.0	9258886.0	4950115.0	4376749.0	5746955.0	867598.0	6041986.0	7551027.0	6438058.0	8259871.0	7491871.0	5337130.0	4198706.0	366407.0	9738211.0	4832514.0	563990.0	3414830.0	4573721.0	7228391.0	2962956.0	6722161.0	9322009.0	6430234.0	7643639.0	7928527.0	384030.0	8864565.0	7684188.0	7937678.0	7751610.0	9285534.0	6736044.0	6250566.0	8384183.0	6048400.0	7803668.0	3547876.0	389534.0	5259916.0	7442767.0	7772268.0	1.0457535E7	1.246513E7	9709098.0	7857539.0	1.0496765E7	6866393.0	6597147.0	6449926.0	9782529.0	449108.0	1348705.0	4814004.0	6644765.0	8361195.0	8412380.0	6770427.0	7213064.0	6768368.0	6426730.0
262.03622@8.261015	4	568188.0	1144762.0	1.0	851345.0	752217.0	1278009.0	1.0	1140901.0	1.0	1756430.0	862350.0	867670.0	473725.0	979411.0	853295.0	947394.0	824621.0	608224.0	535854.0	768504.0	1470512.0	1431698.0	924425.0	850661.0	856193.0	561898.0	565441.0	613629.0	597880.0	731650.0	740441.0	345926.0	575910.0	816769.0	550282.0	622984.0	1208940.0	788472.0	669698.0	876890.0	959656.0	800557.0	1205608.0	678853.0	897559.0	909923.0	600822.0	520606.0	981063.0	720192.0	2094410.0	1600834.0	759485.0	514738.0	334137.0	369222.0	370513.0	339655.0	327280.0	325125.0	316572.0	232125.0	209624.0	302718.0
211.09557@8.434284	2	129390.0	224800.0	339783.0	58437.0	298718.0	78112.0	86789.0	146396.0	185842.0	154095.0	231719.0	101353.0	76899.0	108743.0	52475.0	40949.0	1.0	83485.0	140759.0	48521.0	91464.0	395885.0	53789.0	159314.0	135722.0	117716.0	129511.0	1.0	147256.0	292331.0	1.0	175606.0	1.0	1.0	522913.0	87317.0	546399.0	166906.0	63095.0	1177922.0	471376.0	143873.0	1.0	161817.0	161009.0	337474.0	237426.0	59413.0	406207.0	393861.0	204267.0	1.0	172564.0	294392.0	192910.0	164595.0	158222.0	164174.0	174845.0	167462.0	150771.0	166443.0	152783.0	151368.0
286.9496@8.312902	2	1.0	209718.0	1.0	94765.0	250999.0	145939.0	189955.0	130318.0	168002.0	193405.0	211829.0	214120.0	127688.0	136666.0	120225.0	183406.0	246715.0	51156.0	231461.0	120859.0	134996.0	1.0	123380.0	76976.0	168672.0	179139.0	267332.0	229107.0	67180.0	234330.0	291852.0	235454.0	265623.0	1.0	1.0	253697.0	1.0	77899.0	220696.0	1.0	1.0	119538.0	1.0	136806.0	1.0	150417.0	183864.0	214542.0	35311.0	185786.0	52247.0	1.0	178429.0	87909.0	295445.0	121715.0	278981.0	258065.0	319981.0	323093.0	294329.0	309836.0	1.0	1.0
412.99097@8.3601265	4	666039.0	191072.0	152371.0	181969.0	260305.0	124724.0	229043.0	150472.0	219846.0	151243.0	184404.0	200052.0	191963.0	1.0	127260.0	175831.0	241507.0	1098069.0	202202.0	246114.0	128492.0	181652.0	182838.0	149761.0	138855.0	172402.0	236998.0	185459.0	232216.0	229300.0	199179.0	223587.0	180242.0	228580.0	205057.0	312427.0	219731.0	146438.0	164471.0	358107.0	210600.0	167413.0	171807.0	177468.0	266908.0	257254.0	845504.0	297215.0	266191.0	257802.0	596067.0	185832.0	167051.0	232347.0	178248.0	178707.0	144756.0	338824.0	205765.0	142903.0	185113.0	135202.0	172569.0	186763.0
272.01126@8.353952	4	885993.0	1159427.0	951983.0	1218274.0	1263717.0	1009046.0	1285068.0	985031.0	1278463.0	1239133.0	1262337.0	1128884.0	1195492.0	1106162.0	1130257.0	1343718.0	1118501.0	392974.0	950551.0	1380552.0	929267.0	1297368.0	1176169.0	1007566.0	931671.0	1197107.0	1148088.0	1228449.0	1295878.0	1218330.0	1251004.0	1094101.0	1118535.0	1111743.0	1139249.0	770534.0	907298.0	946858.0	960212.0	1312365.0	1272351.0	1053857.0	1254875.0	1349499.0	1249606.0	1330895.0	827353.0	1.0	1429639.0	1256375.0	580522.0	1223416.0	1100782.0	1257197.0	876375.0	931169.0	930516.0	831430.0	955671.0	967854.0	881502.0	978577.0	876353.0	919697.0
397.02252@8.36235	3	41281.0	130229.0	43185.0	58713.0	65024.0	1.0	1.0	50242.0	66030.0	56164.0	60630.0	58134.0	58407.0	61646.0	51210.0	72362.0	66226.0	1.0	46754.0	74529.0	61649.0	78866.0	59170.0	49275.0	41032.0	54780.0	127010.0	136029.0	157540.0	69862.0	134076.0	62510.0	53114.0	57803.0	49321.0	62113.0	49725.0	63233.0	53288.0	51857.0	64491.0	48974.0	56447.0	70013.0	72711.0	82617.0	42554.0	1.0	1.0	60609.0	1.0	62026.0	62316.0	150164.0	67765.0	59787.0	66476.0	54489.0	91927.0	73088.0	56850.0	108796.0	88391.0	1.0
125.0147@8.372476	4	6957919.0	7267067.0	5167673.0	6452950.0	8477296.0	6039166.0	8626450.0	7556153.0	9363443.0	7248078.0	1.0	4891611.0	5538055.0	4564683.0	7972938.0	9001718.0	7365322.0	4695800.0	7807969.0	7937153.0	6197217.0	1.9190156E7	8875018.0	5487292.0	5524748.0	6770911.0	5937942.0	8021683.0	6531025.0	6294911.0	6493605.0	7679095.0	6014913.0	6140472.0	8974073.0	5392480.0	7623907.0	4147968.0	6097117.0	1.1300108E7	1.0358447E7	7030050.0	8675687.0	1.078654E7	1.7976028E7	1.1616926E7	6711571.0	1.1008039E7	1.4676192E7	8584644.0	5342511.0	8062442.0	6917086.0	8665612.0	4582074.0	5258767.0	4181280.0	4192667.0	5374924.0	4043406.0	4864212.0	4960704.0	4882107.0	4850510.0
462.03113@8.403592	3	46157.0	44422.0	214144.0	45107.0	315289.0	162151.0	31992.0	35878.0	38442.0	27697.0	46189.0	240211.0	77077.0	75927.0	25829.0	198560.0	178559.0	153889.0	211289.0	56221.0	36550.0	1.0	18368.0	137144.0	39110.0	29793.0	331666.0	414974.0	53906.0	147143.0	111694.0	83816.0	90675.0	487704.0	1.0	291505.0	1.0	24270.0	136155.0	1.0	1.0	1.0	27688.0	23656.0	1.0	1.0	1.0	49031.0	1.0	35486.0	16352.0	91727.0	33071.0	97406.0	239243.0	1036844.0	308698.0	303702.0	295531.0	944109.0	299544.0	271358.0	249883.0	267712.0
402.06537@8.383218	3	386791.0	431135.0	507824.0	673679.0	1105000.0	480543.0	465891.0	420176.0	259132.0	350293.0	370797.0	570676.0	752678.0	1257226.0	192741.0	378587.0	2346447.0	1.0	1.0	557633.0	268081.0	1.0	144827.0	589235.0	579456.0	487941.0	836337.0	1433287.0	464840.0	1400249.0	1050107.0	1219900.0	936794.0	2109965.0	83008.0	1.0	1.0	200160.0	1954694.0	1.0	1.0	184581.0	189325.0	184110.0	1.0	141341.0	248791.0	451856.0	1.0	292525.0	138799.0	186983.0	311408.0	234098.0	6012878.0	7071867.0	7140021.0	4242711.0	6722665.0	6714510.0	6711756.0	4364102.0	6587123.0	4436280.0
