# Notes : Entity List : FF_QC80percent_noBlank
#Interpretation : Samples
#Experiment : AH_ZicHilic_negative
#Flag Value: [Present]
#Entities where at least 80.0 percent of samples in any 1 out of 4 conditions have flags in [Present]
# Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.AH_ZicHilic_negative_2017_Aug_03_15_15_25
# Owner : gxuser
# Created On : Fri Aug 04 08:20:47 CEST 2017
Compound	Number Passed	DM_4(raw)	DM_44(raw)	DM_46(raw)	DM_58(raw)	DM_72(raw)	DM_74(raw)	DM_76(raw)	DM_82(raw)	DM_86(raw)	DM_89(raw)	DM_94(raw)	DM_99(raw)	DM_302(raw)	DM_303(raw)	DM_305(raw)	DM_316(raw)	K_2(raw)	K_3(raw)	K_6(raw)	K_10(raw)	K_17(raw)	K_19(raw)	K_21(raw)	K_22(raw)	K_35(raw)	K_36(raw)	K_48(raw)	K_51(raw)	K_52(raw)	K_59(raw)	K_61(raw)	K_66(raw)	K_68(raw)	K_70(raw)	K_83(raw)	PEX_8(raw)	PEX_30(raw)	PEX_34(raw)	PEX_69(raw)	PEX_84(raw)	PEX_304(raw)	PEX_307(raw)	PEX_308(raw)	PEX_309(raw)	PEX_310(raw)	PEX_312(raw)	PEX_314(raw)	PEX_317(raw)	PEX_320(raw)	PEX_321(raw)	PEX_41(raw)	PEX_98(raw)	PEX_315(raw)	PEX_319(raw)	QC_1(raw)	QC_2(raw)	QC_3(raw)	QC_4(raw)	QC_5(raw)	QC_6(raw)	QC_7(raw)	QC_8(raw)	QC_9(raw)	QC_10(raw)
209.9998@5.487915	4	201370.0	677228.0	500116.0	173235.0	1.0	1109216.0	726752.0	1037287.0	738388.0	1102542.0	612927.0	612338.0	1.0	736325.0	921341.0	1126620.0	1.0	245205.0	190088.0	1.0	1510970.0	1009099.0	847941.0	1348668.0	1051847.0	824971.0	478162.0	355326.0	567334.0	295265.0	178889.0	1.0	300931.0	190369.0	1410641.0	1.0	1433718.0	1344045.0	241859.0	1933459.0	903372.0	940330.0	643149.0	495016.0	1005019.0	589005.0	306954.0	632269.0	1140299.0	351652.0	952506.0	801968.0	1043911.0	806661.0	275916.0	273558.0	361691.0	339648.0	349408.0	384661.0	313792.0	350124.0	338065.0	284867.0
161.8483@5.530404	4	3335116.0	1938157.0	1939731.0	5260624.0	2854570.0	1706845.0	2129979.0	1.0	1.0	1744198.0	2032552.0	2518173.0	2421401.0	1958433.0	1.0	1321482.0	4299513.0	2594090.0	1463097.0	6848518.0	1.0	1481657.0	1080116.0	1563220.0	1514431.0	1536210.0	2671922.0	2204252.0	1656554.0	5044191.0	2739287.0	2843304.0	2583054.0	2473672.0	1534317.0	3129956.0	1.0	1582754.0	1931849.0	1.0	2309851.0	1.0	1800396.0	2106579.0	891293.0	2590694.0	2972252.0	2364644.0	2709538.0	2968658.0	939765.0	2409705.0	1428181.0	2595918.0	2783443.0	2597267.0	1889944.0	1698654.0	1999430.0	1939813.0	1774146.0	1711613.0	1608432.0	1528266.0
325.07892@5.535388	1	22608.0	43775.0	105990.0	199372.0	98485.0	30627.0	44144.0	85115.0	35538.0	1.0	1.0	39812.0	33673.0	65132.0	1.0	1.0	46894.0	66579.0	134493.0	45692.0	1.0	31989.0	151614.0	1.0	1.0	67865.0	29921.0	88655.0	48011.0	48956.0	26460.0	202352.0	60198.0	262583.0	22951.0	66215.0	1.0	1.0	45826.0	1.0	1.0	77803.0	55300.0	31614.0	198526.0	1.0	28774.0	1.0	51448.0	1.0	1.0	28218.0	252363.0	95642.0	77402.0	77642.0	68355.0	62201.0	79802.0	64065.0	65574.0	64866.0	75270.0	61543.0
206.05942@5.540836	4	89423.0	2389950.0	798555.0	1.0	814237.0	1448719.0	2783094.0	2777024.0	1399542.0	3609536.0	2516048.0	1602939.0	545485.0	1931670.0	1762936.0	3810318.0	296775.0	572244.0	513002.0	336417.0	3256220.0	3587713.0	3830146.0	1.0	1086166.0	5281448.0	1507345.0	1522512.0	1.0	332765.0	248613.0	1018387.0	715238.0	764309.0	3473939.0	340906.0	5299839.0	1642787.0	674776.0	2772885.0	2799756.0	1139977.0	1229121.0	1806720.0	4906201.0	1823393.0	1848676.0	1.2564868E7	4207126.0	734794.0	1766427.0	795214.0	3485276.0	1131651.0	1256359.0	1448106.0	1939532.0	1806947.0	1556365.0	1768756.0	1631026.0	1590014.0	1676000.0	1696777.0
268.0806@5.6305866	4	381960.0	451745.0	317214.0	297252.0	508633.0	187520.0	625689.0	299363.0	468822.0	323258.0	435526.0	346309.0	441436.0	308625.0	275375.0	300551.0	395572.0	466028.0	627814.0	560959.0	108152.0	177211.0	149930.0	1.0	211519.0	137742.0	414208.0	337268.0	209483.0	389397.0	602605.0	760183.0	181136.0	302521.0	213626.0	519477.0	136986.0	213688.0	360358.0	119543.0	362385.0	108689.0	389913.0	516747.0	196087.0	433416.0	564801.0	708359.0	413651.0	349006.0	169528.0	327247.0	277276.0	208125.0	475657.0	533519.0	578306.0	545654.0	359433.0	557256.0	537517.0	499784.0	500119.0	533357.0
292.06042@5.639854	3	80751.0	1300654.0	371190.0	624828.0	1845401.0	679335.0	1232035.0	1376261.0	496790.0	1050944.0	996241.0	804238.0	600125.0	625383.0	859304.0	2453112.0	612487.0	1236256.0	2661807.0	666758.0	1293545.0	2237696.0	2912188.0	1.0	543692.0	5410376.0	1481510.0	2445155.0	904070.0	759988.0	330752.0	2504819.0	1310819.0	3507254.0	1878736.0	901047.0	3285504.0	545209.0	2142569.0	1116050.0	1068619.0	694928.0	475055.0	629980.0	4158563.0	588533.0	1034881.0	1.2623434E7	2266695.0	468675.0	961241.0	241693.0	1556523.0	1.0	1405654.0	1788415.0	1633700.0	1705193.0	1493085.0	1369923.0	1712508.0	1667851.0	1815046.0	1715126.0
396.03384@5.6378207	3	1.0	97210.0	42418.0	77285.0	148006.0	165013.0	70801.0	142511.0	1.0	73965.0	52058.0	130496.0	32966.0	52544.0	89866.0	389550.0	1.0	58369.0	188199.0	1.0	164613.0	103425.0	217178.0	90103.0	61187.0	289890.0	139606.0	180751.0	82229.0	78734.0	73741.0	135858.0	122652.0	250960.0	175267.0	71542.0	269231.0	54394.0	166927.0	1.0	44879.0	55818.0	41616.0	1.0	275529.0	44811.0	72035.0	802794.0	201019.0	1.0	78516.0	1.0	182910.0	37441.0	151720.0	192559.0	180201.0	173014.0	163518.0	149852.0	162639.0	150077.0	178924.0	165704.0
495.96262@5.7091966	4	46804.0	59221.0	53470.0	57699.0	74398.0	120982.0	86260.0	75771.0	46398.0	66754.0	64409.0	77799.0	38863.0	47987.0	79808.0	253032.0	63938.0	1.0	52582.0	43610.0	115015.0	1.0	96178.0	130969.0	77946.0	74780.0	120601.0	108435.0	99901.0	94546.0	76773.0	44063.0	111536.0	112919.0	110532.0	88329.0	114921.0	98233.0	70576.0	133431.0	1.0	89758.0	68661.0	29458.0	94900.0	46839.0	34553.0	179076.0	84002.0	60127.0	75271.0	73800.0	90446.0	76210.0	94534.0	77528.0	72400.0	99629.0	71548.0	73816.0	88621.0	92984.0	101192.0	71139.0
468.09378@5.696711	1	1.0	45577.0	37653.0	1.0	25944.0	1.0	51636.0	58224.0	34328.0	36081.0	41051.0	1.0	1.0	21896.0	41531.0	54273.0	43190.0	32971.0	166532.0	1.0	29775.0	1.0	77086.0	24868.0	80212.0	44043.0	33212.0	47988.0	71854.0	52493.0	37048.0	1.0	26718.0	44690.0	57613.0	38759.0	55801.0	1.0	78801.0	1.0	33180.0	51890.0	40672.0	1.0	51571.0	1.0	1.0	61020.0	1.0	1.0	60719.0	1.0	35226.0	1.0	34572.0	48486.0	40436.0	36886.0	41177.0	37219.0	40632.0	1.0	1.0	41640.0
510.00916@5.731227	1	42911.0	85655.0	87711.0	83047.0	1.0	130052.0	1.0	121449.0	1.0	1.0	1.0	79805.0	70018.0	1.0	1.0	320352.0	184432.0	89775.0	143483.0	67026.0	208821.0	126298.0	197876.0	230999.0	148138.0	175247.0	1.0	1.0	162990.0	152607.0	1.0	1.0	1.0	1.0	174940.0	117546.0	1.0	127978.0	153477.0	226463.0	129375.0	193028.0	132245.0	58535.0	229846.0	69702.0	59500.0	1.0	1.0	87423.0	1.0	1.0	1.0	107843.0	141540.0	172770.0	145765.0	123762.0	123075.0	146436.0	128903.0	1.0	135270.0	133777.0
350.06573@5.7370334	4	59424.0	248535.0	263115.0	217088.0	135646.0	179032.0	144022.0	229132.0	158408.0	1.0	168898.0	207926.0	225408.0	114783.0	299004.0	327299.0	180526.0	186461.0	528078.0	1.0	333476.0	298129.0	663414.0	342159.0	244058.0	365478.0	159975.0	1.0	303124.0	293863.0	153746.0	257182.0	243416.0	509172.0	257835.0	210602.0	250438.0	259280.0	549050.0	348504.0	127611.0	430978.0	181976.0	163138.0	838232.0	118328.0	133296.0	313793.0	248318.0	316129.0	436557.0	154421.0	550667.0	157346.0	264947.0	342779.0	304052.0	279286.0	281744.0	312153.0	306404.0	278661.0	316084.0	305494.0
296.00122@5.7669835	3	5826669.0	1.3066879E7	7735714.0	1.3018381E7	1.4836895E7	1.3915007E7	1.2689609E7	1.3646034E7	1.062673E7	1.3303708E7	1.1499467E7	1.3092532E7	9497968.0	9718696.0	1.4277859E7	2.7564912E7	1.1143912E7	8068121.0	1.357428E7	1.0524535E7	1.709618E7	1.0	1.9577434E7	2.4245698E7	1.7506164E7	1.8538682E7	1.4897676E7	1.0	1.9216562E7	1.3233404E7	1.2096416E7	1.1758364E7	1.5439954E7	1.9842128E7	1.9755536E7	1.1194237E7	2.3232468E7	1.5628214E7	1.3239201E7	2.1304634E7	1.0892058E7	1.0	1.0117568E7	8267554.0	1.0	9969315.0	8473458.0	2.7872288E7	1.854932E7	1.0771771E7	1.0	1.0333058E7	1.7220884E7	1.3410512E7	1.2776819E7	1.4363493E7	1.3919408E7	1.3787111E7	1.2758694E7	1.4770175E7	1.3105454E7	1.285556E7	1.3441283E7	1.3234412E7
540.2002@5.802491	4	66767.0	139174.0	143106.0	140636.0	1.0	117486.0	178770.0	110716.0	177343.0	166956.0	169299.0	110985.0	160926.0	138228.0	146036.0	151966.0	154018.0	130887.0	100271.0	155893.0	144582.0	115623.0	108230.0	1.0	165127.0	163907.0	154974.0	174776.0	199198.0	151421.0	121155.0	1.0	168118.0	178496.0	178216.0	133277.0	188507.0	179033.0	107658.0	1.0	206447.0	212272.0	143990.0	1.0	180689.0	137733.0	120292.0	135489.0	179744.0	160970.0	151386.0	132972.0	133190.0	158377.0	113728.0	147281.0	128819.0	124423.0	133336.0	123539.0	125202.0	132568.0	135656.0	140725.0
526.1846@5.7999163	3	65085.0	117721.0	127399.0	111962.0	133380.0	87040.0	147607.0	108707.0	141615.0	139665.0	143618.0	1.0	136578.0	114951.0	1.0	125539.0	155429.0	95862.0	86996.0	125499.0	125175.0	104607.0	90377.0	169188.0	141846.0	142373.0	127298.0	137308.0	160545.0	112718.0	102680.0	122472.0	145128.0	154233.0	142148.0	97876.0	150094.0	1.0	99120.0	123832.0	168452.0	174978.0	125771.0	132612.0	112880.0	116921.0	1.0	111142.0	147739.0	131358.0	136031.0	1.0	113337.0	144369.0	92594.0	121275.0	110921.0	85497.0	110868.0	97624.0	110226.0	116395.0	116529.0	120404.0
620.0444@5.796579	4	137180.0	531758.0	623455.0	485700.0	571929.0	368000.0	703605.0	544498.0	688290.0	617893.0	695236.0	275847.0	559628.0	445304.0	628343.0	682114.0	870002.0	470280.0	528596.0	554551.0	652879.0	660229.0	620724.0	1176163.0	874451.0	822611.0	544166.0	854813.0	1054501.0	662945.0	367291.0	536027.0	729247.0	887381.0	879468.0	540252.0	971745.0	788298.0	574811.0	681752.0	913538.0	1160001.0	570543.0	527582.0	960870.0	391118.0	347674.0	593507.0	707422.0	550299.0	880865.0	394764.0	518271.0	670665.0	420590.0	526958.0	435156.0	400404.0	442298.0	405503.0	463201.0	447511.0	479827.0	470412.0
459.95404@5.807893	2	1.0	197673.0	196122.0	188066.0	1.0	95919.0	1.0	164685.0	235713.0	208037.0	235498.0	1.0	156013.0	133018.0	170715.0	201648.0	213252.0	132252.0	110989.0	242275.0	171635.0	139616.0	170531.0	317256.0	237988.0	218117.0	210572.0	279161.0	288427.0	215725.0	147213.0	1.0	223633.0	257645.0	265878.0	1.0	241271.0	244277.0	135998.0	183174.0	255006.0	362181.0	147762.0	172778.0	283578.0	147993.0	129008.0	186912.0	198497.0	200399.0	175514.0	1.0	171994.0	251020.0	180713.0	190471.0	175493.0	168604.0	186387.0	1.0	161648.0	129953.0	164660.0	135346.0
406.036@5.7892027	4	886671.0	2939754.0	2434804.0	2625263.0	3150638.0	1931310.0	3700876.0	2997063.0	3601494.0	3169960.0	3667476.0	1816853.0	3005592.0	2495582.0	3646005.0	3838588.0	4516982.0	2485789.0	3583546.0	2787427.0	3917074.0	3564085.0	3933939.0	6644523.0	4796838.0	4970008.0	2987990.0	4793746.0	5988475.0	3605594.0	2091536.0	2934039.0	4078901.0	4820757.0	4840938.0	2841654.0	5388214.0	4440681.0	3273066.0	4013038.0	4558746.0	6258295.0	3084618.0	2809721.0	5509620.0	2347932.0	1953878.0	3565431.0	3828481.0	3058342.0	5118082.0	2156111.0	2994032.0	3590054.0	2369001.0	3004642.0	2506973.0	2378352.0	2539589.0	2414830.0	2618626.0	2545819.0	2705378.0	2676863.0
642.02594@5.8161902	4	77426.0	201584.0	231324.0	217622.0	228531.0	156207.0	269474.0	190981.0	282790.0	236999.0	268890.0	1.0	246912.0	189604.0	221899.0	225437.0	308313.0	174750.0	128073.0	258698.0	195187.0	187168.0	149447.0	320297.0	262023.0	257073.0	223124.0	260934.0	303355.0	255478.0	178866.0	235428.0	258659.0	276793.0	263823.0	212311.0	272175.0	257411.0	163403.0	195957.0	324438.0	350739.0	215881.0	231828.0	271012.0	185901.0	153919.0	198674.0	245527.0	220308.0	223345.0	175466.0	198329.0	262012.0	171886.0	215604.0	178502.0	156156.0	184858.0	154046.0	188600.0	189843.0	192702.0	194270.0
834.0526@5.804265	4	23648.0	101516.0	121371.0	94968.0	111475.0	70777.0	150221.0	95791.0	149581.0	119781.0	137850.0	47901.0	121610.0	85041.0	117850.0	132942.0	188511.0	88975.0	74344.0	121059.0	103671.0	123214.0	98401.0	224215.0	157995.0	140707.0	104385.0	157984.0	197858.0	133788.0	71640.0	103603.0	142653.0	176812.0	170385.0	101573.0	171447.0	140938.0	103156.0	116609.0	197141.0	236474.0	109767.0	104590.0	157295.0	78483.0	62502.0	98481.0	138129.0	102692.0	140430.0	78222.0	106744.0	144670.0	74302.0	99548.0	80888.0	72460.0	77711.0	75397.0	83788.0	78203.0	89459.0	87117.0
449.99884@5.8315334	3	243736.0	489714.0	511015.0	460869.0	532673.0	398408.0	602570.0	453409.0	618830.0	549183.0	563718.0	386468.0	595064.0	454044.0	518726.0	481795.0	614919.0	465867.0	293060.0	587710.0	432119.0	374144.0	337511.0	619484.0	528676.0	1.0	502287.0	1.0	620865.0	562079.0	455729.0	499081.0	562425.0	1.0	298695.0	486679.0	503708.0	546251.0	348382.0	445116.0	638620.0	1.0	264335.0	580568.0	1.0	512558.0	473551.0	451568.0	614177.0	523853.0	1.0	473005.0	465441.0	602202.0	423100.0	506748.0	438973.0	404378.0	450403.0	422631.0	446705.0	464295.0	459912.0	451438.0
218.02351@5.825453	4	619195.0	2025606.0	1781432.0	1921148.0	1455188.0	2327433.0	1390295.0	1912844.0	1028013.0	1474504.0	1388319.0	2166943.0	1300920.0	1032079.0	1541537.0	3230373.0	1.0	830684.0	1555902.0	1528573.0	2255913.0	887246.0	1735543.0	3096719.0	2910483.0	1693139.0	1724875.0	2042750.0	2199274.0	1608324.0	1715005.0	1894125.0	2193545.0	2408350.0	1967022.0	1045639.0	2766001.0	1616109.0	1315220.0	2381345.0	789045.0	2255761.0	1.0	1089325.0	3546008.0	1107120.0	1165966.0	4098880.0	2343613.0	1149760.0	1957335.0	1727174.0	2195910.0	1861397.0	1404951.0	1523915.0	1759141.0	1685234.0	1645428.0	1791811.0	1696216.0	1615699.0	1621940.0	1673395.0
426.00974@5.806918	4	39431.0	247986.0	235705.0	352763.0	218135.0	898004.0	288487.0	195138.0	406436.0	282750.0	270561.0	167036.0	282650.0	1223472.0	286069.0	295742.0	496361.0	1.0	1212858.0	369560.0	1491923.0	382510.0	1296249.0	653008.0	459736.0	480728.0	311339.0	377323.0	2160348.0	425937.0	207490.0	364175.0	300601.0	766884.0	452644.0	192520.0	567903.0	365578.0	1139290.0	290282.0	332513.0	558240.0	1.0	196785.0	582110.0	159036.0	209320.0	296601.0	307761.0	312332.0	2049856.0	178653.0	238519.0	510700.0	135801.0	312891.0	158132.0	242131.0	249235.0	216177.0	223600.0	1136614.0	227681.0	242441.0
192.02571@5.841129	4	5.3577672E7	2.49054304E8	2.12217936E8	2.3555624E8	1.88095504E8	7.7409408E7	2.28876976E8	1.22497576E8	2.04542432E8	2.15574336E8	2.1766584E8	1.90937264E8	1.95843264E8	1.52154176E8	2.04686704E8	2.13425664E8	2.13009648E8	1.02670408E8	1.47867856E8	2.31894896E8	1.31589528E8	1.23374976E8	1.36191648E8	2.83083776E8	2.57047248E8	2.07535888E8	2.47397296E8	2.32056704E8	2.89937216E8	1.0	1.66451456E8	2.09293936E8	2.91958976E8	2.41079376E8	2.22213392E8	9.5546384E7	2.45070832E8	1.82932032E8	1.30287992E8	1.0	2.14700272E8	2.97659136E8	1.0815368E8	1.88223104E8	2.77478208E8	1.68992192E8	1.00687048E8	2.06141104E8	2.19340384E8	2.42719184E8	1.97670144E8	2.06429936E8	2.07137024E8	2.31612864E8	1.645636E8	1.67096512E8	9.6721856E7	1.63601296E8	1.6640944E8	1.64400464E8	1.53608832E8	1.54508848E8	1.59374048E8	1.58718848E8
174.0164@5.8160877	1	853170.0	2864950.0	1.0	1.0	1.0	1408273.0	2872681.0	2296343.0	1.0	2772085.0	2523001.0	1963277.0	1.0	1.0	1.0	2500496.0	2139692.0	1439327.0	1.0	3696757.0	1.0	2159274.0	2221666.0	4212050.0	3507737.0	3244268.0	1.0	1.0	3260837.0	2093811.0	1592311.0	2314942.0	2478340.0	2558171.0	1.0	1641054.0	3143201.0	2518754.0	1650266.0	1.0	1.0	3812586.0	1.0	1.0	3592957.0	1874393.0	1.0	2740274.0	2512471.0	1.0	2519846.0	2156795.0	2227688.0	3085291.0	1529269.0	1759605.0	1674686.0	1772603.0	1654847.0	1.0	1645997.0	1514345.0	1621762.0	1644914.0
503.93518@5.84043	4	26001.0	73930.0	81594.0	1.0	52045.0	51266.0	1.0	67585.0	1.0	83717.0	82212.0	59652.0	60231.0	52270.0	53615.0	51552.0	111797.0	54311.0	97044.0	103725.0	101022.0	91069.0	88041.0	138079.0	89098.0	105912.0	59254.0	72122.0	83442.0	98632.0	67966.0	1.0	69844.0	94942.0	92527.0	68315.0	83298.0	68598.0	79550.0	73263.0	125106.0	160177.0	58250.0	67910.0	104199.0	59547.0	73908.0	1.0	71657.0	72501.0	96727.0	59910.0	72778.0	90658.0	56247.0	72503.0	65913.0	63470.0	58093.0	52514.0	50294.0	48568.0	1.0	58128.0
251.99368@5.8763013	2	265279.0	383939.0	304486.0	329770.0	311429.0	293202.0	1.0	276897.0	377103.0	334971.0	395218.0	272493.0	242102.0	223549.0	288170.0	249475.0	328200.0	278607.0	281110.0	354900.0	347207.0	284095.0	268134.0	336817.0	289328.0	294549.0	1.0	1.0	1.0	345528.0	288264.0	330116.0	1.0	197612.0	319566.0	303622.0	272186.0	1.0	293784.0	296014.0	370480.0	1.0	253593.0	315677.0	1.0	269275.0	293113.0	264588.0	303168.0	294137.0	276349.0	1.0	306686.0	311734.0	305024.0	239370.0	319753.0	1.0	257297.0	1.0	267277.0	232712.0	305336.0	230340.0
341.92087@5.9665627	1	663315.0	1.0	87586.0	1.0	1.0	485545.0	1.0	441011.0	1.0	1.0	141272.0	177608.0	109467.0	152592.0	1.0	1.0	582870.0	629052.0	780936.0	1.0	447637.0	867993.0	858790.0	1.0	1.0	614670.0	1.0	147302.0	1.0	631999.0	261343.0	245098.0	239374.0	158232.0	137372.0	620178.0	129081.0	150975.0	766301.0	425644.0	1.0	185668.0	411114.0	121562.0	427612.0	166577.0	358023.0	133250.0	193722.0	1.0	498111.0	184328.0	195957.0	1.0	292865.0	359001.0	333447.0	307699.0	337980.0	310585.0	335938.0	320902.0	324895.0	343215.0
165.07886@6.04371	4	1610371.0	2483409.0	1775536.0	6820111.0	1706106.0	2061405.0	2306354.0	2096223.0	2584229.0	1766670.0	2141191.0	2836918.0	1595191.0	1963171.0	2072932.0	2054178.0	2456354.0	1427106.0	1107432.0	2915377.0	2379804.0	1791872.0	1212990.0	1651741.0	2710508.0	1310740.0	2255969.0	1657244.0	1497702.0	1897585.0	2423567.0	1805070.0	2264124.0	1803664.0	1721971.0	2337593.0	1584685.0	1890259.0	1508102.0	1835468.0	2166014.0	2214210.0	2247083.0	2147647.0	2068894.0	2387802.0	1910633.0	1915581.0	2171704.0	2231813.0	1783177.0	3004988.0	2414222.0	2192928.0	1807778.0	1672363.0	1818323.0	1745720.0	1767097.0	1726006.0	1625241.0	1644258.0	1136224.0	1601342.0
352.13947@6.04339	4	144065.0	214912.0	136477.0	593058.0	159996.0	159165.0	204593.0	148565.0	247041.0	152462.0	170512.0	271084.0	143775.0	166246.0	160199.0	167583.0	175210.0	90337.0	41961.0	310347.0	153632.0	85243.0	50076.0	117250.0	191951.0	70086.0	202815.0	111106.0	106359.0	144870.0	220480.0	169631.0	167304.0	132443.0	127590.0	168507.0	99977.0	138701.0	75102.0	153670.0	186384.0	174653.0	176115.0	193331.0	138785.0	234616.0	168136.0	171797.0	201441.0	201965.0	110496.0	275107.0	200953.0	213997.0	141663.0	148689.0	139852.0	136285.0	131802.0	128603.0	122169.0	128682.0	117687.0	123727.0
424.06516@6.0733805	4	1.0	383147.0	321776.0	174736.0	390642.0	153348.0	447452.0	304586.0	287735.0	309336.0	372118.0	271856.0	290070.0	350903.0	239553.0	631071.0	458974.0	250963.0	357570.0	313010.0	259013.0	1.0	225743.0	293664.0	309215.0	286802.0	433936.0	791439.0	596422.0	396167.0	300448.0	295090.0	600659.0	619735.0	219984.0	273201.0	127095.0	192279.0	334834.0	55967.0	173004.0	256015.0	191017.0	198262.0	1.0	127828.0	239591.0	505085.0	1.0	333786.0	204432.0	210791.0	241124.0	233559.0	117596.0	766987.0	789408.0	1.0	1.0	788592.0	758401.0	770008.0	742138.0	768786.0
361.989@6.1358724	4	61417.0	123511.0	99988.0	99875.0	106727.0	106934.0	146789.0	178254.0	153493.0	155925.0	124193.0	82459.0	72932.0	101826.0	111451.0	158086.0	120758.0	67163.0	90179.0	136143.0	202943.0	219042.0	160475.0	140341.0	154791.0	148212.0	87992.0	153479.0	129428.0	99568.0	100959.0	73905.0	121594.0	130749.0	188939.0	126233.0	215908.0	142725.0	106026.0	166555.0	208218.0	172331.0	108234.0	88867.0	150716.0	106112.0	92831.0	95331.0	204475.0	109956.0	147391.0	110753.0	115401.0	101734.0	1.0	106454.0	98415.0	85571.0	94181.0	69443.0	98070.0	97412.0	82772.0	90529.0
224.05174@6.133808	3	537040.0	818169.0	796739.0	377274.0	604098.0	564124.0	807545.0	581424.0	624904.0	517413.0	765839.0	948379.0	799856.0	1262028.0	488379.0	588963.0	827559.0	667590.0	322825.0	549450.0	382798.0	1.0	101898.0	274588.0	410853.0	276193.0	1009141.0	907729.0	560077.0	932410.0	873932.0	618326.0	1048942.0	704348.0	209934.0	1.0	1.0	285900.0	1.0	1.0	266042.0	222269.0	466797.0	581874.0	1.0	410159.0	885130.0	382481.0	1.0	884704.0	212899.0	734461.0	589643.0	422312.0	1188154.0	1401447.0	1370619.0	1354346.0	1430381.0	1453846.0	1421739.0	1490582.0	1537145.0	1529773.0
400.08368@6.148307	2	301171.0	1.0	323333.0	217017.0	362841.0	304219.0	450139.0	291281.0	354573.0	331290.0	418662.0	520855.0	468256.0	657044.0	1.0	346364.0	482059.0	357377.0	168079.0	350464.0	183314.0	1.0	61852.0	1.0	1.0	144584.0	547466.0	518196.0	322295.0	555439.0	487446.0	352289.0	1.0	421706.0	113836.0	1.0	1.0	1.0	313571.0	1.0	1.0	138314.0	258405.0	325407.0	1.0	215071.0	444911.0	213710.0	1.0	1.0	127863.0	384601.0	238182.0	242797.0	745793.0	791025.0	783950.0	743874.0	684365.0	794529.0	803659.0	855334.0	856124.0	1.0
303.94315@6.130463	1	4041484.0	1.0	1.0	138868.0	281526.0	3512366.0	1.0	1811632.0	203133.0	1.0	1.0	1.0	1.0	346561.0	1.0	1.0	1.0	1.0	1.0616707E7	189558.0	2047706.0	1320393.0	3453487.0	1.0	1.0	1.0	1.0	365204.0	1.0	3692402.0	1.0	768782.0	459926.0	254082.0	272296.0	1.0	154093.0	332923.0	6308131.0	170879.0	190427.0	357877.0	1978782.0	251031.0	1.0	350456.0	2239832.0	357540.0	103138.0	1.0	1764695.0	1.0	444484.0	1.0	786914.0	995525.0	1244354.0	1922526.0	1.0	1205719.0	601689.0	1117824.0	1161224.0	1722299.0
376.04413@6.175941	2	1.0	1.0	2398809.0	1.0	2657044.0	1737249.0	310778.0	2140018.0	1.0	1.0	2558883.0	2050239.0	2397598.0	1759819.0	3062418.0	1.0	2524259.0	2149334.0	2540463.0	2870240.0	2391133.0	609687.0	3404911.0	3433902.0	3339381.0	3941401.0	2373300.0	3135960.0	1.0	2287906.0	2185849.0	2957347.0	2596230.0	3361948.0	2234072.0	2569670.0	1419262.0	2553285.0	2293329.0	289118.0	2020407.0	3138922.0	1.0	2313182.0	97951.0	1.0	1902142.0	5148393.0	390942.0	2228056.0	3646657.0	1.0	1.0	1.0	2197536.0	2636008.0	2634020.0	2259484.0	2396431.0	3543141.0	2407450.0	2572668.0	2310434.0	2217337.0
125.99704@6.201797	4	8178074.0	3.1998942E7	2.8558154E7	8751238.0	1.8774894E7	3.2704068E7	3.7108208E7	2.9105262E7	2.5954674E7	2.8577728E7	2.7967038E7	2.8104418E7	1.7464022E7	2.2250278E7	2.6197276E7	3.8165056E7	3.0634016E7	2.3138548E7	2.1897792E7	2.778779E7	3.7142984E7	5966248.0	8389896.0	1.8573274E7	3.6049244E7	2.484822E7	2.5344528E7	3.1206628E7	2.7899336E7	2.5610286E7	2.6039372E7	1.3682131E7	3.5116592E7	2.9602246E7	2.890985E7	2.4131882E7	2.3684664E7	2.2173584E7	2.4067146E7	8719267.0	3.5973952E7	1.93879E7	2.6168074E7	1.8165676E7	4837747.0	1.698295E7	2.7414674E7	1.7223202E7	1.3303948E7	3.2980884E7	2.113149E7	2.861333E7	3.6540884E7	1.7168024E7	2.3543972E7	2.5930196E7	2.5849336E7	2.5038768E7	2.4348672E7	2.4721588E7	2.4076556E7	2.3543688E7	2.379695E7	2.2556382E7
302.02908@6.2018566	4	535117.0	1891503.0	1590182.0	591050.0	1184307.0	1911187.0	2285659.0	1610429.0	1636247.0	1669005.0	1670152.0	1747511.0	1095084.0	1328122.0	1547820.0	2365281.0	1994725.0	1417476.0	1302140.0	1807529.0	2152947.0	183194.0	488129.0	1119946.0	2047201.0	1547804.0	1606981.0	1919237.0	1640455.0	1751635.0	1638320.0	874898.0	2069884.0	1793516.0	1507722.0	1486346.0	998390.0	1303025.0	1409623.0	260267.0	2053119.0	1199499.0	1543102.0	1090946.0	1.0	1015403.0	1691008.0	1062897.0	419003.0	1969393.0	1271169.0	1687816.0	2231008.0	1076633.0	1494633.0	1646026.0	1611008.0	1532384.0	1512830.0	1483611.0	1454720.0	1400827.0	1421534.0	1388318.0
