# Notes : Entity List : FF_QC80percent_noBlank
#Interpretation : K_PEX 
#Experiment : AH_ZicHilic_negative
#Flag Value: [Present]
#Entities where at least 80.0 percent of samples in any 1 out of 3 conditions have flags in [Present]
# Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.AH_ZicHilic_negative_2017_Aug_03_15_15_25
# Owner : gxuser
# Created On : Fri May 18 16:00:57 CEST 2018
Compound	Number Passed	K_2(raw)	K_3(raw)	K_6(raw)	K_10(raw)	K_17(raw)	K_19(raw)	K_21(raw)	K_22(raw)	K_35(raw)	K_36(raw)	K_48(raw)	K_51(raw)	K_52(raw)	K_59(raw)	K_61(raw)	K_66(raw)	K_68(raw)	K_70(raw)	K_83(raw)	PEX_8(raw)	PEX_30(raw)	PEX_34(raw)	PEX_69(raw)	PEX_84(raw)	PEX_304(raw)	PEX_307(raw)	PEX_308(raw)	PEX_309(raw)	PEX_310(raw)	PEX_312(raw)	PEX_314(raw)	PEX_317(raw)	PEX_320(raw)	PEX_321(raw)	QC_1(raw)	QC_2(raw)	QC_3(raw)	QC_4(raw)	QC_5(raw)	QC_6(raw)	QC_7(raw)	QC_8(raw)	QC_9(raw)	QC_10(raw)
454.0385@5.7169585	1	1.0	1.0	52401.0	1.0	43367.0	1.0	76934.0	1.0	1.0	1.0	1.0	53790.0	1.0	1.0	1.0	30032.0	1.0	66858.0	1.0	1.0	1.0	1.0	65303.0	71604.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	44319.0	28583.0	1.0	28907.0	41281.0	35242.0	35497.0	1.0	29482.0	36517.0	1.0	35164.0	37045.0
510.00916@5.731227	2	184432.0	89775.0	143483.0	67026.0	208821.0	126298.0	197876.0	230999.0	148138.0	175247.0	1.0	1.0	162990.0	152607.0	1.0	1.0	1.0	1.0	174940.0	117546.0	1.0	127978.0	153477.0	226463.0	129375.0	193028.0	132245.0	58535.0	229846.0	69702.0	59500.0	1.0	1.0	87423.0	141540.0	172770.0	145765.0	123762.0	123075.0	146436.0	128903.0	1.0	135270.0	133777.0
350.06573@5.7370334	3	180526.0	186461.0	528078.0	1.0	333476.0	298129.0	663414.0	342159.0	244058.0	365478.0	159975.0	1.0	303124.0	293863.0	153746.0	257182.0	243416.0	509172.0	257835.0	210602.0	250438.0	259280.0	549050.0	348504.0	127611.0	430978.0	181976.0	163138.0	838232.0	118328.0	133296.0	313793.0	248318.0	316129.0	264947.0	342779.0	304052.0	279286.0	281744.0	312153.0	306404.0	278661.0	316084.0	305494.0
296.00122@5.7669835	3	1.1143912E7	8068121.0	1.357428E7	1.0524535E7	1.709618E7	1.0	1.9577434E7	2.4245698E7	1.7506164E7	1.8538682E7	1.4897676E7	1.0	1.9216562E7	1.3233404E7	1.2096416E7	1.1758364E7	1.5439954E7	1.9842128E7	1.9755536E7	1.1194237E7	2.3232468E7	1.5628214E7	1.3239201E7	2.1304634E7	1.0892058E7	1.0	1.0117568E7	8267554.0	1.0	9969315.0	8473458.0	2.7872288E7	1.854932E7	1.0771771E7	1.2776819E7	1.4363493E7	1.3919408E7	1.3787111E7	1.2758694E7	1.4770175E7	1.3105454E7	1.285556E7	1.3441283E7	1.3234412E7
540.2002@5.802491	3	154018.0	130887.0	100271.0	155893.0	144582.0	115623.0	108230.0	1.0	165127.0	163907.0	154974.0	174776.0	199198.0	151421.0	121155.0	1.0	168118.0	178496.0	178216.0	133277.0	188507.0	179033.0	107658.0	1.0	206447.0	212272.0	143990.0	1.0	180689.0	137733.0	120292.0	135489.0	179744.0	160970.0	113728.0	147281.0	128819.0	124423.0	133336.0	123539.0	125202.0	132568.0	135656.0	140725.0
526.1846@5.7999163	3	155429.0	95862.0	86996.0	125499.0	125175.0	104607.0	90377.0	169188.0	141846.0	142373.0	127298.0	137308.0	160545.0	112718.0	102680.0	122472.0	145128.0	154233.0	142148.0	97876.0	150094.0	1.0	99120.0	123832.0	168452.0	174978.0	125771.0	132612.0	112880.0	116921.0	1.0	111142.0	147739.0	131358.0	92594.0	121275.0	110921.0	85497.0	110868.0	97624.0	110226.0	116395.0	116529.0	120404.0
373.97784@5.798278	1	1.0	565218.0	452567.0	1.0	581431.0	1.0	747952.0	701138.0	463553.0	819726.0	798924.0	1.0	1077628.0	1.0	661975.0	1.0	518075.0	1.0	606105.0	536416.0	756699.0	621748.0	771622.0	1.0	1.0	547459.0	1.0	1.0	492985.0	1.0	448769.0	775085.0	1.0	1.0	627475.0	661668.0	660519.0	663470.0	642128.0	686189.0	616244.0	604010.0	647461.0	619829.0
422.0082@5.793572	1	239507.0	197325.0	1.0	1.0	1.0	168051.0	191555.0	290584.0	1.0	219792.0	149157.0	237348.0	261831.0	193699.0	1.0	1.0	203111.0	228242.0	1.0	214136.0	305164.0	201232.0	143368.0	1.0	216359.0	327521.0	1.0	1.0	288204.0	134234.0	115454.0	195161.0	228294.0	1.0	133071.0	170990.0	95711.0	173009.0	118387.0	112750.0	140685.0	110874.0	137214.0	137189.0
620.0444@5.796579	3	870002.0	470280.0	528596.0	554551.0	652879.0	660229.0	620724.0	1176163.0	874451.0	822611.0	544166.0	854813.0	1054501.0	662945.0	367291.0	536027.0	729247.0	887381.0	879468.0	540252.0	971745.0	788298.0	574811.0	681752.0	913538.0	1160001.0	570543.0	527582.0	960870.0	391118.0	347674.0	593507.0	707422.0	550299.0	420590.0	526958.0	435156.0	400404.0	442298.0	405503.0	463201.0	447511.0	479827.0	470412.0
459.95404@5.807893	3	213252.0	132252.0	110989.0	242275.0	171635.0	139616.0	170531.0	317256.0	237988.0	218117.0	210572.0	279161.0	288427.0	215725.0	147213.0	1.0	223633.0	257645.0	265878.0	1.0	241271.0	244277.0	135998.0	183174.0	255006.0	362181.0	147762.0	172778.0	283578.0	147993.0	129008.0	186912.0	198497.0	200399.0	180713.0	190471.0	175493.0	168604.0	186387.0	1.0	161648.0	129953.0	164660.0	135346.0
406.036@5.7892027	3	4516982.0	2485789.0	3583546.0	2787427.0	3917074.0	3564085.0	3933939.0	6644523.0	4796838.0	4970008.0	2987990.0	4793746.0	5988475.0	3605594.0	2091536.0	2934039.0	4078901.0	4820757.0	4840938.0	2841654.0	5388214.0	4440681.0	3273066.0	4013038.0	4558746.0	6258295.0	3084618.0	2809721.0	5509620.0	2347932.0	1953878.0	3565431.0	3828481.0	3058342.0	2369001.0	3004642.0	2506973.0	2378352.0	2539589.0	2414830.0	2618626.0	2545819.0	2705378.0	2676863.0
642.02594@5.8161902	3	308313.0	174750.0	128073.0	258698.0	195187.0	187168.0	149447.0	320297.0	262023.0	257073.0	223124.0	260934.0	303355.0	255478.0	178866.0	235428.0	258659.0	276793.0	263823.0	212311.0	272175.0	257411.0	163403.0	195957.0	324438.0	350739.0	215881.0	231828.0	271012.0	185901.0	153919.0	198674.0	245527.0	220308.0	171886.0	215604.0	178502.0	156156.0	184858.0	154046.0	188600.0	189843.0	192702.0	194270.0
651.98047@5.793077	1	117992.0	65863.0	73756.0	1.0	82630.0	1.0	123914.0	169640.0	1.0	1.0	78153.0	1.0	1.0	90209.0	1.0	1.0	1.0	1.0	1.0	77252.0	1.0	1.0	1.0	1.0	104289.0	183845.0	62870.0	55373.0	1.0	51965.0	41485.0	89977.0	1.0	75001.0	57782.0	62921.0	54208.0	61327.0	1.0	51991.0	51031.0	50327.0	1.0	45543.0
834.0526@5.804265	3	188511.0	88975.0	74344.0	121059.0	103671.0	123214.0	98401.0	224215.0	157995.0	140707.0	104385.0	157984.0	197858.0	133788.0	71640.0	103603.0	142653.0	176812.0	170385.0	101573.0	171447.0	140938.0	103156.0	116609.0	197141.0	236474.0	109767.0	104590.0	157295.0	78483.0	62502.0	98481.0	138129.0	102692.0	74302.0	99548.0	80888.0	72460.0	77711.0	75397.0	83788.0	78203.0	89459.0	87117.0
449.99884@5.8315334	3	614919.0	465867.0	293060.0	587710.0	432119.0	374144.0	337511.0	619484.0	528676.0	1.0	502287.0	1.0	620865.0	562079.0	455729.0	499081.0	562425.0	1.0	298695.0	486679.0	503708.0	546251.0	348382.0	445116.0	638620.0	1.0	264335.0	580568.0	1.0	512558.0	473551.0	451568.0	614177.0	523853.0	423100.0	506748.0	438973.0	404378.0	450403.0	422631.0	446705.0	464295.0	459912.0	451438.0
218.02351@5.825453	3	1.0	830684.0	1555902.0	1528573.0	2255913.0	887246.0	1735543.0	3096719.0	2910483.0	1693139.0	1724875.0	2042750.0	2199274.0	1608324.0	1715005.0	1894125.0	2193545.0	2408350.0	1967022.0	1045639.0	2766001.0	1616109.0	1315220.0	2381345.0	789045.0	2255761.0	1.0	1089325.0	3546008.0	1107120.0	1165966.0	4098880.0	2343613.0	1149760.0	1404951.0	1523915.0	1759141.0	1685234.0	1645428.0	1791811.0	1696216.0	1615699.0	1621940.0	1673395.0
426.00974@5.806918	3	496361.0	1.0	1212858.0	369560.0	1491923.0	382510.0	1296249.0	653008.0	459736.0	480728.0	311339.0	377323.0	2160348.0	425937.0	207490.0	364175.0	300601.0	766884.0	452644.0	192520.0	567903.0	365578.0	1139290.0	290282.0	332513.0	558240.0	1.0	196785.0	582110.0	159036.0	209320.0	296601.0	307761.0	312332.0	135801.0	312891.0	158132.0	242131.0	249235.0	216177.0	223600.0	1136614.0	227681.0	242441.0
192.02571@5.841129	3	2.13009648E8	1.02670408E8	1.47867856E8	2.31894896E8	1.31589528E8	1.23374976E8	1.36191648E8	2.83083776E8	2.57047248E8	2.07535888E8	2.47397296E8	2.32056704E8	2.89937216E8	1.0	1.66451456E8	2.09293936E8	2.91958976E8	2.41079376E8	2.22213392E8	9.5546384E7	2.45070832E8	1.82932032E8	1.30287992E8	1.0	2.14700272E8	2.97659136E8	1.0815368E8	1.88223104E8	2.77478208E8	1.68992192E8	1.00687048E8	2.06141104E8	2.19340384E8	2.42719184E8	1.645636E8	1.67096512E8	9.6721856E7	1.63601296E8	1.6640944E8	1.64400464E8	1.53608832E8	1.54508848E8	1.59374048E8	1.58718848E8
174.0164@5.8160877	1	2139692.0	1439327.0	1.0	3696757.0	1.0	2159274.0	2221666.0	4212050.0	3507737.0	3244268.0	1.0	1.0	3260837.0	2093811.0	1592311.0	2314942.0	2478340.0	2558171.0	1.0	1641054.0	3143201.0	2518754.0	1650266.0	1.0	1.0	3812586.0	1.0	1.0	3592957.0	1874393.0	1.0	2740274.0	2512471.0	1.0	1529269.0	1759605.0	1674686.0	1772603.0	1654847.0	1.0	1645997.0	1514345.0	1621762.0	1644914.0
150.05235@5.787147	1	1.0	1.0	1.0	1.0	134731.0	1.0	67633.0	73875.0	1.0	1.0	131846.0	181533.0	90827.0	196854.0	193263.0	1.0	138997.0	210244.0	1.0	1.0	1.0	1.0	131256.0	96069.0	1.0	170767.0	1.0	1.0	174710.0	303362.0	287765.0	93648.0	1.0	1.0	292186.0	324797.0	326241.0	334157.0	329685.0	329785.0	298481.0	283712.0	307329.0	321035.0
503.93518@5.84043	3	111797.0	54311.0	97044.0	103725.0	101022.0	91069.0	88041.0	138079.0	89098.0	105912.0	59254.0	72122.0	83442.0	98632.0	67966.0	1.0	69844.0	94942.0	92527.0	68315.0	83298.0	68598.0	79550.0	73263.0	125106.0	160177.0	58250.0	67910.0	104199.0	59547.0	73908.0	1.0	71657.0	72501.0	56247.0	72503.0	65913.0	63470.0	58093.0	52514.0	50294.0	48568.0	1.0	58128.0
251.99368@5.8763013	2	328200.0	278607.0	281110.0	354900.0	347207.0	284095.0	268134.0	336817.0	289328.0	294549.0	1.0	1.0	1.0	345528.0	288264.0	330116.0	1.0	197612.0	319566.0	303622.0	272186.0	1.0	293784.0	296014.0	370480.0	1.0	253593.0	315677.0	1.0	269275.0	293113.0	264588.0	303168.0	294137.0	305024.0	239370.0	319753.0	1.0	257297.0	1.0	267277.0	232712.0	305336.0	230340.0
501.76968@5.9265523	1	160376.0	891509.0	1450287.0	1.0	255263.0	1508714.0	1724955.0	1.0	1.0	869859.0	1.0	1.0	1.0	231180.0	87968.0	1.0	1.0	1.0	1.0	679213.0	1.0	1.0	1362726.0	204340.0	1.0	1.0	216803.0	1.0	267895.0	1.0	263823.0	1.0	1.0	1.0	99074.0	107413.0	152260.0	156905.0	175521.0	178222.0	164425.0	157392.0	158416.0	135404.0
628.6741@5.9218206	1	1.0	1715496.0	2962598.0	1.0	353359.0	2994452.0	3525111.0	1.0	1.0	1658188.0	1.0	1.0	1.0	78141.0	87894.0	50508.0	1.0	1.0	1.0	1187343.0	1.0	1.0	2775972.0	285007.0	1.0	1.0	317274.0	1.0	424100.0	1.0	397481.0	1.0	1.0	1.0	1.0	51803.0	176753.0	210501.0	240167.0	257222.0	240891.0	213133.0	210726.0	186724.0
341.92087@5.9665627	2	582870.0	629052.0	780936.0	1.0	447637.0	867993.0	858790.0	1.0	1.0	614670.0	1.0	147302.0	1.0	631999.0	261343.0	245098.0	239374.0	158232.0	137372.0	620178.0	129081.0	150975.0	766301.0	425644.0	1.0	185668.0	411114.0	121562.0	427612.0	166577.0	358023.0	133250.0	193722.0	1.0	292865.0	359001.0	333447.0	307699.0	337980.0	310585.0	335938.0	320902.0	324895.0	343215.0
555.92975@5.956974	1	143201.0	127863.0	63520.0	1.0	79223.0	104982.0	153531.0	1.0	1.0	139694.0	1.0	37169.0	1.0	140015.0	60442.0	52939.0	54883.0	39529.0	32237.0	134648.0	1.0	1.0	150017.0	95625.0	1.0	47008.0	87640.0	1.0	107071.0	1.0	69557.0	1.0	46942.0	1.0	1.0	78713.0	68671.0	64707.0	73584.0	67434.0	70860.0	69476.0	72682.0	73621.0
307.93875@5.968562	1	100685.0	1.0	1.0	1.0	473711.0	1.0	411029.0	1.0	1.0	368884.0	1.0	1.0	1.0	120003.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	104233.0	148877.0	111542.0	1.0	142671.0	383516.0	141983.0	1.0	170390.0	272461.0	1.0	1.0	1.0	95660.0	1.0	108529.0	108928.0	116211.0	148277.0	156131.0	114223.0	130226.0	124875.0
165.07886@6.04371	3	2456354.0	1427106.0	1107432.0	2915377.0	2379804.0	1791872.0	1212990.0	1651741.0	2710508.0	1310740.0	2255969.0	1657244.0	1497702.0	1897585.0	2423567.0	1805070.0	2264124.0	1803664.0	1721971.0	2337593.0	1584685.0	1890259.0	1508102.0	1835468.0	2166014.0	2214210.0	2247083.0	2147647.0	2068894.0	2387802.0	1910633.0	1915581.0	2171704.0	2231813.0	1807778.0	1672363.0	1818323.0	1745720.0	1767097.0	1726006.0	1625241.0	1644258.0	1136224.0	1601342.0
352.13947@6.04339	3	175210.0	90337.0	41961.0	310347.0	153632.0	85243.0	50076.0	117250.0	191951.0	70086.0	202815.0	111106.0	106359.0	144870.0	220480.0	169631.0	167304.0	132443.0	127590.0	168507.0	99977.0	138701.0	75102.0	153670.0	186384.0	174653.0	176115.0	193331.0	138785.0	234616.0	168136.0	171797.0	201441.0	201965.0	141663.0	148689.0	139852.0	136285.0	131802.0	128603.0	122169.0	128682.0	117687.0	123727.0
424.06516@6.0733805	3	458974.0	250963.0	357570.0	313010.0	259013.0	1.0	225743.0	293664.0	309215.0	286802.0	433936.0	791439.0	596422.0	396167.0	300448.0	295090.0	600659.0	619735.0	219984.0	273201.0	127095.0	192279.0	334834.0	55967.0	173004.0	256015.0	191017.0	198262.0	1.0	127828.0	239591.0	505085.0	1.0	333786.0	117596.0	766987.0	789408.0	1.0	1.0	788592.0	758401.0	770008.0	742138.0	768786.0
286.94922@5.843759	1	262667.0	207672.0	246558.0	381998.0	259147.0	130582.0	73498.0	1.0	401563.0	263270.0	410367.0	1.0	1.0	256955.0	244425.0	360069.0	380863.0	406541.0	1.0	216220.0	429869.0	416742.0	231773.0	1.0	413785.0	1.0	267836.0	98494.0	1.0	339465.0	222171.0	1.0	468756.0	381685.0	283032.0	218952.0	230791.0	279384.0	75657.0	244984.0	92508.0	233073.0	238919.0	246278.0
361.989@6.1358724	3	120758.0	67163.0	90179.0	136143.0	202943.0	219042.0	160475.0	140341.0	154791.0	148212.0	87992.0	153479.0	129428.0	99568.0	100959.0	73905.0	121594.0	130749.0	188939.0	126233.0	215908.0	142725.0	106026.0	166555.0	208218.0	172331.0	108234.0	88867.0	150716.0	106112.0	92831.0	95331.0	204475.0	109956.0	1.0	106454.0	98415.0	85571.0	94181.0	69443.0	98070.0	97412.0	82772.0	90529.0
224.05174@6.133808	2	827559.0	667590.0	322825.0	549450.0	382798.0	1.0	101898.0	274588.0	410853.0	276193.0	1009141.0	907729.0	560077.0	932410.0	873932.0	618326.0	1048942.0	704348.0	209934.0	1.0	1.0	285900.0	1.0	1.0	266042.0	222269.0	466797.0	581874.0	1.0	410159.0	885130.0	382481.0	1.0	884704.0	1188154.0	1401447.0	1370619.0	1354346.0	1430381.0	1453846.0	1421739.0	1490582.0	1537145.0	1529773.0
400.08368@6.148307	1	482059.0	357377.0	168079.0	350464.0	183314.0	1.0	61852.0	1.0	1.0	144584.0	547466.0	518196.0	322295.0	555439.0	487446.0	352289.0	1.0	421706.0	113836.0	1.0	1.0	1.0	313571.0	1.0	1.0	138314.0	258405.0	325407.0	1.0	215071.0	444911.0	213710.0	1.0	1.0	745793.0	791025.0	783950.0	743874.0	684365.0	794529.0	803659.0	855334.0	856124.0	1.0
303.94315@6.130463	2	1.0	1.0	1.0616707E7	189558.0	2047706.0	1320393.0	3453487.0	1.0	1.0	1.0	1.0	365204.0	1.0	3692402.0	1.0	768782.0	459926.0	254082.0	272296.0	1.0	154093.0	332923.0	6308131.0	170879.0	190427.0	357877.0	1978782.0	251031.0	1.0	350456.0	2239832.0	357540.0	103138.0	1.0	786914.0	995525.0	1244354.0	1922526.0	1.0	1205719.0	601689.0	1117824.0	1161224.0	1722299.0
376.04413@6.175941	3	2524259.0	2149334.0	2540463.0	2870240.0	2391133.0	609687.0	3404911.0	3433902.0	3339381.0	3941401.0	2373300.0	3135960.0	1.0	2287906.0	2185849.0	2957347.0	2596230.0	3361948.0	2234072.0	2569670.0	1419262.0	2553285.0	2293329.0	289118.0	2020407.0	3138922.0	1.0	2313182.0	97951.0	1.0	1902142.0	5148393.0	390942.0	2228056.0	2197536.0	2636008.0	2634020.0	2259484.0	2396431.0	3543141.0	2407450.0	2572668.0	2310434.0	2217337.0
125.99704@6.201797	3	3.0634016E7	2.3138548E7	2.1897792E7	2.778779E7	3.7142984E7	5966248.0	8389896.0	1.8573274E7	3.6049244E7	2.484822E7	2.5344528E7	3.1206628E7	2.7899336E7	2.5610286E7	2.6039372E7	1.3682131E7	3.5116592E7	2.9602246E7	2.890985E7	2.4131882E7	2.3684664E7	2.2173584E7	2.4067146E7	8719267.0	3.5973952E7	1.93879E7	2.6168074E7	1.8165676E7	4837747.0	1.698295E7	2.7414674E7	1.7223202E7	1.3303948E7	3.2980884E7	2.3543972E7	2.5930196E7	2.5849336E7	2.5038768E7	2.4348672E7	2.4721588E7	2.4076556E7	2.3543688E7	2.379695E7	2.2556382E7
302.02908@6.2018566	3	1994725.0	1417476.0	1302140.0	1807529.0	2152947.0	183194.0	488129.0	1119946.0	2047201.0	1547804.0	1606981.0	1919237.0	1640455.0	1751635.0	1638320.0	874898.0	2069884.0	1793516.0	1507722.0	1486346.0	998390.0	1303025.0	1409623.0	260267.0	2053119.0	1199499.0	1543102.0	1090946.0	1.0	1015403.0	1691008.0	1062897.0	419003.0	1969393.0	1494633.0	1646026.0	1611008.0	1532384.0	1512830.0	1483611.0	1454720.0	1400827.0	1421534.0	1388318.0
95.98664@6.2042246	3	2035027.0	1643473.0	1539485.0	1828370.0	2377206.0	499565.0	641825.0	1287409.0	2511263.0	1690925.0	1625718.0	2083286.0	1787120.0	1.0	1748529.0	1.0	2302017.0	1954445.0	2003847.0	1606388.0	1660998.0	1605414.0	1842356.0	729736.0	2462084.0	1334063.0	1785861.0	1272053.0	496576.0	1175490.0	1836643.0	1222687.0	1019741.0	2082271.0	1585518.0	1691028.0	1670704.0	1643898.0	1624012.0	1657569.0	1637713.0	1680416.0	1.0	1550750.0
80.96309@6.2030315	3	3223589.0	2635701.0	2519810.0	3006537.0	3848590.0	799022.0	1039914.0	1947904.0	3830297.0	2791146.0	2627994.0	3364820.0	2886411.0	1.0	2710923.0	1609761.0	3706544.0	3188301.0	3176398.0	2638124.0	2650631.0	2451766.0	1992734.0	1126893.0	3716127.0	2099975.0	2899433.0	2023884.0	652165.0	1876970.0	2888654.0	1972342.0	1544264.0	3335066.0	2603798.0	2706449.0	2726226.0	2653757.0	2593479.0	2554367.0	2724962.0	2621905.0	2516297.0	2489555.0
456.00824@6.236621	1	1173754.0	2150871.0	1.0	1252961.0	1.0	1.0	775056.0	921267.0	837338.0	1158579.0	1404736.0	1211191.0	1.0	1434289.0	1712680.0	1665291.0	1107220.0	1172634.0	1.0	1260757.0	1.0	1.0	1143132.0	1.0	1.0	784028.0	1.0	1092339.0	1.0	1033030.0	1178642.0	1103725.0	1.0	1131628.0	1530954.0	1675341.0	1694038.0	1630393.0	1634419.0	1667558.0	1627251.0	1587920.0	1193010.0	1204819.0
340.02036@6.2594366	3	1.4066773E7	1.5219327E7	1.3140452E7	1.1946862E7	1492045.0	1.0	5155437.0	1.0	8173341.0	7518042.0	1.3924628E7	1.057629E7	9191303.0	1.5068967E7	1.1970586E7	1.1207105E7	1.288917E7	1.2225281E7	1.0	1.150349E7	2629376.0	1.0	1.2513228E7	733652.0	1303758.0	5836166.0	9194124.0	9345234.0	1.0	1.0	1.0512011E7	7129064.0	1142429.0	1.0775977E7	1.0974642E7	1.2333074E7	1.2197711E7	1.1881602E7	1.1803572E7	1.1551281E7	1.119651E7	1.1115373E7	1.0872986E7	1.0616518E7
438.02563@6.227706	3	794121.0	1.0	177763.0	276535.0	132464.0	1.0	77333.0	137098.0	144646.0	149662.0	263501.0	249857.0	176292.0	263396.0	966286.0	305225.0	255245.0	211296.0	63897.0	311912.0	25736.0	106506.0	241948.0	1.0	107727.0	118630.0	161450.0	765702.0	1.0	123690.0	996419.0	185539.0	1.0	1044890.0	339727.0	276803.0	291931.0	267129.0	1153061.0	1219080.0	306673.0	319023.0	1.0	215545.0
360.04907@6.2340655	3	9297539.0	1.0725827E7	7929009.0	1.0855926E7	3475041.0	1.0	2132582.0	3847002.0	5136418.0	5325083.0	1.1380348E7	7486524.0	6502918.0	1.0345898E7	9761338.0	1.0406886E7	7815310.0	9101634.0	1881804.0	9744971.0	547896.0	3515640.0	8109509.0	1.0	3316419.0	3079193.0	6478476.0	7706602.0	1.0	4634962.0	7698364.0	7106797.0	93968.0	8516969.0	9708097.0	1.1795106E7	1.168982E7	1.0364494E7	9248334.0	1.5401442E7	9428668.0	1.0934129E7	9332198.0	9578043.0
372.02505@6.2478747	1	184167.0	240228.0	237014.0	187397.0	1.0	97165.0	106924.0	1.0	127309.0	1.0	268168.0	129424.0	1.0	259245.0	1.0	216123.0	1.0	208143.0	1.0	194481.0	1.0	160356.0	1.0	1.0	108419.0	146583.0	1.0	164130.0	1.0	125693.0	195855.0	159300.0	1.0	252335.0	222450.0	241642.0	226902.0	218091.0	223259.0	219123.0	229027.0	1.0	193872.0	237961.0
474.19046@6.2606997	3	175543.0	194190.0	143658.0	151715.0	155242.0	1.0	75188.0	179203.0	162030.0	156398.0	197639.0	157011.0	157536.0	173195.0	181046.0	170492.0	179262.0	159192.0	124627.0	154841.0	99234.0	138381.0	158540.0	1.0	154059.0	114940.0	161240.0	180382.0	1.0	154485.0	197925.0	127986.0	1.0	191731.0	143069.0	179236.0	167392.0	168470.0	174236.0	167856.0	167755.0	164272.0	169126.0	158640.0
516.23755@6.2615967	3	326175.0	363886.0	259497.0	285336.0	264294.0	1.0	131367.0	277596.0	257373.0	280402.0	379478.0	287750.0	282052.0	335963.0	320125.0	307729.0	326189.0	299776.0	206694.0	271635.0	109446.0	250752.0	288113.0	27964.0	266199.0	217167.0	294509.0	318215.0	1.0	283429.0	347271.0	226745.0	48464.0	343580.0	280556.0	330277.0	321028.0	305008.0	318083.0	313320.0	299044.0	293762.0	298483.0	289773.0
502.22208@6.2616835	3	801529.0	887708.0	634826.0	716998.0	640342.0	51071.0	323153.0	671499.0	637175.0	678284.0	937332.0	685577.0	682335.0	816018.0	794123.0	754437.0	795246.0	718472.0	501893.0	675068.0	267835.0	600928.0	708937.0	86872.0	626488.0	520526.0	719924.0	805928.0	1.0	677422.0	861033.0	565672.0	118727.0	863983.0	653972.0	803902.0	771810.0	773171.0	780425.0	769258.0	740752.0	723728.0	729902.0	710821.0
488.20648@6.261112	3	644525.0	721826.0	527009.0	581415.0	536606.0	42933.0	266082.0	560151.0	522518.0	566095.0	753370.0	570282.0	569206.0	666955.0	660349.0	644187.0	665118.0	591237.0	412882.0	541289.0	239327.0	498243.0	578620.0	72379.0	515331.0	421809.0	588319.0	679051.0	1.0	553827.0	704428.0	463986.0	98497.0	701472.0	560214.0	665893.0	639731.0	630949.0	652780.0	634775.0	598206.0	593930.0	578940.0	582867.0
442.18564@6.25965	3	64794.0	70377.0	57472.0	62707.0	55430.0	1.0	27004.0	61186.0	52725.0	57455.0	74765.0	59957.0	68285.0	66955.0	70147.0	76489.0	71699.0	62080.0	42797.0	56364.0	24111.0	53577.0	55643.0	1.0	57177.0	45796.0	65956.0	76993.0	1.0	60691.0	73879.0	51909.0	1.0	71619.0	59269.0	66111.0	66335.0	64151.0	63727.0	67438.0	67215.0	68185.0	67745.0	72064.0
270.95258@6.259406	3	191635.0	1.0	136055.0	226879.0	163048.0	1.0	128771.0	199290.0	168531.0	191988.0	196896.0	189616.0	187999.0	164125.0	205936.0	213467.0	180609.0	180788.0	186098.0	195932.0	118881.0	202467.0	145432.0	1.0	197190.0	159458.0	1.0	233643.0	1.0	246497.0	224158.0	186583.0	61709.0	236137.0	146446.0	164094.0	172551.0	188361.0	193247.0	190229.0	189696.0	182447.0	183266.0	184452.0
176.0311@6.270031	3	2.3755704E8	2.81618528E8	2.26813056E8	1.6025624E8	1.73757648E8	1.451463E7	8.5095056E7	1.66715824E8	1.75150208E8	1.83609872E8	2.63001392E8	1.7204656E8	1.65835088E8	2.64552752E8	2.07257072E8	1.74228384E8	2.32626576E8	1.8352896E8	1.14580416E8	1.89303328E8	7.260388E7	1.45318096E8	2.36438528E8	1.8629244E7	1.55409504E8	1.3375664E8	1.81482672E8	1.85471168E8	1.0	1.51149744E8	2.1223688E8	1.3621824E8	2.9579654E7	2.17585744E8	1.90095168E8	1.86150784E8	1.84419744E8	1.77617616E8	1.86898976E8	1.71574736E8	1.67874272E8	1.6846216E8	1.72908896E8	1.55627504E8
88.01462@6.2701874	3	8661767.0	1.1611822E7	8883664.0	6161932.0	7163957.0	805969.0	3062580.0	7145610.0	7529147.0	7159903.0	9706276.0	6417094.0	7032185.0	1.0609469E7	7358569.0	6834235.0	9192438.0	7194277.0	4962240.0	6273783.0	3178493.0	6635131.0	9410920.0	1152960.0	6518507.0	5275304.0	8136566.0	7624703.0	5608859.0	6518544.0	8765965.0	4981737.0	1532758.0	8415607.0	7076934.0	7767394.0	7093020.0	7304177.0	6943046.0	6782152.0	6994240.0	6935713.0	6575924.0	6565647.0
116.00951@6.270219	3	9701535.0	1.2583072E7	9480516.0	6163532.0	8013615.0	854626.0	3824043.0	7551498.0	7992690.0	7986569.0	1.1275237E7	7534481.0	7912488.0	1.0829647E7	8005822.0	7276119.0	9881091.0	7620632.0	5014078.0	6934241.0	3166380.0	6517436.0	9928288.0	1096714.0	6731440.0	5977219.0	8453099.0	8432393.0	136302.0	6596606.0	9621569.0	5493068.0	1382112.0	9689714.0	8345307.0	8222630.0	8335869.0	8344103.0	8130029.0	8096191.0	7570538.0	7925169.0	7457086.0	7259913.0
